from,to,trans,req_min,req_min+walk,price,cost_performance
幸谷,八丁堀,0,54,57,4.2,2071.070596358871
幸谷,宝町,1,54,57,4.2,2071.070596358871
春日部,八丁堀,1,48,51,4.8,2100.114976329604
京急新子安,日本橋(東京都),1,45,54,4.5,2103.3704910054926
蒲生,宝町,1,51,54,4.5,2103.3704910054926
北越谷,八丁堀,0,57,60,4.1,2111.8508949714555
舞浜,日本橋(東京都),1,41,50,5.0,2132.848507875012
戸塚,宝町,1,47,50,5.0,2132.848507875012
大和田,東京,1,44,56,4.4,2133.5623535620025
星川,東京,1,44,56,4.4,2133.5623535620025
宮原,日本橋(東京都),1,50,59,4.2,2133.630481763748
北松戸,日本橋(東京都),1,42,51,4.9,2142.8349717797582
稲毛,東京,0,39,51,4.9,2142.8349717797582
金町,新富町,1,43,51,4.9,2142.8349717797582
くぬぎ山,宝町,1,49,52,4.8,2150.2525910671566
新八柱,日本橋(東京都),1,43,52,4.8,2150.2525910671566
西高島平,日本橋(東京都),1,43,52,4.8,2150.2525910671566
西谷,東京,1,42,54,4.6,2150.8423944483247
市川大野,東京,0,41,53,4.7,2151.7112201236105
実籾,宝町,1,57,60,4.2,2162.1330591374426
六実,宝町,1,47,50,5.1,2176.8288495809156
土呂,八丁堀,1,56,59,4.3,2185.2345678343127
鎌取,新富町,1,51,59,4.3,2185.2345678343127
読売ランド前,八丁堀,1,56,59,4.3,2185.2345678343127
津田沼,茅場町,0,42,51,5.0,2187.2637670479194
八柱,宝町,1,48,51,5.0,2187.2637670479194
蕨,八丁堀,1,48,51,5.0,2187.2637670479194
京成高砂,銀座一丁目,1,40,51,5.0,2187.2637670479194
谷塚,東京,1,39,51,5.0,2187.2637670479194
高柳,宝町,1,49,52,4.9,2193.992472903348
北初富,日本橋(東京都),1,44,53,4.8,2198.2153695194656
大口,東京,1,41,53,4.8,2198.2153695194656
生田,八丁堀,1,54,57,4.5,2219.4170483771345
舎人公園,東京,1,38,50,5.2,2220.381150971401
新高島平,日本橋(東京都),1,41,50,5.2,2220.381150971401
船橋競馬場,八丁堀,1,47,50,5.2,2220.381150971401
前原,東京,1,43,55,4.7,2239.07330325811
八柱,八丁堀,0,49,52,5.0,2239.4819500129865
保土ケ谷,日本橋(東京都),1,45,54,4.8,2243.9603588938808
新越谷,宝町,1,51,54,4.8,2243.9603588938808
東戸塚,宝町,1,47,50,5.3,2267.029121914001
蘇我,新富町,1,42,50,5.3,2267.029121914001
堀切菖蒲園,茅場町,1,41,50,5.3,2267.029121914001
神奈川新町,東京,1,38,50,5.3,2267.029121914001
南行徳,東京,0,38,50,5.3,2267.029121914001
行徳,銀座一丁目,1,40,51,5.2,2277.0296261662593
高島平,茅場町,1,42,51,5.2,2277.0296261662593
南船橋,銀座一丁目,1,45,56,4.7,2279.4631539388
西川口,宝町,1,49,52,5.1,2285.6611235652163
北国分,茅場町,1,43,52,5.1,2285.6611235652163
原木中山,東京,1,40,52,5.1,2285.6611235652163
大町,八丁堀,1,52,55,4.8,2287.4655774764897
新越谷,八丁堀,0,52,55,4.8,2287.4655774764897
戸塚,東京,0,41,53,5.0,2289.4350471805665
白楽,東京,1,41,53,5.0,2289.4350471805665
稲毛,宝町,1,51,54,4.9,2289.606419896604
京成金町,新富町,1,46,54,4.9,2289.606419896604
生麦,宝町,1,51,54,4.9,2289.606419896604
東久留米,東京,1,48,60,4.5,2317.0021247686827
越谷,宝町,1,54,57,4.7,2317.672490622997
町田,東京,1,45,57,4.7,2317.672490622997
みのり台,東京,1,39,51,5.3,2324.8677244992286
南浦和,東京,0,40,52,5.2,2331.3908565891024
行徳,東京,0,40,52,5.2,2331.3908565891024
浅野,東京,1,43,55,4.9,2333.996610378778
向ヶ丘遊園,東京,1,42,54,5.0,2337.0783233394363
南流山,茅場町,1,45,54,5.0,2337.0783233394363
八幡宿,新富町,1,51,59,4.6,2338.0620535048324
花小金井,日本橋(東京都),1,50,59,4.6,2338.0620535048324
朝霞,新富町,0,51,59,4.6,2338.0620535048324
四街道,東京,0,46,58,4.7,2353.7309558453685
二俣川,東京,1,46,58,4.7,2353.7309558453685
鶴ケ峰,東京,1,46,58,4.7,2353.7309558453685
越谷,八丁堀,0,55,58,4.7,2353.7309558453685
登戸,八丁堀,1,47,50,5.5,2362.7004950685077
京成中山,日本橋(東京都),1,41,50,5.5,2362.7004950685077
朝霞,東京,1,48,60,4.6,2369.295575501309
大神宮下,宝町,1,48,51,5.4,2372.2402367565733
鶴見小野,東京,1,39,51,5.4,2372.2402367565733
志木,東京,1,44,56,4.9,2376.0987489935624
新検見川,東京,1,44,56,4.9,2376.0987489935624
東戸塚,東京,0,40,52,5.3,2380.371029604187
南流山,八丁堀,0,52,55,5.0,2382.388884597158
五井,八丁堀,0,50,53,5.2,2383.3940415194957
七里,東京,1,47,59,4.7,2387.681367034222
南越谷,宝町,1,55,58,4.8,2404.601284068128
千葉みなと,八丁堀,0,47,50,5.6,2413.6857649870176
流山セントラルパーク,八丁堀,1,47,50,5.6,2413.6857649870176
八千代中央,八丁堀,1,54,57,4.9,2415.92793286886
お花茶屋,茅場町,1,42,51,5.5,2422.9799566957204
津田沼,銀座一丁目,1,45,56,5.0,2425.3639543155978
南太田,東京,1,44,56,5.0,2425.3639543155978
東中山,日本橋(東京都),1,43,52,5.4,2428.874501259221
天王町,東京,1,42,54,5.2,2432.992609801814
黄金町,東京,1,42,54,5.2,2432.992609801814
新浦安,日本橋(東京都),1,45,54,5.2,2432.992609801814
川口,新富町,1,45,53,5.3,2433.4667490566344
神奈川新町,日本橋(東京都),0,44,53,5.3,2433.4667490566344
武蔵浦和,新富町,1,51,59,4.8,2439.285453104787
蓮田,東京,0,47,59,4.8,2439.285453104787
新八柱,東京,0,47,59,4.8,2439.285453104787
西高島平,東京,0,47,59,4.8,2439.285453104787
南越谷,八丁堀,0,56,59,4.8,2439.285453104787
子安,宝町,1,55,58,4.9,2453.5150612053967
中浦和,東京,1,46,58,4.9,2453.5150612053967
氷川台,八丁堀,1,47,50,5.7,2464.1748188651077
秋山,八丁堀,1,47,50,5.7,2464.1748188651077
上石神井,日本橋(東京都),1,41,50,5.7,2464.1748188651077
市川塩浜,日本橋(東京都),1,48,57,5.0,2466.0189426412603
東門前,東京,1,39,51,5.6,2475.2660113002376
東白楽,東京,1,40,52,5.5,2480.825568462148
新津田沼,八丁堀,1,49,52,5.5,2480.825568462148
地下鉄成増,新富町,0,44,52,5.5,2480.825568462148
地下鉄成増,東京,1,40,52,5.5,2480.825568462148
川口元郷,茅場町,1,43,52,5.5,2480.825568462148
松飛台,日本橋(東京都),0,44,53,5.4,2483.052122100753
上本郷,八丁堀,1,56,59,4.9,2488.9047666341767
谷塚,新富町,0,50,58,5.0,2504.385389428156
上大岡,東京,1,46,58,5.0,2504.385389428156
柏の葉キャンパス,八丁堀,1,54,57,5.1,2516.8694157762
矢切,新富町,1,49,57,5.1,2516.8694157762
船堀,銀座一丁目,1,39,50,5.8,2518.252602197563
京成立石,銀座一丁目,1,39,50,5.8,2518.252602197563
田無,日本橋(東京都),1,47,56,5.2,2524.9015054394094
南浦和,日本橋(東京都),1,47,56,5.2,2524.9015054394094
小田原,宝町,1,53,56,5.2,2524.9015054394094
和光市,新富町,0,48,56,5.2,2524.9015054394094
高島平,東京,0,44,56,5.2,2524.9015054394094
三郷中央,東京,1,39,51,5.7,2527.043189928879
調布,東京,1,43,55,5.3,2532.2684481173073
検見川浜,東京,0,43,55,5.3,2532.2684481173073
成増,新富町,1,44,52,5.6,2534.3598871338495
東伏見,日本橋(東京都),1,45,54,5.4,2534.724580821869
松飛台,八丁堀,1,51,54,5.4,2534.724580821869
西台,新富町,1,45,53,5.5,2536.161991547178
六町,新富町,1,45,53,5.5,2536.161991547178
武蔵関,日本橋(東京都),1,44,53,5.5,2536.161991547178
一之江,銀座一丁目,1,42,53,5.5,2536.161991547178
南鳩ヶ谷,東京,1,41,53,5.5,2536.161991547178
妙典,銀座一丁目,1,42,53,5.5,2536.161991547178
弁天橋,東京,1,41,53,5.5,2536.161991547178
ひばりヶ丘,東京,1,47,59,5.0,2540.5088527047415
吉野町,東京,1,47,59,5.0,2540.5088527047415
舞岡,東京,1,47,59,5.0,2540.5088527047415
戸田公園,新富町,1,51,59,5.0,2540.5088527047415
宿河原,東京,1,46,58,5.1,2556.026996782661
新高島平,東京,0,45,57,5.2,2567.224984785442
阪東橋,東京,1,45,57,5.2,2567.224984785442
北綾瀬,東京,0,38,50,5.9,2571.804071487496
鶴見,八丁堀,1,47,50,5.9,2571.804071487496
上大岡,宝町,0,57,60,5.0,2574.446805298536
南与野,東京,1,48,60,5.0,2574.446805298536
谷津,八丁堀,1,53,56,5.3,2577.9471422243982
西武柳沢,日本橋(東京都),1,47,56,5.3,2577.9471422243982
保谷,東京,1,44,56,5.3,2577.9471422243982
千葉,東京,0,43,55,5.4,2583.867047398117
小島新田,宝町,1,49,52,5.7,2587.3731810531012
西台,東京,0,42,54,5.5,2588.9396697327697
成瀬,東京,1,42,54,5.5,2588.9396697327697
妙典,東京,0,42,54,5.5,2588.9396697327697
和光市,日本橋(東京都),1,49,58,5.2,2607.1660002681797
豊四季,東京,1,46,58,5.2,2607.1660002681797
検見川浜,新富町,1,49,57,5.3,2621.159795230484
京急鶴見,東京,0,38,50,6.0,2629.1619447482644
八丁畷,日本橋(東京都),1,41,50,6.0,2629.1619447482644
京成津田沼,宝町,0,47,50,6.0,2629.1619447482644
亀有,銀座一丁目,1,39,50,6.0,2629.1619447482644
中村橋,新富町,0,42,50,6.0,2629.1619447482644
堀切,新富町,1,42,50,6.0,2629.1619447482644
青井,新富町,1,43,51,5.9,2637.418382384504
北綾瀬,新富町,1,43,51,5.9,2637.418382384504
新柴又,東京,1,43,55,5.5,2639.1332419064033
松戸,新富町,1,47,55,5.5,2639.1332419064033
姉ケ崎,八丁堀,0,56,59,5.2,2644.77197962911
流山おおたかの森,八丁堀,1,51,54,5.6,2644.807008034672
岸根公園,東京,1,46,58,5.3,2661.939931207846
安善,東京,1,46,58,5.3,2661.939931207846
新三郷,八丁堀,0,57,60,5.2,2680.1027543951527
新三郷,宝町,1,57,60,5.2,2680.1027543951527
鳩ヶ谷,東京,1,44,56,5.5,2686.739632198288
久地,東京,1,44,56,5.5,2686.739632198288
三鷹,宝町,1,47,50,6.1,2688.2678463359807
成城学園前,日本橋(東京都),1,41,50,6.1,2688.2678463359807
三鷹,東京,0,38,50,6.1,2688.2678463359807
三ツ沢下町,東京,1,38,50,6.1,2688.2678463359807
海神,東京,1,38,50,6.1,2688.2678463359807
川崎大師,東京,1,38,50,6.1,2688.2678463359807
見沼代親水公園,東京,1,43,55,5.6,2696.083719112618
妙蓮寺,東京,1,43,55,5.6,2696.083719112618
伊勢佐木長者町,東京,1,43,55,5.6,2696.083719112618
中村橋,日本橋(東京都),1,42,51,6.0,2696.2396242472
京成船橋,日本橋(東京都),0,42,51,6.0,2696.2396242472
長津田,東京,1,39,51,6.0,2696.2396242472
京急鶴見,日本橋(東京都),1,42,51,6.0,2696.2396242472
菅野,宝町,1,48,51,6.0,2696.2396242472
鶴見市場,日本橋(東京都),1,42,51,6.0,2696.2396242472
江戸川,東京,1,39,51,6.0,2696.2396242472
平沼橋,東京,1,39,51,6.0,2696.2396242472
本八幡,日本橋(東京都),0,43,52,5.9,2700.3834429874437
下井草,日本橋(東京都),1,44,53,5.8,2703.134209409411
千葉,宝町,1,55,58,5.4,2716.180772822446
西大宮,東京,1,46,58,5.4,2716.180772822446
武蔵小金井,東京,0,46,58,5.4,2716.180772822446
新井宿,日本橋(東京都),1,48,57,5.5,2731.775911469594
志村坂上,宝町,1,47,50,6.2,2746.7984975327863
新丸子,八丁堀,1,47,50,6.2,2746.7984975327863
荒川遊園地前,八丁堀,1,47,50,6.2,2746.7984975327863
戸部,東京,1,38,50,6.2,2746.7984975327863
桜上水,新富町,1,42,50,6.2,2746.7984975327863
北浦和,東京,0,47,59,5.4,2755.359190335105
北浦和,日本橋(東京都),1,50,59,5.4,2755.359190335105
武蔵小金井,日本橋(東京都),1,50,59,5.4,2755.359190335105
西新井,新富町,0,43,51,6.1,2756.8534917976503
東武練馬,東京,1,39,51,6.1,2756.8534917976503
小台,茅場町,1,43,52,6.0,2760.608968328014
小岩,新富町,1,44,52,6.0,2760.608968328014
京成津田沼,東京,1,40,52,6.0,2760.608968328014
武蔵境,東京,0,40,52,6.0,2760.608968328014
塚田,東京,1,40,52,6.0,2760.608968328014
京成小岩,東京,1,41,53,5.9,2760.617246843953
新津田沼,茅場町,0,49,58,5.5,2774.277018549033
鬼越,東京,1,46,58,5.5,2774.277018549033
藤沢,宝町,1,54,57,5.6,2790.725546640819
武蔵白石,東京,1,48,60,5.4,2792.167268953258
大船,宝町,1,53,56,5.7,2802.130934635435
志村三丁目,東京,0,38,50,6.3,2809.489469745715
多摩川,新富町,1,42,50,6.3,2809.489469745715
高島町,東京,1,38,50,6.3,2809.489469745715
石神井公園,東京,1,38,50,6.3,2809.489469745715
東海神,日本橋(東京都),0,41,50,6.3,2809.489469745715
東大島,新富町,1,42,50,6.3,2809.489469745715
豊島園,東京,1,38,50,6.3,2809.489469745715
東小金井,東京,0,43,55,5.8,2812.884734162714
東松戸,新富町,1,47,55,5.8,2812.884734162714
つつじヶ丘,東京,1,43,55,5.8,2812.884734162714
踊場,東京,1,47,59,5.5,2814.293421144927
元住吉,宝町,1,48,51,6.2,2816.8774326222347
都立家政,茅場町,1,42,51,6.2,2816.8774326222347
船橋,宝町,0,48,51,6.2,2816.8774326222347
宮ノ前,茅場町,1,42,51,6.2,2816.8774326222347
上板橋,新富町,1,46,54,5.9,2818.0658519145786
竹ノ塚,新富町,0,46,54,5.9,2818.0658519145786
西横浜,東京,1,41,53,6.0,2822.1861415826506
東尾久三丁目,新富町,1,45,53,6.0,2822.1861415826506
武蔵境,日本橋(東京都),1,44,53,6.0,2822.1861415826506
大泉学園,東京,1,41,53,6.0,2822.1861415826506
仙川,東京,1,41,53,6.0,2822.1861415826506
千歳船橋,日本橋(東京都),1,43,52,6.1,2822.6699160494313
海浜幕張,東京,0,40,52,6.1,2822.6699160494313
浦和,銀座一丁目,1,47,58,5.6,2834.143795110292
上井草,日本橋(東京都),1,49,58,5.6,2834.143795110292
稲毛海岸,東京,0,45,57,5.7,2849.101452289858
新小金井,東京,1,48,60,5.5,2851.888785794083
東松戸,東京,0,44,56,5.8,2863.6253661150067
東小金井,日本橋(東京都),1,47,56,5.8,2863.6253661150067
浮間舟渡,新富町,1,48,56,5.8,2863.6253661150067
大倉山,東京,1,44,56,5.8,2863.6253661150067
さいたま新都心,日本橋(東京都),1,41,50,6.4,2871.570299734206
野方,日本橋(東京都),1,41,50,6.4,2871.570299734206
経堂,茅場町,1,41,50,6.4,2871.570299734206
綱島,東京,1,42,54,6.0,2880.915998924855
千歳烏山,日本橋(東京都),1,45,54,6.0,2880.915998924855
練馬,日本橋(東京都),1,42,51,6.3,2881.1678365285875
志村三丁目,銀座一丁目,1,40,51,6.3,2881.1678365285875
船橋,銀座一丁目,1,41,52,6.2,2884.1268532832655
新習志野,茅場町,1,43,52,6.2,2884.1268532832655
東神奈川,東京,0,40,52,6.2,2884.1268532832655
蓮根,東京,0,40,52,6.2,2884.1268532832655
蓮根,新富町,1,44,52,6.2,2884.1268532832655
日ノ出町,東京,1,40,52,6.2,2884.1268532832655
松戸新田,八丁堀,1,55,58,5.7,2893.427916036592
八潮,新富町,1,49,57,5.8,2911.6266797410804
藤沢,東京,0,48,60,5.6,2913.430364942509
浜田山,日本橋(東京都),1,47,56,5.9,2924.521300747441
大船,東京,0,47,59,5.7,2935.1629610937985
稲毛海岸,新富町,1,51,59,5.7,2935.1629610937985
富士見ヶ丘,日本橋(東京都),1,50,59,5.7,2935.1629610937985
瑞江,銀座一丁目,1,44,55,6.0,2936.770319057829
国府台,東京,1,39,51,6.4,2944.832531681913
新江古田,日本橋(東京都),1,42,51,6.4,2944.832531681913
八幡山,宝町,1,48,51,6.4,2944.832531681913
日吉,八丁堀,1,51,54,6.1,2945.681555818397
海浜幕張,新富町,1,46,54,6.1,2945.681555818397
東神奈川,日本橋(東京都),1,44,53,6.2,2948.45917306144
舎人,東京,1,40,52,6.3,2949.952110061346
東海神,宝町,1,49,52,6.3,2949.952110061346
永福町,日本橋(東京都),1,43,52,6.3,2949.952110061346
喜多見,八丁堀,1,55,58,5.8,2956.925914122445
狛江,八丁堀,1,57,60,5.7,2974.3729883773526
宮前平,新富町,1,52,60,5.7,2974.3729883773526
梅島,銀座一丁目,0,45,56,6.0,2989.74567922028
市川,新富町,1,48,56,6.0,2989.74567922028
本千葉,東京,0,47,59,5.8,2999.5768595884606
平間,宝町,1,52,55,6.1,3002.791530802006
矢向,宝町,1,47,50,6.6,3006.583734511167
三鷹台,日本橋(東京都),1,45,54,6.2,3009.8167795147497
熊野前,新富町,1,46,54,6.2,3009.8167795147497
五反野,銀座一丁目,0,43,54,6.2,3009.8167795147497
幕張,東京,1,42,54,6.2,3009.8167795147497
井荻,日本橋(東京都),1,45,54,6.2,3009.8167795147497
西永福,日本橋(東京都),1,45,54,6.2,3009.8167795147497
落合南長崎,八丁堀,1,48,51,6.5,3013.0224723914666
祖師ヶ谷大蔵,八丁堀,1,48,51,6.5,3013.0224723914666
西荻窪,銀座一丁目,1,40,51,6.5,3013.0224723914666
桜台,銀座一丁目,1,40,51,6.5,3013.0224723914666
富士見台,新富町,0,43,51,6.5,3013.0224723914666
新桜台,茅場町,1,42,51,6.5,3013.0224723914666
北大宮,東京,1,40,52,6.4,3015.1367200736004
吉祥寺,銀座一丁目,1,42,53,6.3,3015.7527048787088
上北沢,日本橋(東京都),1,44,53,6.3,3015.7527048787088
鷺沼,新富町,1,49,57,6.0,3039.8610754968363
本八幡,新富町,1,51,59,5.9,3063.363847414411
菊名,東京,1,43,55,6.2,3068.1701886413443
赤羽,新富町,1,42,50,6.7,3074.43680099552
南阿佐ケ谷,茅場町,1,41,50,6.7,3074.43680099552
板橋,宝町,1,47,50,6.7,3074.43680099552
京急川崎,銀座一丁目,1,39,50,6.7,3074.43680099552
田園調布,銀座一丁目,1,39,50,6.7,3074.43680099552
荻窪,新富町,1,42,50,6.7,3074.43680099552
武蔵小杉,新富町,1,46,54,6.3,3078.510693633331
大宮,日本橋(東京都),1,44,53,6.4,3082.391299888589
北赤羽,新富町,1,45,53,6.4,3082.391299888589
二子新地,日本橋(東京都),1,42,51,6.6,3083.290557585758
赤羽岩淵,銀座一丁目,1,40,51,6.6,3083.290557585758
京成西船,東京,0,39,51,6.6,3083.290557585758
沼部,東京,1,39,51,6.6,3083.290557585758
川崎,日本橋(東京都),0,43,52,6.5,3084.9546102120216
富士見台,日本橋(東京都),1,43,52,6.5,3084.9546102120216
小菅,銀座一丁目,0,41,52,6.5,3084.9546102120216
十条,八丁堀,1,49,52,6.5,3084.9546102120216
京成船橋,銀座一丁目,1,47,58,6.0,3087.155387059459
高井戸,日本橋(東京都),1,49,58,6.0,3087.155387059459
大師前,新富町,1,50,58,6.0,3087.155387059459
大泉学園,新富町,0,50,58,6.0,3087.155387059459
京成八幡,新富町,1,50,58,6.0,3087.155387059459
浜川崎,東京,1,48,60,5.9,3104.2864747535796
戸塚安行,日本橋(東京都),1,51,60,5.9,3104.2864747535796
和泉多摩川,八丁堀,1,57,60,5.9,3104.2864747535796
篠崎,新富町,1,48,56,6.2,3123.515824535375
北与野,東京,1,47,59,6.0,3131.6847732810493
鈴木町,日本橋(東京都),1,46,55,6.3,3138.195919401506
石神井公園,新富町,0,47,55,6.3,3138.195919401506
横浜,宝町,0,47,50,6.8,3147.1128197746298
二子玉川,日本橋(東京都),1,41,50,6.8,3147.1128197746298
鐘ヶ淵,東京,1,38,50,6.8,3147.1128197746298
横浜,銀座一丁目,1,39,50,6.8,3147.1128197746298
久が原,東京,1,38,50,6.8,3147.1128197746298
等々力,宝町,1,47,50,6.8,3147.1128197746298
東向島,銀座一丁目,1,40,51,6.7,3152.874756021016
町屋二丁目,新富町,1,44,52,6.6,3156.900257931948
新川崎,茅場町,1,43,52,6.6,3156.900257931948
井の頭公園,日本橋(東京都),1,43,52,6.6,3156.900257931948
石川町,宝町,1,57,60,6.0,3173.520080905019
芦花公園,東京,1,45,57,6.2,3175.8735332229944
元町・中華街,東京,1,45,57,6.2,3175.8735332229944
下高井戸,銀座一丁目,1,45,56,6.3,3194.80472466346
桜木町,宝町,1,52,55,6.4,3207.5401221262014
鵜の木,東京,1,38,50,6.9,3219.081516491314
反町,東京,1,38,50,6.9,3219.081516491314
梶が谷,新富町,1,46,54,6.5,3219.396587666521
下丸子,宝町,1,51,54,6.5,3219.396587666521
滝野川一丁目,新富町,1,46,54,6.5,3219.396587666521
津田山,東京,1,42,54,6.5,3219.396587666521
新船橋,茅場町,1,49,58,6.2,3225.283933446362
京成西船,宝町,1,50,53,6.6,3227.3169653905275
港町,日本橋(東京都),1,44,53,6.6,3227.3169653905275
鹿島田,銀座一丁目,1,42,53,6.6,3227.3169653905275
御嶽山,東京,1,39,51,6.8,3227.404954495926
荒川車庫前,八丁堀,1,48,51,6.8,3227.404954495926
鷺ノ宮,東京,1,45,57,6.3,3248.357408396907
久我山,東京,1,45,57,6.3,3248.357408396907
梶原,八丁堀,1,52,55,6.5,3281.813266149905
宮崎台,新富町,1,50,58,6.3,3298.895516397243
地下鉄赤塚,銀座一丁目,0,40,51,6.9,3301.20978503539
矢口渡,宝町,1,48,51,6.9,3301.20978503539
向河原,宝町,1,54,57,6.4,3320.135831553195
溝の口,新富町,1,45,53,6.8,3378.1632218229374
地下鉄赤塚,日本橋(東京都),1,43,52,6.9,3380.022034000547
武蔵溝ノ口,東京,1,40,52,6.9,3380.022034000547
庚申塚,銀座一丁目,1,40,51,7.0,3380.2606154280293
蓮沼,宝町,1,48,51,7.0,3380.2606154280293
小村井,茅場町,1,42,51,7.0,3380.2606154280293
桜木町,東京,0,47,59,6.4,3420.425661130111
飛鳥山,新富町,1,47,55,6.7,3434.1417283244755
練馬高野台,新富町,0,46,54,6.8,3448.4629944612802
関内,宝町,1,55,58,6.5,3449.867168082876
用賀,茅場町,1,41,50,7.2,3454.259391947503
武蔵新田,宝町,1,50,53,6.9,3455.4156173656693
中井,新富町,1,45,53,6.9,3455.4156173656693
荒川二丁目,銀座一丁目,1,42,53,6.9,3455.4156173656693
上野毛,宝町,1,49,52,7.0,3460.960103960344
明大前,銀座一丁目,1,41,52,7.0,3460.960103960344
練馬高野台,日本橋(東京都),1,46,55,6.8,3515.3207425286437
新井薬師前,東京,1,42,54,6.9,3527.323016837239
東松原,銀座一丁目,1,42,53,7.0,3538.159063463119
糀谷,銀座一丁目,1,39,50,7.3,3538.5108163414648
大鳥居,新富町,1,43,51,7.2,3542.3877420714157
大森町,東京,1,44,56,6.8,3578.7323689719865
尻手,日本橋(東京都),1,47,56,6.8,3578.7323689719865
日本大通り,東京,1,43,55,6.9,3595.709678950386
千鳥町,日本橋(東京都),1,46,55,6.9,3595.709678950386
梅屋敷,東京,1,43,55,6.9,3595.709678950386
下赤塚,東京,1,42,54,7.0,3611.788358848535
下赤塚,新富町,0,46,54,7.0,3611.788358848535
京成関屋,新富町,1,42,50,7.4,3621.942260606276
天空橋,茅場町,1,43,52,7.2,3626.95781269365
荒川区役所前,銀座一丁目,1,41,52,7.2,3626.95781269365
