,min,from,lat,lng
676,29,二子新地,35.60695750000001,139.6224949
677,658,高津,35.6032996,139.6172539
678,32,溝の口,35.5999649,139.6106234
679,34,梶が谷,35.5937453,139.6056828
680,36,宮崎台,35.5872174,139.5912012
681,37,宮前平,35.5849594,139.5820475
682,39,鷺沼,35.5797753,139.573327
683,37,たまプラーザ,35.5774058,139.5585278
684,39,あざみ野,35.5685796,139.5534552
685,51,江田,35.5586471,139.5515112
686,53,市が尾,35.5514428,139.5413635
687,55,藤が丘,35.5434959,139.5278557
688,43,青葉台,35.5432506,139.5172181
689,59,田奈,35.5358875,139.5045162
690,65,つくし野,35.5276343,139.4851046
691,67,すずかけ台,35.5169205,139.4814272
692,50,南町田グランベリーパーク,35.5114471,139.4706636
693,70,つきみ野,35.5103418,139.458048
694,53,中央林間,35.5080279,139.4441058
695,32,大崎広小路,35.6226336,139.7226662
696,32,戸越銀座,35.6159746,139.7150258
697,42,荏原中延,35.6099618,139.7119604
698,44,旗の台,35.6048821,139.7027206
699,45,長原,35.6022186,139.6979694
700,47,洗足池,35.5999476,139.6914069
701,48,石川台,35.5969326,139.6852664
702,50,雪が谷大塚,35.5919356,139.6810018
703,52,御嶽山,35.5852756,139.682388
704,53,久が原,35.5798491,139.685354
705,55,千鳥町,35.5729995,139.6914155
706,57,池上,35.5720944,139.7029729
707,58,蓮沼,35.5641984,139.7084797
708,22,不動前,35.6257683,139.713569
709,24,武蔵小山,35.6205185,139.7044048
710,26,西小山,35.6156922,139.6988653
711,28,洗足,35.6104126,139.6944011
712,30,大岡山,35.607486,139.685643
713,32,奥沢,35.6039879,139.6722637
714,27,沼部,35.58282630000001,139.6730957
715,29,鵜の木,35.5754987,139.6806138
716,31,下丸子,35.5712152,139.6858078
717,32,武蔵新田,35.5679766,139.6922031
718,34,矢口渡,35.5625586,139.7002623
719,30,下神明,35.6087973,139.7262243
720,29,戸越公園,35.6089128,139.718384
721,28,中延,35.6058183,139.7127554
722,26,荏原町,35.6038632,139.707503
723,23,北千束,35.6064301,139.6929472
724,20,緑が丘,0.0,0.0
725,21,九品仏,35.6053587,139.6614803
726,23,尾山台,35.6069669,139.6538896
727,58,等々力,35.6083487,139.648072
728,26,上野毛,35.6119618,139.6389246
729,29,西太子堂,35.6445185,139.6663315
730,179,若林,35.0266238,137.0968776
731,57,松陰神社前,35.6440032,139.655263
732,59,世田谷,35.6434634,139.6507137
733,59,上町,35.6433787,139.6467074
734,38,宮の坂,35.6478292,139.6449316
735,576,山下,35.6539428,139.6465895
736,822,松原,35.66011710000001,139.6419699
737,28,下高井戸,35.6661402,139.6414073
738,32,西馬込,35.5868252,139.7059056
739,30,馬込,35.5963863,139.7118295
740,26,戸越,35.6145248,139.7163324
741,22,高輪台,35.6318285,139.7305368
742,24,泉岳寺,35.6386442,139.7399771
743,231,三田,35.6476602,139.7486572
744,6,大門,35.6567191,139.7555724
745,16,宝町,35.6756198,139.7721084
746,25,東日本橋,35.69215519999999,139.7848473
747,26,蔵前,35.703782,139.791563
748,32,本所吾妻橋,35.7085984,139.8045672
749,21,芝公園,35.6539326,139.7498313
750,15,御成門,35.6605129,139.7512247
751,22,内幸町,35.6693954,139.7553294
752,34,春日,35.70988,139.7531448
753,714,白山,35.72123029999999,139.7521623
754,30,千石,35.7278755,139.7448665
755,34,西巣鴨,35.7436944,139.7285589
756,36,新板橋,35.7488113,139.7201652
757,38,板橋区役所前,35.7515914,139.7097176
758,40,板橋本町,35.7612601,139.7055333
759,42,本蓮沼,35.7685159,139.70247
760,44,志村坂上,35.7757692,139.6953874
761,45,志村三丁目,35.7774805,139.6858707
762,48,蓮根,35.7841976,139.6790192
763,50,西台,35.7870582,139.6727974
764,52,高島平,35.788919,139.661271
765,53,新高島平,35.7902275,139.6542777
766,55,西高島平,35.7918903,139.6458828
767,16,曙橋,35.6923758,139.7226303
768,30,岩本町,35.6955713,139.7751813
769,28,馬喰横山,35.691857,139.7831068
770,29,浜町,35.68840369999999,139.7877372
771,22,森下,35.6880172,139.7982074
772,28,菊川,35.6883785,139.8061234
773,32,西大島,35.689371,139.826351
774,597,大島,35.6897665,139.834755
775,36,東大島,35.689932,139.8475291
776,38,船堀,35.6838551,139.8641384
777,41,一之江,35.685936,139.882978
778,43,瑞江,35.69332,139.8977053
779,49,篠崎,35.7059504,139.9039271
780,26,新宿西口,35.6932917,139.6991323
781,42,若松河田,35.699236,139.7180749
782,41,牛込柳町,35.699462,139.7255394
783,39,牛込神楽坂,35.7008576,139.7358743
784,30,上野御徒町,35.7075185,139.7748564
785,28,新御徒町,35.7069936,139.7819408
786,13,勝どき,35.6589787,139.7771494
787,11,築地市場,35.6648801,139.7668777
788,8,汐留,35.6628989,139.7599699
789,3,赤羽橋,35.6549848,139.7440021
790,4,国立競技場,35.6801659,139.7137789
791,11,都庁前,35.6905696,139.6926607
792,13,西新宿五丁目,35.689875,139.6845503
793,22,落合南長崎,35.7234039,139.6834785
794,24,新江古田,35.732592,139.670439
795,31,練馬春日町,35.7514626,139.6401514
796,33,光が丘,35.7585093,139.6289329
797,97,面影橋,35.7130162,139.7142544
798,37,学習院下,35.716345,139.7125191
799,36,鬼子母神前,35.7200509,139.7146731
800,92,都電雑司ヶ谷,35.7241592,139.717881
801,36,東池袋四丁目,35.7252827,139.7201591
802,914,向原,34.615053,132.720031
803,35,大塚駅前,35.7317124,139.7285029
804,82,巣鴨新田,35.7355412,139.7277437
805,81,庚申塚,35.7396241,139.729754
806,42,新庚申塚,35.7415497,139.7306585
807,77,西ヶ原四丁目,35.7444259,139.732773
808,76,滝野川一丁目,35.7472737,139.7354215
809,75,飛鳥山,35.7501674,139.7373831
810,43,王子駅前,35.7528359,139.7381972
811,82,栄町,0.0,0.0
812,66,梶原,35.7510889,139.7478397
813,62,荒川車庫前,35.7508582,139.7527811
814,61,荒川遊園地前,35.7506878,139.7579215
815,59,小台,35.7505224,139.7615855
816,58,宮ノ前,35.7500408,139.7652709
817,54,熊野前,35.7485267,139.7698487
818,53,東尾久三丁目,35.7457854,139.7736639
819,52,町屋二丁目,35.7437753,139.7767778
820,32,町屋駅前,35.7427846,139.7809419
821,47,荒川七丁目,35.7419474,139.7841433
822,46,荒川二丁目,35.7387093,139.7846616
823,42,荒川区役所前,35.7349357,139.7864979
824,41,荒川一中前,35.7336766,139.7889264
825,37,三ノ輪橋,35.7321051,139.7916155
826,37,赤土小学校前,35.7428713,139.769041
827,40,足立小台,35.7546201,139.7704015
828,42,扇大橋,35.763891,139.7708649
829,561,高野,35.7684126,139.7707005
830,71,江北,33.2193926,130.160758
831,78,西新井大師西,35.781478,139.770095
832,48,谷在家,35.788783,139.770039
833,50,舎人公園,35.7963917,139.77023
834,52,舎人,35.8056258,139.77023
835,72,見沼代親水公園,35.814558,139.770732
836,30,神泉,35.6572704,139.6936227
837,32,駒場東大前,35.6586634,139.6844907
838,33,池ノ上,35.660462,139.6730494
839,30,下北沢,35.6615848,139.6668918
840,37,新代田,35.6625779,139.66052
841,38,東松原,35.662658,139.6555128
842,27,明大前,35.6684407,139.6504908
843,36,永福町,35.676272,139.6426236
844,46,西永福,35.6786872,139.6355635
845,48,浜田山,35.681636,139.6275022
846,50,高井戸,35.683263,139.615195
847,52,富士見ヶ丘,35.6847865,139.6072018
848,42,久我山,35.688151,139.599308
849,56,三鷹台,35.692235,139.58892
850,58,井の頭公園,35.6974902,139.5827401
851,65,東府中,35.6689181,139.4950907
852,74,府中競馬正門前,35.6681728,139.4846773
853,18,初台,35.6809863,139.6861815
854,19,幡ヶ谷,35.6770576,139.6761859
855,21,笹塚,35.673654,139.667136
856,25,代田橋,35.671071,139.659387
857,30,桜上水,35.6675857,139.6319134
858,35,上北沢,35.6688641,139.6233742
859,33,八幡山,35.6698304,139.6161352
860,38,芦花公園,35.670542,139.608224
861,30,千歳烏山,35.6682326,139.6011482
862,42,仙川,35.66230360000001,139.5849083
863,33,つつじヶ丘,35.6581118,139.5753087
864,51,柴崎,35.6541654,139.5667501
865,52,国領,35.6501355,139.5583464
866,54,布田,35.64984990000001,139.5518261
867,37,調布,35.651788,139.5447823
868,59,西調布,35.6570844,139.5300797
869,60,飛田給,35.6600815,139.5235242
870,62,武蔵野台,35.6641996,139.5110719
871,63,多磨霊園,35.6660926,139.5030064
872,560,府中,35.67243089999999,139.4801784
873,75,中河原,35.6596161,139.4578874
874,53,聖蹟桜ヶ丘,35.6508336,139.4472254
875,80,百草園,35.657372,139.431351
876,57,高幡不動,35.6621387,139.4132073
877,86,南平,35.65462,139.391944
878,88,平山城址公園,35.6473373,139.3799404
879,102,長沼,35.6428043,139.3660475
880,63,北野,35.6443991,139.3544968
881,65,京王八王子,35.6579325,139.3430318
882,64,多摩動物公園,35.6486261,139.4037523
883,81,京王多摩川,35.644376,139.536537
884,41,京王稲田堤,35.6337511,139.5312067
885,85,京王よみうりランド,35.633044,139.517761
886,87,稲城,35.6362285,139.5003665
887,48,京王永山,35.6302365,139.4482672
888,51,京王多摩センター,35.6252662,139.4244263
889,70,京王堀之内,35.62443,139.400299
890,60,南大沢,35.6141774,139.3800458
891,75,多摩境,35.601904,139.367303
892,67,京王片倉,35.6443985,139.3373021
893,212,山田,34.8044545,135.5156721
894,70,めじろ台,35.6434197,139.3077388
895,72,狭間,35.640565,139.293641
896,77,高尾山口,35.6324936,139.269922
897,43,青砥,35.7456437,139.8561328
898,41,京成立石,35.7382817,139.8486384
899,39,四ツ木,35.7318394,139.8349402
900,38,八広,35.7272484,139.8283594
901,36,京成曳舟,35.718101,139.8196323
902,45,京成高砂,35.7509628,139.8675536
903,52,柴又,35.75670780000001,139.875498
904,45,京成金町,35.7685695,139.8704944
905,35,京成上野,35.711208,139.773542
906,45,新三河島,35.7371879,139.7739183
907,48,千住大橋,35.742372,139.797261
908,46,京成関屋,35.7439417,139.8118024
909,56,堀切菖蒲園,35.747622,139.827536
910,58,お花茶屋,35.7475917,139.8401103
911,46,京成小岩,35.7420784,139.8839119
912,66,江戸川,35.7376627,139.8960845
913,67,国府台,35.7364267,139.9027779
914,69,市川真間,35.7314197,139.9115382
915,71,菅野,35.7282163,139.9195717
916,49,京成八幡,35.723822,139.928167
917,74,鬼越,35.72004039999999,139.9372273
918,75,京成中山,35.7167479,139.944867
919,54,東中山,35.71442589999999,139.9528869
920,53,京成西船,35.7115501,139.9589401
921,83,海神,35.7058516,139.9720732
922,65,京成船橋,35.7001512,139.9854356
923,92,大神宮下,35.69407,139.991392
924,61,船橋競馬場,35.6896128,139.9981661
925,65,谷津,35.68530880000001,140.0075816
926,64,京成津田沼,35.683195,140.0241953
927,68,京成大久保,35.6858988,140.0487691
928,71,実籾,35.686858,140.06824
929,73,八千代台,35.701385,140.090766
930,76,京成大和田,35.7122694,140.1086088
931,73,勝田台,35.7154771,140.1259566
932,80,志津,35.7174685,140.1450103
933,82,ユーカリが丘,35.7217699,140.1563228
934,84,京成臼井,35.7299197,140.1807494
935,90,京成佐倉,35.725188,140.22972
936,110,大佐倉,35.7301384,140.251069
937,112,京成酒々井,35.7367315,140.2700156
938,115,宗吾参道,35.7526148,140.2809955
939,98,公津の杜,35.7603501,140.2948618
940,107,京成成田,35.7767266,140.3156532
941,113,東成田,35.7700782,140.3871955
942,81,空港第２ビル,35.7731182,140.3871838
943,85,成田空港,35.7648331,140.3860192
944,34,北品川,35.622041,139.7392953
945,35,新馬場,35.616516,139.7414667
946,26,青物横丁,35.6092793,139.7429839
947,38,鮫洲,35.6050378,139.742288
948,28,立会川,35.59847,139.738938
949,44,大森海岸,35.58769960000001,139.7354656
950,31,平和島,35.5787778,139.7349051
951,51,大森町,35.5724704,139.7320923
952,52,梅屋敷,35.5668067,139.728246
953,34,京急蒲田,35.5613144,139.724151
954,55,雑色,35.5494967,139.714922
955,57,六郷土手,35.540531,139.707582
956,47,京急川崎,35.5329877,139.7008715
957,62,鶴見市場,35.517842,139.6866381
958,46,京急鶴見,35.5073064,139.6779355
959,73,花月総持寺,35.500456,139.6729925
960,74,生麦,35.4953221,139.6669431
961,49,京急新子安,35.487097,139.6554621
962,77,子安,35.4845915,139.6450063
963,41,神奈川新町,35.4808858,139.6396221
964,52,京急東神奈川,35.4772739,139.6343656
965,43,神奈川,35.4710145,139.6271196
966,42,戸部,35.4566877,139.6195624
967,89,日ノ出町,35.4455459,139.6267666
968,46,黄金町,35.43970700000001,139.62251
969,48,南太田,35.4370778,139.6141561
970,50,井土ヶ谷,35.433874,139.600512
971,59,弘明寺,35.4243856,139.5968031
972,55,上大岡,35.4091218,139.5966291
973,108,屏風浦,35.39412900000001,139.61043
974,80,杉田,35.3835612,139.615876
975,112,京急富岡,35.366688,139.629735
976,114,能見台,35.3608848,139.629443
977,63,金沢文庫,35.342926,139.6216477
978,67,金沢八景,35.3312442,139.6202471
979,70,追浜,35.315638,139.624904
980,131,京急田浦,35.300909,139.6255342
981,78,安針塚,35.2867587,139.6429974
982,79,逸見,35.2806888,139.65283
983,76,汐入,35.280282,139.662485
984,78,横須賀中央,35.278699,139.67004
985,85,県立大学,35.2702997,139.676624
986,81,堀ノ内,35.2635239,139.686708
987,147,京急大津,35.2607699,139.6962995
988,148,馬堀海岸,35.259535,139.708038
989,150,浦賀,35.251731,139.715176
990,36,糀谷,35.5547524,139.7294866
991,38,大鳥居,35.552281,139.740162
992,40,穴守稲荷,35.5504391,139.746748
993,37,天空橋,35.548032,139.754661
994,35,羽田空港第３ターミナル,35.5446472,139.7677877
995,45,羽田空港第１・第２ターミナル,35.5499709,139.786427
996,21,南新宿,35.6836894,139.6989165
997,22,参宮橋,35.6786577,139.6935182
998,24,代々木八幡,35.6695502,139.6886476
999,28,東北沢,35.6654689,139.673059
1000,31,世田谷代田,35.6582291,139.6613023
1001,33,梅ヶ丘,35.6559198,139.6535836
1002,34,豪徳寺,35.6536518,139.6474222
1003,36,経堂,35.651208,139.6368059
1004,40,千歳船橋,35.647502,139.6238843
1005,42,祖師ヶ谷大蔵,35.6433164,139.6095789
1006,37,成城学園前,35.640128,139.599087
1007,46,喜多見,35.636684,139.587422
1008,48,狛江,35.6323896,139.577638
1009,49,和泉多摩川,35.6272844,139.5737096
1010,44,向ヶ丘遊園,35.6171694,139.5645675
1011,57,生田,35.6150136,139.5422351
1012,58,読売ランド前,35.6147668,139.5279379
1013,60,百合ヶ丘,35.608963,139.515901
1014,43,新百合ヶ丘,35.60344,139.5077543
1015,67,柿生,35.5898073,139.4979307
1016,70,鶴川,35.5831257,139.4813915
1017,73,玉川学園前,35.563495,139.463408
1018,56,相模大野,35.5324566,139.4381701
1019,57,五月台,35.6001505,139.4936716
1020,59,栗平,35.6059323,139.4810111
1021,62,はるひ野,35.6188249,139.4646427
1022,50,小田急永山,35.629931,139.4480172
1023,53,小田急多摩センター,35.625066,139.4245312
1024,69,唐木田,35.616626,139.411771
1025,57,多摩センター,35.623931,139.422853
1026,61,松が谷,35.6318078,139.42213
1027,63,大塚・帝京大学,35.6368975,139.4165036
1028,65,中央大学・明星大学,35.6419553,139.4085967
1029,63,程久保,35.6552969,139.4108225
1030,59,万願寺,35.671203,139.420046
1031,56,甲州街道,35.6783134,139.4094353
1032,54,柴崎体育館,35.6897342,139.4093141
1033,50,立川南,35.69614180000001,139.4126105
1034,50,立川北,35.69950559999999,139.4124342
1035,667,高松,34.3508968,134.0467094
1036,61,立飛,35.7143864,139.4171489
1037,63,泉体育館,35.7188242,139.4195487
1038,64,砂川七番,35.723392,139.418127
1039,68,桜街道,35.738918,139.416682
1040,70,上北台,35.7459673,139.4158115
1041,339,東雲,35.6407226,139.8036715
1042,33,国際展示場,35.63451250000001,139.7916346
1043,31,東京テレポート,35.627235,139.7787204
1044,26,天王洲アイル,35.6204405,139.7508021
1045,25,品川シーサイド,35.609715,139.749688
1046,48,新柴又,35.75114689999999,139.8794192
1047,50,矢切,35.75729,139.899752
1048,52,北国分,35.762929,139.913889
1049,54,秋山,35.765484,139.93111
1050,58,松飛台,35.775317,139.957607
1051,60,大町,34.461454,132.470836
1052,62,新鎌ケ谷,35.7791005,140.0020847
1053,68,西白井,35.784402,140.031767
1054,70,白井,35.78470799999999,140.05421
1055,72,小室,35.787014,140.076013
1056,75,千葉ニュータウン中央,35.8001328,140.1162738
1057,80,印西牧の原,35.8036433,140.1669324
1058,81,印旛日本医大,35.787711,140.203364
1059,25,大井競馬場前,35.5956475,139.7469415
1060,27,流通センター,35.581445,139.74916
1061,33,昭和島,35.570682,139.7498986
1062,31,整備場,35.5551801,139.7534099
1063,38,新整備場,35.5428648,139.7872944
1064,44,羽田空港第１ターミナル,35.5491383,139.7847121
1065,45,羽田空港第２ターミナル,35.55070020000001,139.7879961
1066,19,竹芝,35.65396670000001,139.761914
1067,21,日の出,35.6491608,139.7590728
1068,23,芝浦ふ頭,35.6419362,139.7577675
1069,29,お台場海浜公園,35.6299085,139.7788077
1070,34,テレコムセンター,35.6175526,139.7794062
1071,36,青海,35.6246724,139.7811611
1072,38,東京ビッグサイト,35.630275,139.7914821
1073,40,有明,35.6345805,139.79329
1074,41,有明テニスの森,35.6400414,139.7888454
1075,28,新豊洲,35.6487318,139.7901697
1076,50,川口元郷,35.800392,139.730209
1077,53,南鳩ヶ谷,35.8162585,139.7361382
1078,55,鳩ヶ谷,35.8309104,139.7360684
1079,57,新井宿,35.842748,139.737956
1080,61,戸塚安行,35.8590492,139.7537087
1081,66,浦和美園,35.893687,139.727872
1082,43,青井,35.772368,139.8203769
1083,45,六町,35.7848987,139.8216325
1084,49,八潮,35.8078355,139.8448262
1085,53,三郷中央,35.824115,139.878056
1086,62,流山セントラルパーク,35.8544168,139.9152127
1087,55,流山おおたかの森,35.8719046,139.9252409
1088,63,柏の葉キャンパス,35.893248,139.952603
1089,70,柏たなか,35.910947,139.957486
1090,62,守谷,35.9506698,139.9922675
1091,73,みらい平,35.9945054,140.0382828
1092,77,みどりの,36.0299062,140.0561934
1093,499,万博記念公園,0.0,0.0
1094,83,研究学園,36.082114,140.08237
1095,75,つくば,36.0821307,140.1114102
1096,75,成田湯川,35.7995708,140.2911972
1097,56,恩田,35.5456004,139.4921258
1098,59,こどもの国,0.0,0.0
1099,50,国道,35.5008127,139.6756975
1100,52,鶴見小野,35.497344,139.6809751
1101,54,弁天橋,35.4959232,139.6897811
1102,56,浅野,35.4975914,139.6956404
1103,56,新芝浦,35.4918977,139.7001403
1104,57,安善,35.4998135,139.7012787
1105,58,大川,35.4955801,139.7110847
1106,59,武蔵白石,35.5018412,139.7064449
1107,70,昭和,35.5065319,139.7240616
1108,204,扇町,34.7037154,135.5108915
1109,123,谷峨,35.3655541,139.0385285
1110,114,山北,35.3609955,139.0799411
1111,110,東山北,35.3572024,139.1081397
1112,101,松田,35.346822,139.1375478
1113,116,相模金子,35.3338672,139.1504616
1114,107,上大井,35.3223391,139.1632941
1115,103,下曽我,35.3038915,139.1833416
1116,87,北茅ケ崎,35.3390845,139.4076111
1117,90,香川,35.3564832,139.399819
1118,92,寒川,35.3676414,139.3874495
1119,93,宮山,35.3822738,139.3797415
1120,90,倉見,35.39495280000001,139.3785732
1121,87,門沢橋,35.4065625,139.3801704
1122,85,社家,35.4207597,139.3774321
1123,62,厚木,35.4433795,139.3784274
1124,57,海老名,35.4525691,139.3909752
1125,85,相武台下,35.492778,139.386306
1126,89,下溝,35.5181537,139.3804993
1127,91,原当麻,35.5292125,139.3751572
1128,94,番田,35.5453633,139.362987
1129,79,上溝,35.5577463,139.3631973
1130,75,南橋本,35.5801949,139.352503
1131,46,港町,35.5349,139.712567
1132,48,鈴木町,35.5353076,139.7202714
1133,49,川崎大師,35.535681,139.7261452
1134,50,東門前,35.5367374,139.734725
1135,52,大師橋,35.5367,139.7408592
1136,53,小島新田,35.5348941,139.7475512
1137,68,六浦,35.322581,139.611259
1138,71,神武寺,35.306277,139.592879
1139,76,逗子・葉山,35.2959336,139.5811992
1140,82,新大津,35.2566243,139.689901
1141,84,北久里浜,35.249091,139.686346
1142,87,京急久里浜,35.2315701,139.7022359
1143,90,ＹＲＰ野比,35.212568,139.685264
1144,92,京急長沢,35.2055645,139.6741823
1145,94,津久井浜,35.1986888,139.6657369
1146,96,三浦海岸,35.1880928,139.6533044
1147,99,三崎口,35.178209,139.633353
1148,87,小田急相模原,35.5151912,139.4226534
1149,90,相武台前,35.4991495,139.4084055
1150,60,座間,35.480919,139.399888
1151,62,本厚木,35.4394083,139.3644221
1152,72,愛甲石田,35.417605,139.3439017
1153,75,伊勢原,35.3960371,139.3135935
1154,81,鶴巻温泉,35.3811517,139.2778559
1155,83,東海大学前,35.372872,139.270904
1156,87,秦野,35.3702076,139.2257829
1157,91,渋沢,35.3741686,139.1845616
1158,98,新松田,35.344594,139.139444
1159,100,開成,35.3263161,139.1358975
1160,87,栢山,35.310626,139.142584
1161,85,富水,35.2962144,139.1455158
1162,84,螢田,35.2850544,139.1519914
1163,81,足柄,35.2721651,139.1545376
1164,63,東林間,35.52051489999999,139.4389007
1165,67,南林間,35.4957294,139.447992
1166,69,鶴間,35.4902148,139.4508226
1167,65,大和,35.4698305,139.4614634
1168,73,桜ヶ丘,35.4505747,139.4657593
1169,75,高座渋谷,35.4321788,139.464706
1170,76,長後,35.4125215,139.4654723
1171,72,湘南台,35.3963123,139.4664926
1172,77,六会日大前,35.38350399999999,139.4708432
1173,75,善行,35.36224,139.473304
1174,73,藤沢本町,35.3479933,139.4762733
1175,71,本鵠沼,35.3307868,139.4748692
1176,73,鵠沼海岸,35.3207914,139.4710712
1177,75,片瀬江ノ島,35.3087721,139.4834867
1178,47,平沼橋,35.4595591,139.6162066
1179,49,西横浜,35.4534061,139.608495
1180,51,天王町,35.4539572,139.6028281
1181,48,星川,35.458881,139.5947656
1182,52,和田町,35.4635684,139.5868889
1183,51,上星川,35.467286,139.580429
1184,46,西谷,35.4780848,139.5656182
1185,49,鶴ケ峰,35.4749169,139.5492277
1186,52,二俣川,35.4635766,139.5323099
1187,55,希望ケ丘,35.4604235,139.5141563
1188,57,三ツ境,35.4677563,139.5027413
1189,60,瀬谷,35.47031390000001,139.4824961
1190,69,相模大塚,35.470563,139.4408415
1191,71,さがみ野,35.4715394,139.4285244
1192,73,かしわ台,35.4666958,139.4151649
1193,59,南万騎が原,35.45253599999999,139.526351
1194,61,緑園都市,35.4395193,139.5219504
1195,63,弥生台,35.4299397,139.5064623
1196,65,いずみ野,35.429455,139.494993
1197,68,いずみ中央,35.4152459,139.4872587
1198,70,ゆめが丘,35.4056754,139.4824202
1199,418,中川,35.5629773,139.5697136
1200,43,センター北,35.553138,139.578482
1201,45,センター南,35.5455828,139.5745099
1202,55,仲町台,35.5353086,139.5896081
1203,50,新羽,35.527475,139.612119
1204,59,北新横浜,35.519226,139.612813
1205,56,岸根公園,35.4965468,139.6171984
1206,54,片倉町,35.489951,139.6064261
1207,51,三ツ沢上町,35.4764874,139.6046976
1208,49,三ツ沢下町,35.4765007,139.6150268
1209,46,高島町,35.458788,139.623537
1210,52,伊勢佐木長者町,35.4411351,139.6329989
1211,53,阪東橋,35.437596,139.625177
1212,55,吉野町,35.4353957,139.6184715
1213,57,蒔田,35.429902,139.609956
1214,63,港南中央,35.4010785,139.5908585
1215,65,上永谷,35.401349,139.572766
1216,63,下永谷,35.4026259,139.5591115
1217,61,舞岡,35.4025543,139.5512281
1218,55,踊場,35.4055836,139.5187107
1219,549,中田,35.4111582,139.511299
1220,59,立場,35.4144844,139.5009935
1221,61,下飯田,35.4034517,139.4831672
1222,50,川和町,35.5284388,139.5492424
1223,47,都筑ふれあいの丘,35.5365677,139.5613048
1224,338,北山田,35.560915,139.59273
1225,38,東山田,35.554194,139.60484
1226,295,高田,0.0,0.0
1227,34,日吉本町,35.550036,139.6336133
1228,56,新高島,35.462038,139.626731
1229,41,みなとみらい,35.4573889,139.6327216
1230,43,馬車道,35.4501774,139.636271
1231,44,日本大通り,35.4468153,139.6425887
1232,46,元町・中華街,35.4427858,139.6499956
1233,74,南部市場,35.380158,139.633206
1234,76,鳥浜,35.3771188,139.641745
1235,78,並木北,35.3719099,139.6426979
1236,80,並木中央,35.3654381,139.6429557
1237,82,幸浦,35.3584023,139.6437267
1238,84,産業振興センター,35.3534409,139.6463012
1239,86,福浦,35.349633,139.6485568
1240,88,市大医学部,35.3439584,139.6501483
1241,91,八景島,35.3408344,139.6408293
1242,83,海の公園柴口,35.3421219,139.6359027
1243,81,海の公園南口,35.3372071,139.632055
1244,79,野島公園,35.3305806,139.6315414
1245,75,石上,35.3324359,139.4856054
1246,77,柳小路,35.3274127,139.4851832
1247,78,鵠沼,35.3211987,139.482552
1248,82,湘南海岸公園,35.3150889,139.4834851
1249,80,江ノ島,35.3110477,139.4873844
1250,86,腰越,35.3084036,139.4931705
1251,91,鎌倉高校前,35.3067242,139.5005569
1252,88,稲村ヶ崎,35.3043597,139.5219085
1253,85,極楽寺,35.3094825,139.5290259
1254,82,長谷,35.3113157,139.5358751
1255,65,富士見町,35.4346656,133.3365881
1256,67,湘南町屋,35.3378269,139.5226892
1257,68,湘南深沢,35.3329662,139.5189119
1258,72,西鎌倉,35.3194118,139.5043303
1259,74,片瀬山,35.3172665,139.4960982
1260,76,目白山下,35.3140164,139.4914837
1261,77,湘南江の島,35.3117812,139.4877095
1262,72,箱根板橋,35.245435,139.144811
1263,75,風祭,35.246244,139.129198
1264,79,入生田,35.240772,139.12106
1265,82,箱根湯本,35.2333827,139.1039163
1266,99,塔ノ沢,35.234438,139.093952
1267,106,大平台,35.238576,139.07412
1268,111,宮ノ下,35.241992,139.06301
1269,105,小涌谷,35.240576,139.052483
1270,131,彫刻の森,35.2464498,139.0508339
1271,133,強羅,35.250852,139.048205
1272,149,公園下,35.2499831,139.0455868
1273,151,公園上,35.2490439,139.0432218
1274,153,中強羅,35.2481307,139.0406187
1275,155,上強羅,35.2472677,139.0381236
1276,148,早雲山,35.2466626,139.0355416
1277,80,緑町,35.2596085,139.1589848
1278,82,井細田,35.268908,139.157417
1279,85,五百羅漢,35.2752879,139.1557777
1280,87,穴部,35.2800612,139.1485361
1281,89,飯田岡,35.2881331,139.139059
1282,90,相模沼田,35.292106,139.1340156
1283,92,岩原,35.2990555,139.1285551
1284,93,塚原,35.30151499999999,139.126696
1285,97,和田河原,35.315902,139.118308
1286,99,富士フイルム前,35.3176549,139.108914
1287,100,大雄山,35.3191668,139.1031454
1288,66,与野,35.8843917,139.6390764
1289,63,北浦和,35.872187,139.645713
1290,55,蕨,35.8280777,139.6903234
1291,52,西川口,35.8155374,139.7043642
1292,50,川口,35.8018754,139.7177024
1293,174,日進,35.1184274,137.0487428
1294,69,西大宮,35.9223389,139.5798987
1295,71,指扇,35.91693,139.56494
1296,76,南古谷,35.90318,139.519139
1297,97,西川越,35.9190654,139.4599213
1298,100,的場,35.917645,139.4360663
1299,106,笠幡,35.9075733,139.4064771
1300,100,武蔵高萩,35.9016761,139.3710962
1301,70,下山口,35.7793925,139.4408485
1302,108,吾野,35.908503,139.226706
1303,113,西吾野,35.9263902,139.202231
1304,118,正丸,35.9383115,139.1820895
1305,124,芦ヶ久保,35.976328,139.136002
1306,107,横瀬,35.985485,139.0978626
1307,113,西武秩父,35.990047,139.083062
1308,106,一本松,35.9404455,139.3703434
1309,110,西大家,35.9317279,139.3564296
1310,113,川角,35.9375128,139.3468546
1311,116,武州長瀬,35.9419785,139.3257651
1312,118,東毛呂,35.9468636,139.3153813
1313,120,武州唐沢,35.9521965,139.3092384
1314,100,杉戸高野台,36.051502,139.714422
1315,103,幸手,36.074555,139.714949
1316,107,南栗橋,36.1132427,139.7128528
1317,119,新古河,36.1927057,139.6869256
1318,122,柳生,36.2065938,139.6598924
1319,125,板倉東洋大前,36.2220084,139.6485594
1320,129,藤岡,36.2556157,139.6455583
