line,from,to,trans,req_min,req_min+walk
東京メトロ千代田線,西日暮里,宝町,1,30,33
東京メトロ千代田線,根津,宝町,1,50,53
東京メトロ千代田線,湯島,宝町,1,38,41
東京メトロ千代田線,新御茶ノ水,宝町,1,20,23
東京メトロ千代田線,大手町,宝町,1,7,10
東京メトロ千代田線,日比谷,宝町,1,8,11
東京メトロ千代田線,霞ケ関,宝町,1,10,13
東京メトロ千代田線,国会議事堂前,宝町,1,23,26
東京メトロ千代田線,表参道,宝町,1,22,25
東京メトロ半蔵門線,渋谷,宝町,1,25,28
東京メトロ半蔵門線,表参道,宝町,1,22,25
東京メトロ半蔵門線,青山一丁目,宝町,1,18,21
東京メトロ半蔵門線,永田町,宝町,1,21,24
東京メトロ半蔵門線,半蔵門,宝町,1,25,28
東京メトロ半蔵門線,九段下,宝町,1,12,15
東京メトロ半蔵門線,神保町,宝町,1,17,20
東京メトロ半蔵門線,大手町,宝町,1,7,10
東京メトロ半蔵門線,三越前,宝町,1,9,12
東京メトロ半蔵門線,水天宮前,宝町,0,12,15
東京メトロ半蔵門線,清澄白河,宝町,1,18,21
東京メトロ半蔵門線,錦糸町,宝町,1,18,21
東京メトロ南北線,赤羽岩淵,宝町,1,50,53
東京メトロ南北線,王子,宝町,1,37,40
東京メトロ南北線,駒込,宝町,1,32,35
東京メトロ南北線,後楽園,宝町,1,36,39
東京メトロ南北線,飯田橋,宝町,1,14,17
東京メトロ南北線,市ケ谷,宝町,1,21,24
東京メトロ南北線,四ツ谷,宝町,1,26,29
東京メトロ南北線,永田町,宝町,1,21,24
東京メトロ南北線,溜池山王,宝町,1,13,16
東京メトロ南北線,六本木一丁目,宝町,1,27,30
東京メトロ南北線,麻布十番,宝町,1,16,19
東京メトロ南北線,白金高輪,宝町,1,16,19
東京メトロ南北線,白金台,宝町,1,20,23
東京メトロ南北線,目黒,宝町,1,23,26
東京メトロ日比谷線,小伝馬町,宝町,1,7,10
東京メトロ日比谷線,北千住,宝町,1,25,28
東京メトロ日比谷線,南千住,宝町,1,21,24
東京メトロ日比谷線,三ノ輪,宝町,1,19,22
東京メトロ日比谷線,入谷,宝町,1,17,20
東京メトロ日比谷線,上野,宝町,1,14,17
東京メトロ日比谷線,仲御徒町,宝町,1,12,15
東京メトロ日比谷線,秋葉原,宝町,1,10,13
東京メトロ日比谷線,人形町,宝町,0,3,6
東京メトロ日比谷線,茅場町,宝町,1,8,11
東京メトロ日比谷線,八丁堀,宝町,1,8,11
東京メトロ日比谷線,築地,宝町,1,5,8
東京メトロ日比谷線,東銀座,宝町,0,1,4
東京メトロ日比谷線,銀座,宝町,1,6,9
東京メトロ日比谷線,日比谷,宝町,1,8,11
東京メトロ日比谷線,霞ケ関,宝町,1,10,13
東京メトロ日比谷線,虎ノ門ヒルズ,宝町,1,12,15
東京メトロ日比谷線,神谷町,宝町,1,14,17
東京メトロ日比谷線,六本木,宝町,1,17,20
東京メトロ日比谷線,広尾,宝町,1,21,24
東京メトロ日比谷線,恵比寿,宝町,1,24,27
東京メトロ日比谷線,中目黒,宝町,1,27,30
東京メトロ有楽町線,池袋,宝町,1,38,41
東京メトロ有楽町線,飯田橋,宝町,1,14,17
東京メトロ有楽町線,市ケ谷,宝町,1,21,24
東京メトロ有楽町線,麹町,宝町,1,35,38
東京メトロ有楽町線,永田町,宝町,1,21,24
東京メトロ有楽町線,桜田門,宝町,1,24,27
東京メトロ有楽町線,有楽町,宝町,1,11,14
東京メトロ有楽町線,銀座一丁目,宝町,1,13,16
東京メトロ有楽町線,新富町,宝町,1,12,15
東京メトロ有楽町線,月島,宝町,1,20,23
東京メトロ有楽町線,豊洲,宝町,1,29,32
東京メトロ東西線,西船橋,宝町,1,40,43
東京メトロ東西線,原木中山,宝町,1,39,42
東京メトロ東西線,妙典,宝町,1,35,38
東京メトロ東西線,行徳,宝町,1,33,36
東京メトロ東西線,南行徳,宝町,1,31,34
東京メトロ東西線,浦安,宝町,1,29,32
東京メトロ東西線,葛西,宝町,1,26,29
東京メトロ東西線,西葛西,宝町,1,24,27
東京メトロ東西線,南砂町,宝町,1,20,23
東京メトロ東西線,東陽町,宝町,1,17,20
東京メトロ東西線,木場,宝町,1,15,18
東京メトロ東西線,門前仲町,宝町,1,12,15
東京メトロ東西線,茅場町,宝町,1,8,11
東京メトロ東西線,大手町,宝町,1,7,10
東京メトロ東西線,竹橋,宝町,1,9,12
東京メトロ東西線,九段下,宝町,1,12,15
東京メトロ東西線,飯田橋,宝町,1,14,17
東京メトロ東西線,神楽坂,宝町,1,17,20
東京メトロ東西線,高田馬場,宝町,1,23,26
東京メトロ東西線,落合,宝町,1,26,29
東京メトロ東西線,中野,宝町,1,30,33
東京メトロ東西線,高円寺,宝町,1,35,38
東京メトロ東西線,阿佐ケ谷,宝町,1,37,40
東京メトロ東西線,荻窪,宝町,1,39,42
東京メトロ東西線,西荻窪,宝町,1,42,45
東京メトロ東西線,吉祥寺,宝町,1,44,47
東京メトロ東西線,三鷹,宝町,1,47,50
東京メトロ銀座線,浅草,宝町,0,11,14
東京メトロ銀座線,田原町,宝町,1,17,20
東京メトロ銀座線,稲荷町,宝町,1,19,22
東京メトロ銀座線,上野,宝町,1,14,17
東京メトロ銀座線,上野広小路,宝町,1,15,18
東京メトロ銀座線,末広町,宝町,1,13,16
東京メトロ銀座線,神田,宝町,1,11,14
東京メトロ銀座線,三越前,宝町,1,9,12
東京メトロ銀座線,銀座,宝町,1,6,9
東京メトロ銀座線,新橋,宝町,0,3,6
東京メトロ銀座線,虎ノ門,宝町,1,11,14
東京メトロ銀座線,溜池山王,宝町,1,13,16
東京メトロ銀座線,赤坂見附,宝町,1,15,18
東京メトロ銀座線,青山一丁目,宝町,1,18,21
東京メトロ銀座線,外苑前,宝町,1,19,22
東京メトロ銀座線,表参道,宝町,1,22,25
東京メトロ銀座線,渋谷,宝町,1,25,28
横浜市営地下鉄グリーンライン,日吉,宝町,1,46,49
横浜市営地下鉄ブルーライン,戸塚,宝町,1,47,50
横浜市営地下鉄ブルーライン,上大岡,宝町,0,57,60
横浜市営地下鉄ブルーライン,関内,宝町,1,55,58
横浜市営地下鉄ブルーライン,桜木町,宝町,1,52,55
横浜市営地下鉄ブルーライン,高島町,宝町,1,57,60
横浜市営地下鉄ブルーライン,横浜,宝町,0,47,50
横浜市営地下鉄ブルーライン,新横浜,宝町,1,39,42
都営三田線,新高島平,宝町,1,56,59
都営三田線,高島平,宝町,1,55,58
都営三田線,西台,宝町,1,53,56
都営三田線,蓮根,宝町,1,51,54
都営三田線,志村三丁目,宝町,1,49,52
都営三田線,志村坂上,宝町,1,47,50
都営三田線,本蓮沼,宝町,1,45,48
都営三田線,板橋本町,宝町,1,43,46
都営三田線,板橋区役所前,宝町,1,41,44
都営三田線,新板橋,宝町,1,39,42
都営三田線,西巣鴨,宝町,1,37,40
都営三田線,巣鴨,宝町,1,34,37
都営三田線,千石,宝町,1,33,36
都営三田線,春日,宝町,1,28,31
都営三田線,水道橋,宝町,1,19,22
都営三田線,神保町,宝町,1,17,20
都営三田線,大手町,宝町,1,7,10
都営三田線,日比谷,宝町,1,8,11
都営三田線,内幸町,宝町,0,14,17
都営三田線,御成門,宝町,1,17,20
都営三田線,芝公園,宝町,1,15,18
都営三田線,白金高輪,宝町,1,16,19
都営三田線,白金台,宝町,1,20,23
都営三田線,目黒,宝町,1,23,26
都営大江戸線,都庁前,宝町,1,31,34
都営大江戸線,新宿西口,宝町,1,43,46
都営大江戸線,東新宿,宝町,1,41,44
都営大江戸線,若松河田,宝町,1,38,41
都営大江戸線,牛込柳町,宝町,1,37,40
都営大江戸線,牛込神楽坂,宝町,1,34,37
都営大江戸線,飯田橋,宝町,1,14,17
都営大江戸線,春日,宝町,1,28,31
都営大江戸線,本郷三丁目,宝町,1,28,31
都営大江戸線,上野御徒町,宝町,1,17,20
都営大江戸線,新御徒町,宝町,1,22,25
都営大江戸線,蔵前,宝町,0,9,12
都営大江戸線,両国,宝町,1,15,18
都営大江戸線,森下,宝町,1,16,19
都営大江戸線,清澄白河,宝町,1,18,21
都営大江戸線,門前仲町,宝町,1,12,15
都営大江戸線,月島,宝町,1,20,23
都営大江戸線,勝どき,宝町,1,18,21
都営大江戸線,築地市場,宝町,1,14,17
都営大江戸線,汐留,宝町,1,13,16
都営大江戸線,大門,宝町,0,5,8
都営大江戸線,赤羽橋,宝町,1,14,17
都営大江戸線,麻布十番,宝町,1,16,19
都営大江戸線,六本木,宝町,1,17,20
都営大江戸線,青山一丁目,宝町,1,18,21
都営大江戸線,国立競技場,宝町,1,24,27
都営大江戸線,代々木,宝町,1,26,29
都営大江戸線,新宿,宝町,1,28,31
都営大江戸線,西新宿五丁目,宝町,1,33,36
都営大江戸線,中野坂上,宝町,1,35,38
都営大江戸線,東中野,宝町,1,38,41
都営大江戸線,中井,宝町,1,40,43
都営大江戸線,落合南長崎,宝町,1,42,45
都営大江戸線,新江古田,宝町,1,45,48
都営大江戸線,練馬,宝町,1,48,51
都営大江戸線,練馬春日町,宝町,1,52,55
都営大江戸線,光が丘,宝町,1,54,57
都営新宿線,本八幡,宝町,0,43,46
都営新宿線,篠崎,宝町,1,36,39
都営新宿線,瑞江,宝町,1,34,37
都営新宿線,一之江,宝町,1,31,34
都営新宿線,船堀,宝町,1,29,32
都営新宿線,東大島,宝町,1,26,29
都営新宿線,西大島,宝町,1,22,25
都営新宿線,菊川,宝町,1,18,21
都営新宿線,森下,宝町,1,16,19
都営新宿線,浜町,宝町,1,14,17
都営新宿線,馬喰横山,宝町,0,10,13
都営新宿線,岩本町,宝町,1,13,16
都営新宿線,小川町,宝町,1,15,18
都営新宿線,神保町,宝町,1,17,20
都営新宿線,九段下,宝町,1,12,15
都営新宿線,市ヶ谷,宝町,1,21,24
都営新宿線,曙橋,宝町,1,24,27
都営新宿線,新宿三丁目,宝町,1,27,30
都営新宿線,新宿,宝町,1,28,31
都営浅草線,本所吾妻橋,宝町,0,13,16
都営浅草線,浅草,宝町,0,11,14
都営浅草線,蔵前,宝町,0,9,12
都営浅草線,浅草橋,宝町,0,7,10
都営浅草線,東日本橋,宝町,0,5,8
都営浅草線,人形町,宝町,0,3,6
都営浅草線,東銀座,宝町,0,1,4
都営浅草線,新橋,宝町,0,3,6
都営浅草線,大門,宝町,0,5,8
都営浅草線,泉岳寺,宝町,0,11,14
都営浅草線,高輪台,宝町,0,14,17
都営浅草線,五反田,宝町,0,16,19
都営浅草線,戸越,宝町,0,18,21
都営浅草線,中延,宝町,0,21,24
都営浅草線,馬込,宝町,0,22,25
都営浅草線,西馬込,宝町,0,25,28
わたらせ渓谷鐵道,中野,宝町,1,30,33
伊豆箱根鉄道大雄山線,小田原,宝町,1,53,56
江ノ電,藤沢,宝町,1,54,57
流鉄流山線,幸谷,宝町,1,54,57
箱根登山鉄道,小田原,宝町,1,53,56
JR上野東京ライン,品川,八丁堀,1,20,23
JR上野東京ライン,新橋,八丁堀,1,9,12
JR上野東京ライン,東京,八丁堀,0,2,5
JR上野東京ライン,上野,八丁堀,0,12,15
JR中央・総武線各駅停車,三鷹,八丁堀,1,46,49
JR中央・総武線各駅停車,吉祥寺,八丁堀,1,43,46
JR中央・総武線各駅停車,西荻窪,八丁堀,1,41,44
JR中央・総武線各駅停車,荻窪,八丁堀,1,38,41
JR中央・総武線各駅停車,阿佐ケ谷,八丁堀,1,36,39
JR中央・総武線各駅停車,高円寺,八丁堀,1,34,37
JR中央・総武線各駅停車,中野,八丁堀,1,31,34
JR中央・総武線各駅停車,東中野,八丁堀,1,40,43
JR中央・総武線各駅停車,大久保,八丁堀,1,37,40
JR中央・総武線各駅停車,新宿,八丁堀,1,29,32
JR中央・総武線各駅停車,代々木,八丁堀,1,32,35
JR中央・総武線各駅停車,千駄ケ谷,八丁堀,1,30,33
JR中央・総武線各駅停車,信濃町,八丁堀,1,28,31
JR中央・総武線各駅停車,四ツ谷,八丁堀,1,20,23
JR中央・総武線各駅停車,市ケ谷,八丁堀,1,23,26
JR中央・総武線各駅停車,飯田橋,八丁堀,1,15,18
JR中央・総武線各駅停車,水道橋,八丁堀,1,19,22
JR中央・総武線各駅停車,御茶ノ水,八丁堀,1,16,19
JR中央・総武線各駅停車,秋葉原,八丁堀,0,8,11
JR中央・総武線各駅停車,浅草橋,八丁堀,1,11,14
JR中央・総武線各駅停車,両国,八丁堀,1,19,22
JR中央・総武線各駅停車,錦糸町,八丁堀,0,38,41
JR中央・総武線各駅停車,亀戸,八丁堀,0,42,45
JR中央・総武線各駅停車,平井,八丁堀,1,27,30
JR中央・総武線各駅停車,新小岩,八丁堀,1,30,33
JR中央・総武線各駅停車,小岩,八丁堀,1,34,37
JR中央・総武線各駅停車,市川,八丁堀,1,37,40
JR中央・総武線各駅停車,本八幡,八丁堀,1,36,39
JR中央・総武線各駅停車,下総中山,八丁堀,1,34,37
JR中央・総武線各駅停車,西船橋,八丁堀,0,27,30
JR中央・総武線各駅停車,船橋,八丁堀,1,37,40
JR中央・総武線各駅停車,東船橋,八丁堀,1,36,39
JR中央・総武線各駅停車,津田沼,八丁堀,1,42,45
JR中央・総武線各駅停車,幕張本郷,八丁堀,1,49,52
JR中央・総武線各駅停車,幕張,八丁堀,1,52,55
JR中央・総武線各駅停車,新検見川,八丁堀,1,54,57
JR中央・総武線各駅停車,稲毛,八丁堀,1,57,60
JR中央・総武線各駅停車,千葉,八丁堀,1,57,60
JR中央本線,東京,八丁堀,0,2,5
JR中央本線,新宿,八丁堀,1,29,32
JR中央本線,三鷹,八丁堀,1,46,49
JR中央線,東京,八丁堀,0,2,5
JR中央線,神田,八丁堀,1,16,19
JR中央線,御茶ノ水,八丁堀,1,16,19
JR中央線,四ツ谷,八丁堀,1,20,23
JR中央線,新宿,八丁堀,1,29,32
JR中央線,中野,八丁堀,1,31,34
JR中央線,高円寺,八丁堀,1,34,37
JR中央線,阿佐ケ谷,八丁堀,1,36,39
JR中央線,荻窪,八丁堀,1,38,41
JR中央線,西荻窪,八丁堀,1,41,44
JR中央線,吉祥寺,八丁堀,1,43,46
JR中央線,三鷹,八丁堀,1,46,49
JR中央線,武蔵境,八丁堀,1,54,57
JR中央線,東小金井,八丁堀,1,57,60
JR京浜東北線,大宮,八丁堀,1,46,49
JR京浜東北線,さいたま新都心,八丁堀,1,47,50
JR京浜東北線,浦和,八丁堀,1,42,45
JR京浜東北線,蕨,八丁堀,1,48,51
JR京浜東北線,西川口,八丁堀,1,45,48
JR京浜東北線,川口,八丁堀,1,42,45
JR京浜東北線,赤羽,八丁堀,1,33,36
JR京浜東北線,東十条,八丁堀,1,36,39
JR京浜東北線,王子,八丁堀,1,33,36
JR京浜東北線,上中里,八丁堀,1,31,34
JR京浜東北線,田端,八丁堀,1,28,31
JR京浜東北線,西日暮里,八丁堀,1,25,28
JR京浜東北線,日暮里,八丁堀,1,24,27
JR京浜東北線,鶯谷,八丁堀,1,22,25
JR京浜東北線,上野,八丁堀,0,12,15
JR京浜東北線,御徒町,八丁堀,0,16,19
JR京浜東北線,秋葉原,八丁堀,0,8,11
JR京浜東北線,神田,八丁堀,1,16,19
JR京浜東北線,東京,八丁堀,0,2,5
JR京浜東北線,有楽町,八丁堀,0,14,17
JR京浜東北線,新橋,八丁堀,1,9,12
JR京浜東北線,浜松町,八丁堀,1,21,24
JR京浜東北線,田町,八丁堀,1,23,26
JR京浜東北線,高輪ゲートウェイ,八丁堀,1,25,28
JR京浜東北線,品川,八丁堀,1,20,23
JR京浜東北線,大井町,八丁堀,1,32,35
JR京浜東北線,大森,八丁堀,1,35,38
JR京浜東北線,蒲田,八丁堀,1,38,41
JR京浜東北線,川崎,八丁堀,1,35,38
JR京浜東北線,鶴見,八丁堀,1,47,50
JR京浜東北線,新子安,八丁堀,1,51,54
JR京浜東北線,東神奈川,八丁堀,1,54,57
JR京浜東北線,横浜,八丁堀,1,45,48
JR京葉線,東京,八丁堀,0,2,5
JR京葉線,越中島,八丁堀,0,2,5
JR京葉線,潮見,八丁堀,0,5,8
JR京葉線,新木場,八丁堀,0,7,10
JR京葉線,葛西臨海公園,八丁堀,0,11,14
JR京葉線,舞浜,八丁堀,0,14,17
JR京葉線,新浦安,八丁堀,0,18,21
JR京葉線,市川塩浜,八丁堀,0,21,24
JR京葉線,二俣新町,八丁堀,0,26,29
JR京葉線,南船橋,八丁堀,0,32,35
JR京葉線,新習志野,八丁堀,0,33,36
JR京葉線,海浜幕張,八丁堀,0,38,41
JR京葉線,検見川浜,八丁堀,0,41,44
JR京葉線,稲毛海岸,八丁堀,0,43,46
JR京葉線,千葉みなと,八丁堀,0,47,50
JR京葉線,蘇我,八丁堀,0,37,40
JR八高線,小川町,八丁堀,1,20,23
JR内房線,千葉,八丁堀,1,57,60
JR内房線,蘇我,八丁堀,0,37,40
JR内房線,浜野,八丁堀,0,43,46
JR内房線,八幡宿,八丁堀,0,46,49
JR内房線,五井,八丁堀,0,50,53
JR内房線,姉ケ崎,八丁堀,0,56,59
JR南武線,登戸,八丁堀,1,47,50
JR南武線,武蔵小杉,八丁堀,1,40,43
JR南武線,鹿島田,八丁堀,1,51,54
JR南武線,川崎,八丁堀,1,35,38
JR埼京線,大宮,八丁堀,1,46,49
JR埼京線,赤羽,八丁堀,1,33,36
JR埼京線,十条,八丁堀,1,49,52
JR埼京線,板橋,八丁堀,1,41,44
JR埼京線,池袋,八丁堀,1,30,33
JR埼京線,新宿,八丁堀,1,29,32
JR埼京線,渋谷,八丁堀,1,27,30
JR埼京線,恵比寿,八丁堀,0,24,27
JR埼京線,大崎,八丁堀,1,31,34
JR埼京線,西大井,八丁堀,1,34,37
JR埼京線,武蔵小杉,八丁堀,1,40,43
JR外房線,千葉,八丁堀,1,57,60
JR外房線,蘇我,八丁堀,0,37,40
JR外房線,鎌取,八丁堀,0,45,48
JR宇都宮線,土呂,八丁堀,1,56,59
JR宇都宮線,大宮,八丁堀,1,46,49
JR宇都宮線,さいたま新都心,八丁堀,1,47,50
JR宇都宮線,浦和,八丁堀,1,42,45
JR宇都宮線,赤羽,八丁堀,1,33,36
JR宇都宮線,尾久,八丁堀,1,27,30
JR宇都宮線,上野,八丁堀,0,12,15
JR山手線,大崎,八丁堀,1,31,34
JR山手線,五反田,八丁堀,1,22,25
JR山手線,目黒,八丁堀,1,28,31
JR山手線,恵比寿,八丁堀,0,24,27
JR山手線,渋谷,八丁堀,1,27,30
JR山手線,原宿,八丁堀,1,29,32
JR山手線,代々木,八丁堀,1,32,35
JR山手線,新宿,八丁堀,1,29,32
JR山手線,新大久保,八丁堀,1,43,46
JR山手線,高田馬場,八丁堀,1,24,27
JR山手線,目白,八丁堀,1,40,43
JR山手線,池袋,八丁堀,1,30,33
JR山手線,大塚,八丁堀,1,34,37
JR山手線,巣鴨,八丁堀,1,28,31
JR山手線,駒込,八丁堀,1,30,33
JR山手線,田端,八丁堀,1,28,31
JR山手線,西日暮里,八丁堀,1,25,28
JR山手線,日暮里,八丁堀,1,24,27
JR山手線,鶯谷,八丁堀,1,22,25
JR山手線,上野,八丁堀,0,12,15
JR山手線,御徒町,八丁堀,0,16,19
JR山手線,秋葉原,八丁堀,0,8,11
JR山手線,神田,八丁堀,1,16,19
JR山手線,東京,八丁堀,0,2,5
JR山手線,有楽町,八丁堀,0,14,17
JR山手線,新橋,八丁堀,1,9,12
JR山手線,浜松町,八丁堀,1,21,24
JR山手線,田町,八丁堀,1,23,26
JR山手線,高輪ゲートウェイ,八丁堀,1,25,28
JR山手線,品川,八丁堀,1,20,23
JR川越線,大宮,八丁堀,1,46,49
JR常磐線,天王台,八丁堀,1,56,59
JR常磐線,我孫子,八丁堀,1,52,55
JR常磐線,柏,八丁堀,1,48,51
JR常磐線,松戸,八丁堀,1,38,41
JR常磐線,北千住,八丁堀,0,23,26
JR常磐線,南千住,八丁堀,0,20,23
JR常磐線,三河島,八丁堀,1,28,31
JR常磐線,日暮里,八丁堀,1,24,27
JR常磐線,上野,八丁堀,0,12,15
JR常磐線各駅停車,綾瀬,八丁堀,1,33,36
JR常磐線各駅停車,亀有,八丁堀,1,37,40
JR常磐線各駅停車,金町,八丁堀,1,40,43
JR常磐線各駅停車,松戸,八丁堀,1,38,41
JR常磐線各駅停車,北松戸,八丁堀,1,48,51
