line,price,from,to,trans,min,train+walk_min
JR京浜東北線,5.5,北浦和,新橋,2,58,78
JR京浜東北線,5.7,浦和,新橋,2,50,70
JR京浜東北線,5.2,南浦和,新橋,2,53,73
JR京浜東北線,5.2,蕨,新橋,2,50,70
JR京浜東北線,5.3,西川口,新橋,2,47,67
JR京浜東北線,5.4,川口,新橋,2,45,65
JR京浜東北線,7.0,赤羽,新橋,1,28,48
JR京浜東北線,6.6,東十条,新橋,2,39,59
JR京浜東北線,6.7,王子,新橋,2,35,55
JR京浜東北線,6.9,上中里,新橋,2,34,54
JR京浜東北線,7.0,田端,新橋,2,31,51
JR京浜東北線,7.2,西日暮里,新橋,1,20,40
JR京浜東北線,7.7,日暮里,新橋,1,28,48
JR京浜東北線,7.7,鶯谷,新橋,1,25,45
JR京浜東北線,8.2,上野,新橋,1,22,42
JR京浜東北線,8.9,御徒町,新橋,1,25,45
JR京浜東北線,9.5,秋葉原,新橋,1,18,38
JR京浜東北線,10.1,神田,新橋,1,16,36
JR京浜東北線,9.3,東京,新橋,0,13,33
JR京浜東北線,11.8,有楽町,新橋,0,10,30
JR京浜東北線,11.4,新橋,新橋,0,14,34
JR京浜東北線,10.9,浜松町,新橋,0,9,29
JR京浜東北線,10.1,田町,新橋,0,12,32
JR京浜東北線,9.3,高輪ゲートウェイ,新橋,1,21,41
JR京浜東北線,9.1,品川,新橋,1,21,41
JR京浜東北線,7.9,大井町,新橋,1,17,37
JR京浜東北線,7.2,大森,新橋,1,24,44
JR京浜東北線,7.4,蒲田,新橋,1,28,48
JR京浜東北線,6.5,川崎,新橋,2,33,53
JR京浜東北線,5.9,鶴見,新橋,2,36,56
JR京浜東北線,5.0,新子安,新橋,2,40,60
JR京浜東北線,6.1,東神奈川,新橋,2,43,63
JR京浜東北線,6.8,横浜,新橋,2,32,52
JR京浜東北線,6.8,桜木町,新橋,2,49,69
JR京浜東北線,6.7,関内,新橋,2,51,71
JR京浜東北線,6.2,石川町,新橋,2,53,73
JR京浜東北線,5.2,山手,新橋,2,55,75
JR京浜東北線,4.0,根岸,新橋,2,58,78
JR京浜東北線,3.9,磯子,新橋,2,61,81
JR京浜東北線,4.2,新杉田,新橋,2,63,83
JR京浜東北線,3.9,洋光台,新橋,2,67,87
JR京浜東北線,4.5,港南台,新橋,2,69,89
JR京浜東北線,5.0,本郷台,新橋,2,72,92
JR京浜東北線,5.5,大船,新橋,2,49,69
JR京葉線,9.3,東京,新橋,0,13,33
JR京葉線,10.3,八丁堀,新橋,0,11,31
JR京葉線,9.0,越中島,新橋,1,22,42
JR京葉線,7.9,潮見,新橋,1,25,45
