line,price,from,to,trans,min,train+walk_min
西武秩父線,4.0,武蔵横手,国会議事堂前,2,94,104
西武秩父線,4.0,東吾野,国会議事堂前,2,98,108
西武秩父線,4.0,吾野,国会議事堂前,2,103,113
西武秩父線,4.0,西吾野,国会議事堂前,2,108,118
西武秩父線,4.0,正丸,国会議事堂前,2,113,123
西武秩父線,4.0,芦ヶ久保,国会議事堂前,2,119,129
西武秩父線,3.9,横瀬,国会議事堂前,2,102,112
西武秩父線,4.2,西武秩父,国会議事堂前,2,108,118
西武西武園線,3.6,東村山,国会議事堂前,2,57,67
西武西武園線,3.6,西武園,国会議事堂前,2,65,75
西武豊島線,6.3,練馬,国会議事堂前,1,22,32
西武豊島線,6.5,豊島園,国会議事堂前,2,30,40
都電荒川線,7.9,三ノ輪橋,国会議事堂前,2,32,42
都電荒川線,7.9,荒川一中前,国会議事堂前,2,36,46
都電荒川線,7.6,荒川区役所前,国会議事堂前,2,37,47
都電荒川線,7.4,荒川二丁目,国会議事堂前,2,41,51
都電荒川線,6.8,荒川七丁目,国会議事堂前,2,42,52
都電荒川線,7.1,町屋駅前,国会議事堂前,1,27,37
都電荒川線,6.9,町屋二丁目,国会議事堂前,2,47,57
都電荒川線,6.5,東尾久三丁目,国会議事堂前,2,48,58
都電荒川線,6.2,熊野前,国会議事堂前,2,49,59
都電荒川線,6.4,宮ノ前,国会議事堂前,2,53,63
都電荒川線,6.1,小台,国会議事堂前,2,54,64
都電荒川線,7.2,荒川遊園地前,国会議事堂前,2,56,66
都電荒川線,6.9,荒川車庫前,国会議事堂前,2,57,67
都電荒川線,6.0,梶原,国会議事堂前,2,61,71
都電荒川線,6.7,栄町,国会議事堂前,2,77,87
都電荒川線,7.0,王子駅前,国会議事堂前,2,38,48
都電荒川線,8.0,飛鳥山,国会議事堂前,2,70,80
都電荒川線,6.5,滝野川一丁目,国会議事堂前,2,71,81
都電荒川線,6.9,西ヶ原四丁目,国会議事堂前,2,72,82
都電荒川線,6.5,新庚申塚,国会議事堂前,2,37,47
都電荒川線,7.1,庚申塚,国会議事堂前,2,76,86
都電荒川線,7.6,巣鴨新田,国会議事堂前,2,77,87
都電荒川線,8.3,大塚駅前,国会議事堂前,2,30,40
都電荒川線,7.4,向原,国会議事堂前,2,909,919
都電荒川線,7.2,東池袋四丁目,国会議事堂前,2,31,41
都電荒川線,7.5,都電雑司ヶ谷,国会議事堂前,2,87,97
都電荒川線,7.0,鬼子母神前,国会議事堂前,2,31,41
都電荒川線,7.9,学習院下,国会議事堂前,2,32,42
都電荒川線,7.5,面影橋,国会議事堂前,2,92,102
金沢シーサイドライン,4.2,新杉田,国会議事堂前,2,63,73
金沢シーサイドライン,4.8,南部市場,国会議事堂前,2,69,79
金沢シーサイドライン,7.6,鳥浜,国会議事堂前,2,71,81
金沢シーサイドライン,5.3,並木北,国会議事堂前,2,73,83
金沢シーサイドライン,4.7,並木中央,国会議事堂前,2,75,85
金沢シーサイドライン,4.1,幸浦,国会議事堂前,2,77,87
金沢シーサイドライン,3.0,産業振興センター,国会議事堂前,2,79,89
金沢シーサイドライン,4.2,福浦,国会議事堂前,2,81,91
金沢シーサイドライン,5.3,市大医学部,国会議事堂前,2,83,93
金沢シーサイドライン,5.0,八景島,国会議事堂前,2,86,96
金沢シーサイドライン,5.0,海の公園柴口,国会議事堂前,2,78,88
金沢シーサイドライン,5.5,海の公園南口,国会議事堂前,2,76,86
金沢シーサイドライン,4.9,野島公園,国会議事堂前,2,74,84
金沢シーサイドライン,5.0,金沢八景,国会議事堂前,2,62,72
みなとみらい線,6.8,横浜,国会議事堂前,2,32,42
みなとみらい線,8.0,新高島,国会議事堂前,2,51,61
みなとみらい線,7.4,みなとみらい,国会議事堂前,2,36,46
みなとみらい線,7.7,馬車道,国会議事堂前,2,38,48
