line,from,to,trans,min,lat,lng,price,walk_min
JR南武線,矢向,虎ノ門,2,34,35.5389245,139.6804314,10.2,4
JR南武線,矢野口,国会議事堂前,1,46,35.6417094,139.5204551,8.3,10
西武池袋線,石神井公園,国会議事堂前,1,43,35.7436447,139.6065548,10.1,10
北総鉄道北総線,秋山,虎ノ門ヒルズ,1,54,35.765484,139.93111,6.6,4
東武伊勢崎線,竹ノ塚,虎ノ門ヒルズ,0,51,35.7943026,139.7910205,7.2,4
東京メトロ千代田線,綾瀬,虎ノ門ヒルズ,1,33,35.7770135,139.8321012,8.4,4
西武有楽町線,練馬,虎ノ門,1,38,35.737841,139.653912,11.7,4
都営大江戸線,練馬春日町,虎ノ門,1,41,35.7514626,139.6401514,11.0,4
西武池袋線,練馬高野台,溜池山王,1,47,35.7406329,139.6168772,10.5,10
日暮里・舎人ライナー,舎人,虎ノ門ヒルズ,2,47,35.8056686,139.7701293,8.3,4
日暮里・舎人ライナー,舎人公園,虎ノ門ヒルズ,2,45,35.7963955,139.7701791,8.3,4
都営新宿線,船堀,内幸町,1,31,35.6838551,139.8641384,8.9,13
京王線,芦花公園,虎ノ門,2,51,35.6706012,139.6086903,12.0,4
東武伊勢崎線,草加,国会議事堂前,1,44,35.8283858,139.8035406,7.2,10
都電荒川線,荒川七丁目,国会議事堂前,1,31,35.7418313,139.7837401,10.9,10
都電荒川線,荒川二丁目,国会議事堂前,1,32,35.7385432,139.7847008,11.7,10
都電荒川線,荒川区役所前,国会議事堂前,1,33,35.7349357,139.7864979,11.1,10
都電荒川線,荒川車庫前,溜池山王,1,34,35.7508582,139.7527811,11.2,10
都電荒川線,荒川遊園地前,溜池山王,1,40,35.7506878,139.7579215,10.9,10
都営大江戸線,落合南長崎,虎ノ門,1,31,35.7234039,139.6834785,12.0,4
東京メトロ東西線,葛西,虎ノ門,1,31,35.6635395,139.8726529,9.0,4
JR京葉線,葛西臨海公園,虎ノ門ヒルズ,1,29,35.6444342,139.8615775,8.5,4
JR京浜東北線,蒲田,虎ノ門,1,28,35.5624794,139.7160731,12.0,4
都営三田線,蓮根,虎ノ門ヒルズ,1,40,35.7841976,139.6790192,9.3,4
JR京浜東北線,蕨,虎ノ門,1,48,35.8280777,139.6903234,8.1,4
都営三田線,西台,虎ノ門ヒルズ,1,42,35.7870582,139.6727974,8.8,4
JR中央線,西国分寺,国会議事堂前,1,48,35.6998082,139.4657772,9.8,10
都営新宿線,西大島,内幸町,1,25,35.689371,139.826351,11.5,13
JR京浜東北線,西川口,虎ノ門,1,45,35.8155374,139.7043642,8.2,4
東武伊勢崎線,西新井,国会議事堂前,1,38,35.777174,139.790427,8.3,10
日暮里・舎人ライナー,西新井大師西,虎ノ門ヒルズ,2,42,35.781478,139.770095,8.0,4
JR京浜東北線,西日暮里,虎ノ門ヒルズ,1,22,35.7324125,139.7677967,12.0,4
西武新宿線,西武柳沢,虎ノ門,2,54,35.728637,139.5525518,8.7,4
JR中央・総武線各駅停車,西船橋,虎ノ門ヒルズ,1,45,35.7074443,139.9590775,9.7,4
東京メトロ東西線,西葛西,虎ノ門,1,29,35.664577,139.8592032,9.0,4
都営浅草線,西馬込,虎ノ門,1,29,35.5868252,139.7059056,12.0,4
都営三田線,西高島平,虎ノ門ヒルズ,1,48,35.7918903,139.6458828,8.9,4
日暮里・舎人ライナー,見沼代親水公園,虎ノ門ヒルズ,2,49,35.814558,139.770732,7.4,4
京王相模原線,調布,虎ノ門,2,52,35.651788,139.5447823,9.1,4
日暮里・舎人ライナー,谷在家,虎ノ門ヒルズ,2,43,35.788783,139.770039,8.0,4
東武伊勢崎線,谷塚,虎ノ門ヒルズ,0,54,35.814215,139.801345,7.1,4
西武豊島線,豊島園,虎ノ門,2,46,35.7425725,139.6489471,11.5,4
日暮里・舎人ライナー,赤土小学校前,虎ノ門ヒルズ,2,30,35.7428664,139.7690332,10.0,4
JR京浜東北線,赤羽,虎ノ門,1,30,35.7776951,139.7205691,12.0,4
埼玉高速鉄道線,赤羽岩淵,虎ノ門,1,38,35.783504,139.721821,11.9,4
日暮里・舎人ライナー,足立小台,虎ノ門ヒルズ,2,34,35.7546735,139.7703922,9.1,4
西武新宿線,都立家政,虎ノ門,2,46,35.722366,139.644539,11.5,4
西武新宿線,野方,虎ノ門,2,45,35.7196848,139.6532117,11.9,4
つくばエクスプレス,青井,国会議事堂前,1,37,35.772368,139.8203769,9.0,10
京成成田空港線,青砥,虎ノ門,1,35,35.7456437,139.8561328,8.8,4
都電荒川線,飛鳥山,溜池山王,1,37,35.7501771,139.7373504,11.1,10
流鉄流山線,馬橋,虎ノ門ヒルズ,1,49,35.81134000000001,139.917276,7.0,4
都営三田線,高島平,虎ノ門ヒルズ,1,44,35.7918903,139.6458828,8.9,4
東急大井町線,高津,虎ノ門,1,36,35.6032996,139.6172539,11.2,4
日暮里・舎人ライナー,高野,虎ノ門ヒルズ,2,38,35.7684126,139.7707005,8.9,4
埼玉高速鉄道線,鳩ヶ谷,虎ノ門,1,46,35.8309104,139.7360684,7.0,4
東急多摩川線,鵜の木,虎ノ門ヒルズ,2,35,35.5754987,139.6806138,12.0,4
JR京浜東北線,鶴見,虎ノ門,1,35,35.5080356,139.6762625,9.7,4
西武新宿線,鷺ノ宮,虎ノ門,2,41,35.7226237,139.638906,11.5,4
JR南武線,鹿島田,虎ノ門,1,35,35.5512456,139.6751584,10.0,4
