,line,price,from,to,trans,min,lat,lng
316,東京メトロ有楽町線,12.2,氷川台,渋谷,0,28,35.7495622,139.6654662
317,東京メトロ有楽町線,12.0,地下鉄赤塚,渋谷,0,33,35.769976,139.6440227
318,東京メトロ有楽町線,11.8,地下鉄成増,渋谷,0,35,35.7766972,139.6311902
319,東京メトロ有楽町線,10.9,和光市,渋谷,0,26,35.788363,139.6127811
320,東京メトロ半蔵門線,17.7,清澄白河,渋谷,0,23,35.6822525,139.7987778
321,東京メトロ半蔵門線,18.3,錦糸町,渋谷,0,28,35.6967393,139.8144835
322,東京メトロ半蔵門線,16.5,押上,渋谷,0,31,35.710332,139.8132971
323,東京メトロ南北線,19.7,本駒込,渋谷,1,27,35.7246424,139.7537444
324,東京メトロ南北線,18.0,駒込,渋谷,0,23,35.7365665,139.7470098
325,東京メトロ南北線,16.1,西ケ原,渋谷,1,29,35.7459577,139.7422689
326,東京メトロ南北線,14.5,王子,渋谷,1,31,35.7529945,139.7378714
327,東京メトロ南北線,14.8,王子神谷,渋谷,1,33,35.7654235,139.7356263
328,東京メトロ南北線,16.6,志茂,渋谷,1,35,35.778324,139.7322949
329,東京メトロ南北線,15.0,赤羽岩淵,渋谷,0,36,35.783504,139.721821
330,東京メトロ副都心線,19.6,池袋,渋谷,0,11,35.7295028,139.7109001
331,東京メトロ副都心線,17.0,要町,渋谷,0,22,35.7331846,139.6989819
332,東京メトロ副都心線,13.7,千川,渋谷,0,24,35.7382658,139.6893487
333,東京メトロ副都心線,12.5,小竹向原,渋谷,0,16,35.74334109999999,139.6795208
334,東京メトロ副都心線,12.2,氷川台,渋谷,0,28,35.7495622,139.6654662
335,東京メトロ副都心線,12.0,地下鉄赤塚,渋谷,0,33,35.769976,139.6440227
336,東京メトロ副都心線,11.8,地下鉄成増,渋谷,0,35,35.7766972,139.6311902
337,東京メトロ副都心線,10.9,和光市,渋谷,0,26,35.788363,139.6127811
338,西武有楽町線,12.5,小竹向原,渋谷,0,16,35.74334109999999,139.6795208
339,西武有楽町線,12.8,新桜台,渋谷,0,19,35.7412366,139.6688231
340,西武有楽町線,13.7,練馬,渋谷,0,21,35.737841,139.653912
341,西武新宿線,18.0,下落合,渋谷,1,21,35.71587410000001,139.6950191
342,西武新宿線,16.2,中井,渋谷,1,21,35.7150776,139.6871252
343,西武新宿線,15.2,新井薬師前,渋谷,1,28,35.71578950000001,139.6719543
344,西武新宿線,14.7,沼袋,渋谷,1,30,35.719315,139.6644193
345,西武新宿線,14.2,野方,渋谷,1,31,35.719738,139.6530016
346,西武新宿線,13.0,都立家政,渋谷,1,33,35.722366,139.644539
347,西武新宿線,13.0,鷺ノ宮,渋谷,1,26,35.7226237,139.638906
348,西武新宿線,12.5,下井草,渋谷,1,36,35.72387000000001,139.624693
349,西武新宿線,12.3,井荻,渋谷,1,38,35.724675,139.61561
350,西武新宿線,12.2,上井草,渋谷,1,41,35.725258,139.602945
351,西武新宿線,11.7,上石神井,渋谷,1,31,35.7262543,139.5921496
352,西武新宿線,11.5,武蔵関,渋谷,1,32,35.72761790000001,139.5763635
353,西武新宿線,10.8,東伏見,渋谷,1,34,35.7286904,139.5642362
354,西武新宿線,10.1,西武柳沢,渋谷,1,35,35.728637,139.5525518
355,西武新宿線,10.0,田無,渋谷,1,35,35.7273335,139.5394451
356,西武新宿線,8.9,花小金井,渋谷,1,38,35.726172,139.5132046
357,西武新宿線,8.0,小平,渋谷,1,41,35.7370711,139.4881602
358,西武新宿線,8.3,久米川,渋谷,1,42,35.7500258,139.472007
359,西武新宿線,8.4,東村山,渋谷,1,45,35.760471,139.46585
360,西武新宿線,8.2,所沢,渋谷,0,42,35.7866173,139.4732246
361,西武新宿線,8.4,航空公園,渋谷,1,51,35.798329,139.465592
362,西武新宿線,7.8,新所沢,渋谷,1,53,35.8068135,139.4560541
363,西武新宿線,6.3,入曽,渋谷,1,53,35.8324757,139.4273112
364,西武新宿線,6.2,狭山市,渋谷,1,56,35.8570712,139.4132333
365,西武池袋線,19.6,池袋,渋谷,0,11,35.7295028,139.7109001
366,西武池袋線,15.9,椎名町,渋谷,1,20,35.7264722,139.6949221
367,西武池袋線,14.7,東長崎,渋谷,1,22,35.7303273,139.6829125
368,西武池袋線,13.5,江古田,渋谷,1,23,35.737481,139.672744
369,西武池袋線,13.0,桜台,渋谷,1,25,0.0,0.0
370,西武池袋線,13.7,練馬,渋谷,0,21,35.737841,139.653912
371,西武池袋線,12.7,中村橋,渋谷,0,37,35.7367952,139.6376668
372,西武池袋線,12.6,富士見台,渋谷,0,39,35.7359327,139.6300404
373,西武池袋線,12.0,練馬高野台,渋谷,0,41,35.7406329,139.6168772
374,西武池袋線,11.9,石神井公園,渋谷,0,26,35.740211,139.606288
375,西武池袋線,10.7,大泉学園,渋谷,0,45,35.7493601,139.5865462
376,西武池袋線,10.0,保谷,渋谷,0,48,35.7483557,139.5676
377,西武池袋線,9.3,ひばりヶ丘,渋谷,0,32,35.75142,139.545782
378,西武池袋線,9.1,東久留米,渋谷,0,34,35.76034509999999,139.5339486
379,西武池袋線,8.7,清瀬,渋谷,0,37,35.772096,139.5197762
380,西武池袋線,8.3,秋津,渋谷,0,39,35.7784973,139.4964877
381,西武池袋線,8.2,所沢,渋谷,0,42,35.7866173,139.4732246
382,西武池袋線,8.0,西所沢,渋谷,0,47,35.7892995,139.4560334
383,西武池袋線,7.5,小手指,渋谷,0,49,35.8005786,139.4380557
384,西武池袋線,7.0,狭山ヶ丘,渋谷,0,52,35.8103821,139.4170127
385,西武池袋線,6.8,武蔵藤沢,渋谷,0,54,35.820853,139.412763
386,西武池袋線,6.8,稲荷山公園,渋谷,0,57,35.844683,139.399402
387,西武池袋線,6.5,入間市,渋谷,0,59,35.8420017,139.3895814
388,西武拝島線,8.0,小平,渋谷,1,41,35.7370711,139.4881602
389,西武拝島線,8.2,萩山,渋谷,1,44,35.74048550000001,139.4774398
390,西武拝島線,8.0,小川,渋谷,1,47,35.7375059,139.4635625
391,西武拝島線,7.3,東大和市,渋谷,1,50,35.732891,139.434403
392,西武拝島線,7.5,玉川上水,渋谷,1,53,35.7318915,139.4183678
393,西武拝島線,7.3,武蔵砂川,渋谷,1,56,35.7289059,139.3922923
394,西武拝島線,7.5,西武立川,渋谷,1,58,35.7262968,139.3705432
395,西武拝島線,7.2,拝島,渋谷,1,49,35.72113,139.3436514
396,西武山口線,6.9,多摩湖,渋谷,2,55,35.7661519,139.4426132
397,西武国分寺線,11.6,国分寺,渋谷,1,36,35.7002201,139.4802697
398,西武国分寺線,11.0,恋ヶ窪,渋谷,2,41,35.711339,139.463902
399,西武国分寺線,7.9,鷹の台,渋谷,2,48,35.7234,139.461022
400,西武国分寺線,8.0,小川,渋谷,1,47,35.7375059,139.4635625
401,西武国分寺線,8.4,東村山,渋谷,1,45,35.760471,139.46585
402,西武多摩川線,13.5,武蔵境,渋谷,1,32,35.7021388,139.5436578
403,西武多摩川線,12.4,新小金井,渋谷,2,42,35.695926,139.526786
404,西武多摩川線,10.1,多磨,渋谷,2,46,35.6766308,139.5170499
405,西武多摩川線,9.7,競艇場前,渋谷,2,51,35.6562249,139.4996999
406,西武多摩川線,9.2,是政,渋谷,2,53,35.6563503,139.4888503
407,西武多摩湖線,11.6,国分寺,渋谷,1,36,35.7002201,139.4802697
408,西武多摩湖線,8.8,一橋学園,渋谷,2,43,35.72206,139.480039
409,西武多摩湖線,8.2,萩山,渋谷,1,44,35.74048550000001,139.4774398
410,西武多摩湖線,8.3,八坂,渋谷,2,50,35.744863,139.467761
411,西武多摩湖線,7.2,武蔵大和,渋谷,2,53,35.756417,139.444263
412,西武多摩湖線,6.9,多摩湖,渋谷,2,55,35.7661519,139.4426132
413,西武豊島線,13.9,豊島園,渋谷,1,24,35.742056,139.64911
414,東武東上線,19.6,池袋,渋谷,0,11,35.7295028,139.7109001
415,東武東上線,18.9,北池袋,渋谷,1,17,35.7406552,139.7166436
416,東武東上線,15.5,下板橋,渋谷,1,18,35.7457094,139.7148162
417,東武東上線,14.8,大山,渋谷,1,20,35.7485637,139.7022837
418,東武東上線,13.2,中板橋,渋谷,1,22,35.75560189999999,139.6954142
419,東武東上線,11.5,上板橋,渋谷,1,26,35.7635268,139.6764216
420,東武東上線,11.0,東武練馬,渋谷,1,32,35.7686261,139.6617156
421,東武東上線,12.0,下赤塚,渋谷,0,38,35.770476,139.644884
422,東武東上線,11.5,成増,渋谷,1,27,35.7775982,139.6329467
423,東武東上線,10.9,和光市,渋谷,0,26,35.788363,139.6127811
424,東武東上線,9.4,朝霞,渋谷,0,31,35.7971136,139.6001932
425,東武東上線,9.2,朝霞台,渋谷,0,34,35.814553,139.587081
426,東武東上線,8.5,志木,渋谷,0,36,35.822163,139.575249
427,東武東上線,7.8,柳瀬川,渋谷,0,39,35.830495,139.562555
428,東武東上線,7.5,みずほ台,渋谷,0,41,35.8382458,139.5508554
429,東武東上線,8.0,鶴瀬,渋谷,0,43,35.8458048,139.5395148
430,東武東上線,8.5,ふじみ野,渋谷,0,46,35.8608216,139.5231273
431,東武東上線,8.2,上福岡,渋谷,0,52,35.8738668,139.5117306
432,東武東上線,7.1,新河岸,渋谷,0,55,35.8914814,139.4968579
433,東武東上線,8.9,川越市,渋谷,0,59,35.9141008,139.4771758
434,東武東上線,6.5,霞ヶ関,渋谷,1,13,35.6740083,139.7511011
435,東武東上線,4.1,小川町,渋谷,1,20,35.6951799,139.7668774
436,東武伊勢崎線,18.0,浅草,渋谷,0,33,35.7107924,139.7977621
437,東武伊勢崎線,17.1,とうきょうスカイツリー,渋谷,0,45,35.7095445,139.8090493
438,東武伊勢崎線,16.5,押上,渋谷,0,31,35.710332,139.8132971
439,東武伊勢崎線,15.1,曳舟,渋谷,0,35,35.7183941,139.8167618
440,東武伊勢崎線,12.8,東向島,渋谷,1,39,35.7245871,139.8192932
441,東武伊勢崎線,13.5,鐘ヶ淵,渋谷,1,41,35.7334267,139.8200022
442,東武伊勢崎線,12.7,堀切,渋谷,1,43,35.7429583,139.817731
443,東武伊勢崎線,14.3,北千住,渋谷,0,42,35.7496762,139.8053433
444,東武伊勢崎線,11.9,小菅,渋谷,1,47,35.7587165,139.8126622
445,東武伊勢崎線,10.7,五反野,渋谷,1,49,35.7660319,139.8093604
446,東武伊勢崎線,12.0,梅島,渋谷,1,51,35.7723647,139.7980149
447,東武伊勢崎線,10.9,西新井,渋谷,0,47,35.777174,139.790427
448,東武伊勢崎線,8.9,竹ノ塚,渋谷,1,50,35.7943929,139.7907537
449,東武伊勢崎線,8.5,谷塚,渋谷,1,53,35.814215,139.801345
450,東武伊勢崎線,8.0,草加,渋谷,0,53,35.8283858,139.8035406
451,東武伊勢崎線,8.0,獨協大学前,渋谷,1,59,35.8432776,139.8006731
452,東武伊勢崎線,8.4,新越谷,渋谷,0,58,35.8756114,139.789783
453,東武亀戸線,15.1,曳舟,渋谷,0,35,35.7183941,139.8167618
454,東武亀戸線,13.5,小村井,渋谷,1,41,35.7101364,139.8280191
455,東武亀戸線,13.0,東あずま,渋谷,1,42,35.7070922,139.831884
456,東武亀戸線,13.5,亀戸水神,渋谷,1,44,35.7002625,139.8336793
457,東武亀戸線,14.2,亀戸,渋谷,1,33,35.6973225,139.8265658
458,東武大師線,10.9,西新井,渋谷,0,47,35.777174,139.790427
459,東武大師線,10.7,大師前,渋谷,1,54,35.7788779,139.7816241
460,東急東横線,19.8,学芸大学,渋谷,0,7,35.6288624,139.6853301
461,東急東横線,19.5,自由が丘,渋谷,0,9,35.6072728,139.6686661
462,東急東横線,17.4,田園調布,渋谷,0,13,35.5968481,139.6673415
463,東急東横線,15.0,多摩川,渋谷,0,14,35.589497,139.6687779
464,東急東横線,14.8,新丸子,渋谷,0,23,35.5805941,139.6619306
465,東急東横線,14.0,武蔵小杉,渋谷,0,14,35.5766335,139.659466
466,東急東横線,12.4,元住吉,渋谷,0,26,35.5643213,139.6540395
467,東急東横線,12.0,日吉,渋谷,0,20,35.553449,139.6470623
468,東急東横線,12.0,綱島,渋谷,0,23,35.5367529,139.6348167
469,東急東横線,12.0,大倉山,渋谷,0,33,35.5218361,139.6298577
470,東急東横線,12.1,菊名,渋谷,0,22,35.5099195,139.6313685
471,東急東横線,11.7,妙蓮寺,渋谷,0,41,35.4984086,139.6331408
472,東急東横線,12.4,白楽,渋谷,0,43,35.4897067,139.6279197
473,東急東横線,13.2,東白楽,渋谷,0,44,35.4832623,139.6294695
474,東急東横線,14.9,反町,渋谷,0,46,35.4746702,139.6252473
475,東急東横線,15.8,横浜,渋谷,0,28,35.46598110000001,139.622062
476,東急田園都市線,19.2,駒沢大学,渋谷,0,7,35.6332937,139.6613891
477,東急田園都市線,17.9,桜新町,渋谷,0,10,35.6318735,139.6450254
478,東急田園都市線,17.2,用賀,渋谷,0,12,35.6263427,139.6338175
479,東急田園都市線,16.6,二子玉川,渋谷,0,11,35.6124172,139.6275666
480,東急田園都市線,14.0,二子新地,渋谷,0,16,35.60695750000001,139.6224949
481,東急田園都市線,11.5,溝の口,渋谷,0,15,35.5999649,139.6106234
482,東急田園都市線,11.0,梶が谷,渋谷,0,21,35.5937453,139.6056828
483,東急田園都市線,11.0,宮崎台,渋谷,0,23,35.5872174,139.5912012
484,東急田園都市線,10.7,宮前平,渋谷,0,25,35.5849594,139.5820475
485,東急田園都市線,10.8,鷺沼,渋谷,0,19,35.5797753,139.573327
486,東急田園都市線,10.5,たまプラーザ,渋谷,0,21,35.5774058,139.5585278
487,東急田園都市線,10.5,あざみ野,渋谷,0,23,35.5685796,139.5534552
488,東急田園都市線,9.9,江田,渋谷,0,36,35.5586471,139.5515112
489,東急田園都市線,9.0,市が尾,渋谷,0,38,35.5514428,139.5413635
490,東急田園都市線,9.1,藤が丘,渋谷,0,40,0.0,0.0
491,東急田園都市線,8.8,青葉台,渋谷,0,27,35.5432506,139.5172181
492,東急田園都市線,9.2,田奈,渋谷,0,44,35.535888,139.504516
493,東急田園都市線,9.0,長津田,渋谷,0,31,35.5319546,139.4943049
494,東急田園都市線,8.8,つくし野,渋谷,0,51,35.5276343,139.4851046
495,東急田園都市線,8.5,すずかけ台,渋谷,0,52,35.5169205,139.4814272
496,東急田園都市線,8.5,南町田グランベリーパーク,渋谷,0,34,35.5114471,139.4706636
497,東急田園都市線,8.9,つきみ野,渋谷,0,56,35.5103418,139.458048
498,東急田園都市線,8.9,中央林間,渋谷,0,38,35.5080279,139.4441058
499,東急池上線,19.2,戸越銀座,渋谷,1,16,35.6159746,139.7150258
500,東急池上線,17.2,荏原中延,渋谷,1,18,35.6099618,139.7119604
501,東急池上線,15.8,旗の台,渋谷,1,20,35.6048821,139.7027206
502,東急池上線,15.5,長原,渋谷,1,21,35.6022186,139.6979694
503,東急池上線,15.7,洗足池,渋谷,1,23,35.5999476,139.6914069
504,東急池上線,16.1,石川台,渋谷,1,24,35.5969326,139.6852664
505,東急池上線,16.2,雪が谷大塚,渋谷,1,26,35.5919356,139.6810018
506,東急池上線,16.0,御嶽山,渋谷,1,28,35.5852756,139.682388
507,東急池上線,15.5,久が原,渋谷,1,29,35.5798491,139.685354
508,東急池上線,14.4,千鳥町,渋谷,1,31,35.5729995,139.6914155
509,東急池上線,14.7,池上,渋谷,1,33,35.5720944,139.7029729
510,東急池上線,14.1,蓮沼,渋谷,1,34,35.5641984,139.7084797
511,東急池上線,14.7,蒲田,渋谷,1,24,35.5624794,139.7160731
512,東急目黒線,19.5,武蔵小山,渋谷,1,12,35.6205185,139.7044048
513,東急目黒線,19.2,西小山,渋谷,1,17,35.6156922,139.6988653
514,東急目黒線,18.8,洗足,渋谷,0,33,35.6104126,139.6944011
515,東急目黒線,19.0,大岡山,渋谷,1,17,35.607486,139.685643
516,東急目黒線,18.8,奥沢,渋谷,1,21,35.6039879,139.6722637
517,東急目黒線,17.4,田園調布,渋谷,0,13,35.5968481,139.6673415
518,東急目黒線,15.0,多摩川,渋谷,0,14,35.589497,139.6687779
519,東急目黒線,14.8,新丸子,渋谷,0,23,35.5805941,139.6619306
520,東急目黒線,14.0,武蔵小杉,渋谷,0,14,35.5766335,139.659466
521,東急目黒線,12.4,元住吉,渋谷,0,26,35.5643213,139.6540395
522,東急目黒線,12.0,日吉,渋谷,0,20,35.553449,139.6470623
523,東急多摩川線,15.0,多摩川,渋谷,0,14,35.589497,139.6687779
524,東急多摩川線,14.5,沼部,渋谷,1,19,35.58282630000001,139.6730957
525,東急多摩川線,14.5,鵜の木,渋谷,1,21,35.5754987,139.6806138
526,東急多摩川線,14.4,下丸子,渋谷,1,23,35.5712152,139.6858078
527,東急多摩川線,13.7,武蔵新田,渋谷,1,24,35.5679766,139.6922031
528,東急多摩川線,14.2,矢口渡,渋谷,1,26,35.5625586,139.7002623
529,東急多摩川線,14.7,蒲田,渋谷,1,24,35.5624794,139.7160731
530,東急大井町線,18.9,大井町,渋谷,0,11,35.6076153,139.7346592
531,東急大井町線,17.3,戸越公園,渋谷,1,24,35.6089128,139.718384
532,東急大井町線,18.0,中延,渋谷,1,19,35.6058183,139.7127554
533,東急大井町線,16.0,荏原町,渋谷,1,25,35.6038632,139.707503
534,東急大井町線,15.8,旗の台,渋谷,1,20,35.6048821,139.7027206
535,東急大井町線,18.5,北千束,渋谷,1,18,35.6064301,139.6929472
536,東急大井町線,19.0,大岡山,渋谷,1,17,35.607486,139.685643
537,東急大井町線,19.5,自由が丘,渋谷,0,9,35.6072728,139.6686661
538,東急大井町線,18.4,九品仏,渋谷,1,15,35.6053587,139.6614803
539,東急大井町線,17.4,尾山台,渋谷,1,16,35.6069669,139.6538896
540,東急大井町線,17.4,等々力,渋谷,0,43,35.6083487,139.648072
541,東急大井町線,18.2,上野毛,渋谷,1,17,35.6119618,139.6389246
542,東急大井町線,16.6,二子玉川,渋谷,0,11,35.6124172,139.6275666
543,東急大井町線,14.0,二子新地,渋谷,0,16,35.60695750000001,139.6224949
544,東急大井町線,11.5,溝の口,渋谷,0,15,35.5999649,139.6106234
545,東急世田谷線,19.9,松陰神社前,渋谷,0,33,35.6440032,139.655263
546,東急世田谷線,17.2,世田谷,渋谷,0,35,35.6434634,139.6507137
547,東急世田谷線,17.0,上町,渋谷,0,35,35.6433787,139.6467074
548,東急世田谷線,17.2,宮の坂,渋谷,1,27,35.6478292,139.6449316
549,東急世田谷線,16.4,下高井戸,渋谷,1,15,35.6661402,139.6414073
550,都営浅草線,15.1,西馬込,渋谷,1,23,35.5868252,139.7059056
551,都営浅草線,15.0,馬込,渋谷,1,21,35.5963863,139.7118295
552,都営浅草線,18.0,中延,渋谷,1,19,35.6058183,139.7127554
553,都営浅草線,19.3,戸越,渋谷,1,17,35.6145248,139.7163324
554,都営浅草線,19.9,蔵前,渋谷,1,32,35.703782,139.791563
555,都営浅草線,18.0,浅草,渋谷,0,33,35.7107924,139.7977621
556,都営浅草線,17.2,本所吾妻橋,渋谷,1,37,35.7085984,139.8045672
557,都営浅草線,16.5,押上,渋谷,0,31,35.710332,139.8132971
558,都営三田線,19.7,千石,渋谷,1,26,35.7278755,139.7448665
559,都営三田線,19.5,巣鴨,渋谷,0,21,35.7334192,139.7392848
560,都営三田線,19.9,西巣鴨,渋谷,1,28,35.7436944,139.7285589
561,都営三田線,17.4,新板橋,渋谷,0,25,35.7488113,139.7201652
562,都営三田線,15.2,板橋区役所前,渋谷,1,31,35.7515914,139.7097176
563,都営三田線,14.0,板橋本町,渋谷,1,33,35.7612601,139.7055333
564,都営三田線,13.6,本蓮沼,渋谷,1,35,35.7685159,139.70247
565,都営三田線,13.3,志村坂上,渋谷,1,37,35.7757692,139.6953874
566,都営三田線,12.2,志村三丁目,渋谷,1,39,35.7774805,139.6858707
567,都営三田線,12.4,蓮根,渋谷,1,41,35.7841976,139.6790192
568,都営三田線,11.0,西台,渋谷,1,43,35.7870582,139.6727974
569,都営三田線,10.2,高島平,渋谷,1,45,35.788919,139.661271
570,都営三田線,10.3,新高島平,渋谷,1,46,35.7902275,139.6542777
571,都営三田線,9.8,西高島平,渋谷,1,48,35.7918903,139.6458828
572,都営新宿線,18.4,森下,渋谷,1,27,35.6880172,139.7982074
573,都営新宿線,17.8,菊川,渋谷,1,29,34.7616646,138.0853425
574,都営新宿線,15.4,西大島,渋谷,1,32,35.689371,139.826351
575,都営新宿線,12.8,東大島,渋谷,1,36,35.689932,139.8475291
576,都営新宿線,11.7,船堀,渋谷,1,39,35.6838551,139.8641384
577,都営新宿線,11.3,一之江,渋谷,1,41,35.685936,139.882978
578,都営新宿線,11.3,瑞江,渋谷,1,44,35.69332,139.8977053
579,都営新宿線,11.1,篠崎,渋谷,1,46,35.7059504,139.9039271
580,都営新宿線,10.7,本八幡,渋谷,1,47,35.7210914,139.9272341
581,都営大江戸線,19.8,新御徒町,渋谷,1,34,35.7069936,139.7819408
582,都営大江戸線,19.9,蔵前,渋谷,1,32,35.703782,139.791563
583,都営大江戸線,18.7,両国,渋谷,1,29,35.6961328,139.7927196
584,都営大江戸線,18.4,森下,渋谷,1,27,35.6880172,139.7982074
585,都営大江戸線,17.7,清澄白河,渋谷,0,23,35.6822525,139.7987778
586,都営大江戸線,17.2,門前仲町,渋谷,1,26,35.6720326,139.7956907
587,都営大江戸線,18.8,中野坂上,渋谷,0,40,35.6970686,139.6821613
588,都営大江戸線,17.4,東中野,渋谷,1,12,35.7062478,139.6837613
589,都営大江戸線,16.2,中井,渋谷,1,21,35.7150776,139.6871252
590,都営大江戸線,14.8,落合南長崎,渋谷,1,24,35.7234039,139.6834785
591,都営大江戸線,14.0,新江古田,渋谷,1,26,35.7325921,139.6704387
592,都営大江戸線,13.7,練馬,渋谷,0,21,35.737841,139.653912
593,都営大江戸線,13.9,豊島園,渋谷,1,24,35.742056,139.64911
594,都営大江戸線,12.8,練馬春日町,渋谷,1,33,35.7514626,139.6401514
595,都営大江戸線,12.0,光が丘,渋谷,1,35,35.7585093,139.6289329
596,都電荒川線,19.1,早稲田,渋谷,1,22,35.7058216,139.7212004
597,都電荒川線,18.3,面影橋,渋谷,1,21,35.7130162,139.7142544
598,都電荒川線,17.3,鬼子母神前,渋谷,0,21,35.7200509,139.7146731
599,都電荒川線,18.9,大塚駅前,渋谷,0,21,35.7315799,139.7293294
600,都電荒川線,18.0,庚申塚,渋谷,1,29,35.7396241,139.729754
601,都電荒川線,19.6,新庚申塚,渋谷,1,30,35.7415497,139.7306585
602,都電荒川線,17.9,西ヶ原四丁目,渋谷,1,31,35.7444259,139.732773
603,都電荒川線,14.2,滝野川一丁目,渋谷,1,33,35.7472737,139.7354215
604,都電荒川線,14.6,飛鳥山,渋谷,1,34,35.7501674,139.7373831
605,都電荒川線,15.3,王子駅前,渋谷,1,34,35.7528359,139.7381972
606,都電荒川線,14.0,梶原,渋谷,1,40,35.7510889,139.7478397
607,都電荒川線,13.8,荒川車庫前,渋谷,1,41,35.7508582,139.7527811
608,都電荒川線,15.1,荒川遊園地前,渋谷,1,47,35.7506878,139.7579215
609,都電荒川線,12.9,小台,渋谷,1,38,35.7505233,139.7615643
610,都電荒川線,15.2,宮ノ前,渋谷,1,50,35.7500408,139.7652709
611,都電荒川線,14.8,熊野前,渋谷,1,43,35.7485267,139.7698487
612,都電荒川線,13.8,東尾久三丁目,渋谷,1,54,35.7457854,139.7736639
613,都電荒川線,12.6,町屋二丁目,渋谷,1,55,35.74369799999999,139.7770331
614,都電荒川線,15.8,町屋駅前,渋谷,1,36,35.7427846,139.7809419
615,都電荒川線,16.0,三ノ輪橋,渋谷,1,45,35.7321051,139.7916155
616,日暮里・舎人ライナー,17.9,日暮里,渋谷,0,28,35.7281578,139.7706414
617,日暮里・舎人ライナー,17.2,西日暮里,渋谷,0,27,35.7324125,139.7677967
618,日暮里・舎人ライナー,14.7,赤土小学校前,渋谷,1,36,35.7428713,139.769041
619,日暮里・舎人ライナー,14.8,熊野前,渋谷,1,43,35.7485267,139.7698487
620,日暮里・舎人ライナー,13.0,足立小台,渋谷,1,39,35.7546201,139.7704015
621,日暮里・舎人ライナー,10.7,扇大橋,渋谷,1,41,35.763891,139.7708649
622,日暮里・舎人ライナー,12.2,江北,渋谷,1,44,33.2193926,130.160758
623,日暮里・舎人ライナー,10.0,西新井大師西,渋谷,1,45,35.781478,139.770095
624,日暮里・舎人ライナー,9.2,谷在家,渋谷,1,47,35.788783,139.770039
625,日暮里・舎人ライナー,8.9,舎人公園,渋谷,1,49,35.7963955,139.7701791
626,日暮里・舎人ライナー,8.9,舎人,渋谷,1,51,35.8056258,139.77023
627,日暮里・舎人ライナー,8.0,見沼代親水公園,渋谷,1,53,35.814558,139.770732
628,京王井の頭線,19.5,下北沢,渋谷,0,4,35.6615848,139.6668918
629,京王井の頭線,17.8,新代田,渋谷,0,8,35.6625779,139.66052
630,京王井の頭線,17.0,東松原,渋谷,0,9,35.662658,139.6555128
631,京王井の頭線,16.8,明大前,渋谷,0,7,35.6684407,139.6504908
632,京王井の頭線,15.6,永福町,渋谷,0,10,35.676272,139.6426236
633,京王井の頭線,16.0,西永福,渋谷,0,19,35.6786872,139.6355635
634,京王井の頭線,15.5,浜田山,渋谷,0,21,35.681636,139.6275022
635,京王井の頭線,15.5,高井戸,渋谷,0,23,35.6832249,139.6152696
636,京王井の頭線,14.9,富士見ヶ丘,渋谷,0,24,35.6847865,139.6072018
637,京王井の頭線,13.5,久我山,渋谷,0,16,35.6879961,139.5995882
638,京王井の頭線,13.5,三鷹台,渋谷,0,28,35.692235,139.58892
639,京王井の頭線,15.0,井の頭公園,渋谷,0,30,35.6974902,139.5827401
640,京王井の頭線,14.0,吉祥寺,渋谷,0,19,35.7031485,139.5798087
641,京王競馬場線,10.9,東府中,渋谷,1,55,35.6689181,139.4950907
642,京王新線,18.9,幡ヶ谷,渋谷,0,32,35.6770576,139.6761859
643,京王線,18.3,笹塚,渋谷,0,33,35.673654,139.667136
644,京王線,17.0,代田橋,渋谷,0,41,35.671071,139.659387
645,京王線,16.8,明大前,渋谷,0,7,35.6684407,139.6504908
646,京王線,16.4,下高井戸,渋谷,1,15,35.6661402,139.6414073
647,京王線,15.7,桜上水,渋谷,1,17,35.6675857,139.6319134
648,京王線,15.4,上北沢,渋谷,1,22,35.6688641,139.6233742
649,京王線,14.7,八幡山,渋谷,1,24,35.6698304,139.6161352
650,京王線,13.6,芦花公園,渋谷,1,25,35.6706012,139.6086903
651,京王線,13.1,千歳烏山,渋谷,1,16,35.6681814,139.6010149
652,京王線,12.9,仙川,渋谷,1,24,35.66230360000001,139.5849083
653,京王線,12.0,つつじヶ丘,渋谷,1,26,35.6581118,139.5753087
654,京王線,12.0,柴崎,渋谷,1,41,35.6541654,139.5667501
655,京王線,12.0,国領,渋谷,1,42,35.6501355,139.5583464
656,京王線,12.8,布田,渋谷,1,44,35.64984990000001,139.5518261
657,京王線,12.2,調布,渋谷,1,23,35.651788,139.5447823
658,京王線,11.7,西調布,渋谷,1,49,35.6570844,139.5300797
659,京王線,10.4,飛田給,渋谷,1,50,35.6600815,139.5235242
660,京王線,9.8,武蔵野台,渋谷,1,52,35.6641996,139.5110719
661,京王線,10.0,多磨霊園,渋谷,1,53,35.6660926,139.5030064
662,京王線,10.9,東府中,渋谷,1,55,35.6689181,139.4950907
663,京王線,10.6,分倍河原,渋谷,1,33,35.6685677,139.46874
664,京王線,9.0,聖蹟桜ヶ丘,渋谷,1,36,35.65079,139.446933
665,京王線,8.2,高幡不動,渋谷,1,40,35.6621387,139.4132073
666,京王線,8.2,北野,渋谷,1,45,35.6443991,139.3544968
667,京王線,8.8,京王八王子,渋谷,1,48,35.6579325,139.3430318
668,京王動物園線,6.8,多摩動物公園,渋谷,2,47,35.6486261,139.4037523
669,京王相模原線,12.2,調布,渋谷,1,23,35.651788,139.5447823
