,line,price,from,to,trans,min,lat,lng
670,京王相模原線,12.0,京王多摩川,渋谷,1,37,35.644376,139.536537
671,京王相模原線,10.0,京王稲田堤,渋谷,1,28,35.6337511,139.5312067
672,京王相模原線,9.8,京王よみうりランド,渋谷,1,44,35.633044,139.517761
673,京王相模原線,9.3,稲城,渋谷,1,46,35.6362285,139.5003665
674,京王相模原線,10.7,若葉台,渋谷,1,49,35.619238,139.472405
675,京王相模原線,8.0,京王永山,渋谷,1,33,35.6302365,139.4482672
676,京王相模原線,7.4,京王多摩センター,渋谷,1,35,35.6252662,139.4244263
677,京王相模原線,8.4,京王堀之内,渋谷,1,57,35.62443,139.400299
678,京王相模原線,8.4,南大沢,渋谷,1,39,35.6141774,139.3800458
679,京王相模原線,8.0,橋本,渋谷,1,43,35.5948639,139.3449224
680,京王高尾線,8.2,北野,渋谷,1,45,35.6443991,139.3544968
681,京王高尾線,9.4,京王片倉,渋谷,1,53,35.6443985,139.3373021
682,京王高尾線,7.0,めじろ台,渋谷,1,56,35.6434197,139.3077388
683,京王高尾線,7.5,狭間,渋谷,1,58,35.640565,139.293641
684,京成押上線,11.5,青砥,渋谷,1,43,35.7456437,139.8561328
685,京成押上線,11.3,京成立石,渋谷,1,44,35.7382817,139.8486384
686,京成押上線,10.9,四ツ木,渋谷,1,42,35.7318394,139.8349402
687,京成押上線,11.8,八広,渋谷,1,41,35.7272484,139.8283594
688,京成押上線,14.1,京成曳舟,渋谷,0,43,35.718101,139.8196323
689,京成押上線,16.5,押上,渋谷,0,31,35.710332,139.8132971
690,京成金町線,11.0,京成高砂,渋谷,1,49,35.7509628,139.8675536
691,京成金町線,10.0,柴又,渋谷,2,56,35.75670780000001,139.875498
692,京成金町線,9.6,京成金町,渋谷,1,50,35.7685695,139.8704944
693,京成本線,17.9,日暮里,渋谷,0,28,35.7281578,139.7706414
694,京成本線,16.0,新三河島,渋谷,1,38,35.7371879,139.7739183
695,京成本線,15.1,町屋,渋谷,1,36,35.7427846,139.7809419
696,京成本線,15.3,千住大橋,渋谷,1,42,35.742372,139.797261
697,京成本線,15.1,京成関屋,渋谷,1,44,35.7439417,139.8118024
698,京成本線,10.9,堀切菖蒲園,渋谷,1,46,35.7476203,139.8274499
699,京成本線,10.9,お花茶屋,渋谷,1,47,35.7475917,139.8401103
700,京成本線,11.5,青砥,渋谷,1,43,35.7456437,139.8561328
701,京成本線,11.0,京成高砂,渋谷,1,49,35.7509628,139.8675536
702,京成本線,11.0,京成小岩,渋谷,1,52,35.7420784,139.8839119
703,京成本線,11.0,京成八幡,渋谷,1,55,35.723822,139.928167
704,京成本線,10.2,京成西船,渋谷,1,54,35.7115501,139.9589401
705,京成本線,11.0,京成船橋,渋谷,1,56,35.7001512,139.9854356
706,京急本線,17.8,鮫洲,渋谷,1,26,35.6050378,139.742288
707,京急本線,16.4,立会川,渋谷,1,24,35.5985567,139.7389574
708,京急本線,15.4,大森海岸,渋谷,1,31,35.58769960000001,139.7354656
709,京急本線,14.0,平和島,渋谷,1,25,35.5787778,139.7349051
710,京急本線,13.9,大森町,渋谷,1,38,35.5724704,139.7320923
711,京急本線,13.7,梅屋敷,渋谷,1,39,35.5668067,139.728246
712,京急本線,14.6,京急蒲田,渋谷,1,28,35.5613144,139.724151
713,京急本線,14.0,雑色,渋谷,1,42,35.5494967,139.714922
714,京急本線,13.7,六郷土手,渋谷,1,44,35.540531,139.707582
715,京急本線,12.6,京急川崎,渋谷,1,32,35.5329877,139.7008715
716,京急本線,12.9,八丁畷,渋谷,1,48,35.523005,139.691445
717,京急本線,11.5,鶴見市場,渋谷,1,49,35.517842,139.6866381
718,京急本線,12.0,京急鶴見,渋谷,1,37,35.5073064,139.6779355
719,京急本線,11.8,花月総持寺,渋谷,1,58,35.500456,139.6729925
720,京急本線,10.9,生麦,渋谷,1,50,35.4953221,139.6669431
721,京急本線,13.4,京急新子安,渋谷,1,40,35.487097,139.6554621
722,京急本線,12.8,子安,渋谷,1,47,35.4845915,139.6450063
723,京急本線,13.8,神奈川新町,渋谷,1,37,35.4808858,139.6396221
724,京急本線,14.0,京急東神奈川,渋谷,1,36,35.4772739,139.6343656
725,京急本線,16.5,神奈川,渋谷,1,42,35.4710145,139.6271196
726,京急本線,15.8,横浜,渋谷,0,28,35.46598110000001,139.622062
727,京急本線,13.4,戸部,渋谷,1,42,35.4566877,139.6195624
728,京急本線,14.0,日ノ出町,渋谷,1,44,35.4455459,139.6267666
729,京急本線,12.8,黄金町,渋谷,1,45,35.43970700000001,139.62251
730,京急本線,11.7,南太田,渋谷,1,47,35.4370778,139.6141561
731,京急本線,10.8,井土ヶ谷,渋谷,1,49,35.433874,139.600512
732,京急本線,9.9,弘明寺,渋谷,1,56,35.4243856,139.5968031
733,京急本線,9.8,上大岡,渋谷,1,47,35.4091218,139.5966291
734,京急本線,10.1,屏風浦,渋谷,1,57,35.39412900000001,139.61043
735,京急本線,9.5,杉田,渋谷,1,57,35.3835612,139.615876
736,京急本線,9.8,金沢文庫,渋谷,1,55,35.342926,139.6216477
737,京急本線,9.5,金沢八景,渋谷,1,57,35.3314185,139.6202096
738,京急本線,8.5,追浜,渋谷,1,58,35.315638,139.624904
739,京急空港線,14.6,京急蒲田,渋谷,1,28,35.5613144,139.724151
740,京急空港線,13.5,糀谷,渋谷,1,32,35.5547524,139.7294866
741,京急空港線,13.0,大鳥居,渋谷,1,34,35.552281,139.740162
742,京急空港線,13.0,穴守稲荷,渋谷,1,36,35.5504391,139.746748
743,京急空港線,12.0,天空橋,渋谷,1,37,35.548032,139.754661
744,京急空港線,5.4,羽田空港第１・第２ターミナル,渋谷,0,59,35.5499709,139.786427
745,小田急線,19.5,下北沢,渋谷,0,4,35.6615848,139.6668918
746,小田急線,17.1,世田谷代田,渋谷,1,11,35.6582291,139.6613023
747,小田急線,16.9,梅ヶ丘,渋谷,0,31,35.6559198,139.6535836
748,小田急線,16.5,豪徳寺,渋谷,0,43,35.6536518,139.6474222
749,小田急線,16.8,経堂,渋谷,0,40,35.651208,139.6368059
750,小田急線,16.7,千歳船橋,渋谷,0,44,35.647502,139.6238843
751,小田急線,16.9,祖師ヶ谷大蔵,渋谷,0,47,35.6433164,139.6095789
752,小田急線,15.4,成城学園前,渋谷,0,52,35.640128,139.599087
753,小田急線,13.9,喜多見,渋谷,1,26,35.6365467,139.5872448
754,小田急線,11.2,狛江,渋谷,1,28,35.6323896,139.577638
755,小田急線,12.0,和泉多摩川,渋谷,1,29,35.6272844,139.5737096
756,小田急線,11.1,登戸,渋谷,1,23,35.6207662,139.5700976
757,小田急線,10.5,向ヶ丘遊園,渋谷,1,28,35.6171694,139.5645675
758,小田急線,9.1,生田,渋谷,1,39,35.6150136,139.5422351
759,小田急線,9.5,読売ランド前,渋谷,1,41,35.6147668,139.5279379
760,小田急線,10.4,百合ヶ丘,渋谷,1,43,35.609033,139.5161625
761,小田急線,9.5,新百合ヶ丘,渋谷,1,34,35.60344,139.5077543
762,小田急線,9.3,柿生,渋谷,1,50,35.5898073,139.4979307
763,小田急線,7.0,鶴川,渋谷,1,52,35.5831257,139.4813915
764,小田急線,8.1,玉川学園前,渋谷,1,56,35.563495,139.463408
765,小田急線,9.0,町田,渋谷,1,37,0.0,0.0
766,小田急線,9.5,相模大野,渋谷,1,40,35.5324566,139.4381701
767,小田急多摩線,9.5,新百合ヶ丘,渋谷,1,34,35.60344,139.5077543
768,小田急多摩線,9.8,五月台,渋谷,1,38,35.6001505,139.4936716
769,小田急多摩線,8.9,栗平,渋谷,1,40,35.6059323,139.4810111
770,小田急多摩線,9.5,はるひ野,渋谷,1,43,35.6188249,139.4646427
771,小田急多摩線,7.8,小田急永山,渋谷,1,35,35.629931,139.4480172
772,小田急多摩線,7.6,小田急多摩センター,渋谷,1,37,35.625066,139.4245312
773,小田急多摩線,9.0,唐木田,渋谷,1,50,35.616626,139.411771
774,多摩都市モノレール,7.7,多摩センター,渋谷,1,41,35.623931,139.422853
775,多摩都市モノレール,7.3,松が谷,渋谷,2,47,35.6318078,139.42213
776,多摩都市モノレール,8.6,大塚・帝京大学,渋谷,2,49,35.6368975,139.4165036
777,多摩都市モノレール,8.4,中央大学・明星大学,渋谷,2,51,35.6419553,139.4085967
778,多摩都市モノレール,6.8,多摩動物公園,渋谷,2,47,35.6486261,139.4037523
779,多摩都市モノレール,7.2,程久保,渋谷,2,54,35.6552969,139.4108225
780,多摩都市モノレール,8.2,高幡不動,渋谷,1,40,35.6621387,139.4132073
781,多摩都市モノレール,8.9,万願寺,渋谷,2,48,35.671203,139.420046
782,多摩都市モノレール,9.1,甲州街道,渋谷,2,45,35.6783134,139.4094353
783,多摩都市モノレール,10.6,柴崎体育館,渋谷,2,45,35.6897342,139.4093141
784,多摩都市モノレール,11.8,立川南,渋谷,1,40,35.69614180000001,139.4126105
785,多摩都市モノレール,12.5,立川北,渋谷,1,40,35.69950559999999,139.4124342
786,多摩都市モノレール,9.6,立飛,渋谷,2,50,35.7143864,139.4171489
787,多摩都市モノレール,9.1,泉体育館,渋谷,2,54,35.7188242,139.4195487
788,多摩都市モノレール,8.2,砂川七番,渋谷,2,53,35.723392,139.418127
789,多摩都市モノレール,7.5,玉川上水,渋谷,1,53,35.7318915,139.4183678
790,多摩都市モノレール,7.1,桜街道,渋谷,2,57,35.738918,139.416682
791,多摩都市モノレール,6.9,上北台,渋谷,2,59,35.7459673,139.4158115
792,りんかい線,19.8,新木場,渋谷,0,27,35.6459065,139.8267917
793,りんかい線,19.4,品川シーサイド,渋谷,0,14,35.609715,139.749688
794,りんかい線,18.9,大井町,渋谷,0,11,35.6076153,139.7346592
795,北総線,11.0,京成高砂,渋谷,1,49,35.7509628,139.8675536
796,北総線,10.9,新柴又,渋谷,1,53,35.75114689999999,139.8794192
797,北総線,7.4,矢切,渋谷,1,55,35.75729,139.899752
798,北総線,7.9,北国分,渋谷,1,57,35.762929,139.913889
799,北総線,8.0,秋山,渋谷,1,59,35.765484,139.93111
800,東京モノレール,12.8,大井競馬場前,渋谷,1,31,35.5956475,139.7469415
801,東京モノレール,12.8,流通センター,渋谷,1,33,35.582037,139.7487512
802,東京モノレール,12.5,昭和島,渋谷,1,35,35.570682,139.7498986
803,東京モノレール,12.0,整備場,渋谷,1,37,35.5551801,139.7534099
804,東京モノレール,12.0,天空橋,渋谷,1,37,35.548032,139.754661
805,東京モノレール,5.4,新整備場,渋谷,1,44,35.5428648,139.7872944
806,東京モノレール,5.4,羽田空港第１ターミナル,渋谷,1,45,35.5491383,139.7847121
807,新交通ゆりかもめ,5.4,テレコムセンター,渋谷,1,32,35.6175526,139.7794062
808,埼玉高速鉄道,15.0,赤羽岩淵,渋谷,0,36,35.783504,139.721821
809,埼玉高速鉄道,10.0,川口元郷,渋谷,1,41,35.800392,139.730209
810,埼玉高速鉄道,9.0,南鳩ヶ谷,渋谷,1,44,35.8162585,139.7361382
811,埼玉高速鉄道,8.3,鳩ヶ谷,渋谷,1,46,35.8309205,139.7360906
812,埼玉高速鉄道,8.3,新井宿,渋谷,1,48,35.842748,139.737956
813,埼玉高速鉄道,8.5,戸塚安行,渋谷,1,52,35.8586842,139.7536976
814,埼玉高速鉄道,9.0,東川口,渋谷,1,50,35.8752776,139.7443175
815,埼玉高速鉄道,9.9,浦和美園,渋谷,1,57,35.893687,139.727872
816,つくばエクスプレス,19.8,新御徒町,渋谷,1,34,35.7069936,139.7819408
817,つくばエクスプレス,18.1,浅草,渋谷,0,33,35.7107924,139.7977621
818,つくばエクスプレス,16.7,南千住,渋谷,1,38,35.7331617,139.7989223
819,つくばエクスプレス,14.3,北千住,渋谷,0,42,35.7496762,139.8053433
820,つくばエクスプレス,10.6,青井,渋谷,1,51,35.772368,139.8203769
821,つくばエクスプレス,9.5,六町,渋谷,1,54,35.7848987,139.8216325
822,つくばエクスプレス,7.9,八潮,渋谷,1,57,35.8078355,139.8448262
823,成田スカイアクセス,17.9,日暮里,渋谷,0,28,35.7281578,139.7706414
824,成田スカイアクセス,11.5,青砥,渋谷,1,43,35.7456437,139.8561328
825,成田スカイアクセス,11.0,京成高砂,渋谷,1,49,35.7509628,139.8675536
826,東急こどもの国線,9.0,長津田,渋谷,0,31,35.5319546,139.4943049
827,東急こどもの国線,8.0,恩田,渋谷,1,42,35.5456004,139.4921258
828,東急こどもの国線,7.9,こどもの国,渋谷,1,52,0.0,0.0
829,東急新横浜線,12.3,新横浜,渋谷,0,27,35.5076585,139.6175553
830,東急新横浜線,13.5,新綱島,渋谷,0,23,35.5359744,139.6359773
831,東急新横浜線,12.0,日吉,渋谷,0,20,35.553449,139.6470623
832,ＪＲ根岸線,15.8,横浜,渋谷,0,28,35.46598110000001,139.622062
833,ＪＲ根岸線,18.7,桜木町,渋谷,1,40,35.4509136,139.6310595
834,ＪＲ根岸線,17.4,関内,渋谷,1,42,35.4439663,139.6354978
835,ＪＲ根岸線,15.6,石川町,渋谷,1,44,35.4387746,139.6430494
836,ＪＲ根岸線,12.0,山手,渋谷,1,46,35.42686,139.6463741
837,ＪＲ根岸線,11.7,根岸,渋谷,1,49,35.415819,139.6350457
838,ＪＲ根岸線,11.3,磯子,渋谷,1,52,35.3998639,139.6179011
839,ＪＲ根岸線,9.8,新杉田,渋谷,1,54,35.3867269,139.619549
840,ＪＲ根岸線,8.5,洋光台,渋谷,1,58,35.378769,139.597042
841,ＪＲ根岸線,9.2,大船,渋谷,0,46,35.3540475,139.5312989
842,ＪＲ鶴見線,11.4,鶴見,渋谷,1,32,35.5080356,139.6762625
843,ＪＲ鶴見線,13.0,国道,渋谷,2,38,35.5008127,139.6756975
844,ＪＲ鶴見線,11.8,鶴見小野,渋谷,2,40,35.497344,139.6809751
845,ＪＲ鶴見線,10.4,弁天橋,渋谷,2,42,35.4959232,139.6897811
846,ＪＲ鶴見線,10.5,浅野,渋谷,2,44,35.4974723,139.6960747
847,ＪＲ鶴見線,5.4,新芝浦,渋谷,2,49,35.4918977,139.7001403
848,ＪＲ鶴見線,10.5,安善,渋谷,2,45,35.4998135,139.7012787
849,ＪＲ鶴見線,5.4,大川,渋谷,2,50,35.4955801,139.7110847
850,ＪＲ鶴見線,10.2,武蔵白石,渋谷,2,47,35.5018412,139.7064449
851,ＪＲ鶴見線,10.5,浜川崎,渋谷,2,44,35.5102284,139.7138465
852,ＪＲ鶴見線,13.4,昭和,渋谷,2,52,35.5065319,139.7240616
853,ＪＲ相模線,7.1,入谷,渋谷,1,37,35.7208778,139.7846947
854,ＪＲ相模線,8.0,橋本,渋谷,1,43,35.5948639,139.3449224
855,京急大師線,12.6,京急川崎,渋谷,1,32,35.5329877,139.7008715
856,京急大師線,12.0,港町,渋谷,2,38,35.5349,139.712567
857,京急大師線,11.5,鈴木町,渋谷,2,40,35.5353076,139.7202714
858,京急大師線,11.5,川崎大師,渋谷,2,41,35.535681,139.7261452
859,京急大師線,11.4,東門前,渋谷,2,42,35.5367374,139.734725
860,京急大師線,11.4,大師橋,渋谷,2,44,35.5367,139.7408592
861,京急大師線,11.4,小島新田,渋谷,2,45,35.5348941,139.7475512
862,京急逗子線,9.5,金沢八景,渋谷,1,57,35.3314185,139.6202096
863,小田急小田原線,9.5,相模大野,渋谷,1,40,35.5324566,139.4381701
864,小田急小田原線,7.5,本厚木,渋谷,1,52,35.4394083,139.3644221
865,小田急小田原線,7.1,愛甲石田,渋谷,1,55,35.417605,139.3439017
866,小田急小田原線,7.0,伊勢原,渋谷,1,59,35.3960371,139.3135935
867,小田急江ノ島線,9.5,相模大野,渋谷,1,40,35.5324566,139.4381701
868,小田急江ノ島線,9.5,東林間,渋谷,1,49,35.52051489999999,139.4389007
869,小田急江ノ島線,8.9,中央林間,渋谷,0,38,35.5080279,139.4441058
870,小田急江ノ島線,8.2,南林間,渋谷,1,47,35.4957294,139.447992
871,小田急江ノ島線,8.1,鶴間,渋谷,1,49,35.4902148,139.4508226
872,小田急江ノ島線,8.0,大和,渋谷,0,54,35.4698305,139.4614634
873,小田急江ノ島線,7.4,桜ヶ丘,渋谷,1,54,35.4505747,139.4657593
874,小田急江ノ島線,7.0,高座渋谷,渋谷,1,57,35.4321788,139.464706
875,小田急江ノ島線,8.3,長後,渋谷,1,59,35.4125215,139.4654723
876,小田急江ノ島線,9.9,藤沢,渋谷,0,52,35.3388984,139.4874695
877,相鉄本線,15.8,横浜,渋谷,0,28,35.46598110000001,139.622062
878,相鉄本線,13.1,平沼橋,渋谷,1,39,35.4595591,139.6162066
879,相鉄本線,12.1,西横浜,渋谷,1,43,35.4534061,139.608495
880,相鉄本線,11.5,天王町,渋谷,1,45,35.4539501,139.6028158
881,相鉄本線,10.5,星川,渋谷,1,42,35.458881,139.5947656
882,相鉄本線,9.5,和田町,渋谷,1,48,35.4635684,139.5868889
883,相鉄本線,9.2,上星川,渋谷,1,47,35.467669,139.580075
884,相鉄本線,9.2,西谷,渋谷,0,36,35.4780848,139.5656182
885,相鉄本線,7.5,鶴ケ峰,渋谷,0,42,35.4749324,139.5492929
886,相鉄本線,8.3,二俣川,渋谷,0,44,35.4635766,139.5323099
887,相鉄本線,8.0,希望ケ丘,渋谷,0,49,35.4604235,139.5141563
888,相鉄本線,7.7,三ツ境,渋谷,0,52,35.4677563,139.5027413
889,相鉄本線,8.4,瀬谷,渋谷,0,54,35.47031390000001,139.4824961
890,相鉄本線,8.0,大和,渋谷,0,54,35.4698305,139.4614634
891,相鉄いずみ野線,8.3,二俣川,渋谷,0,44,35.4635766,139.5323099
892,相鉄いずみ野線,8.5,南万騎が原,渋谷,0,53,35.45253599999999,139.526351
893,相鉄いずみ野線,8.2,緑園都市,渋谷,0,55,35.4395193,139.5219504
894,相鉄いずみ野線,8.3,弥生台,渋谷,0,57,35.4299397,139.5064623
895,相鉄いずみ野線,7.0,いずみ野,渋谷,0,59,35.429455,139.494993
896,相鉄新横浜線,12.3,新横浜,渋谷,0,27,35.5076585,139.6175553
897,相鉄新横浜線,9.0,羽沢横浜国大,渋谷,0,33,35.48117,139.5860839
898,相鉄新横浜線,9.2,西谷,渋谷,0,36,35.4780848,139.5656182
899,ブルーライン,10.5,あざみ野,渋谷,0,23,35.5685796,139.5534552
900,ブルーライン,11.3,センター北,渋谷,1,35,35.553138,139.578482
901,ブルーライン,11.1,センター南,渋谷,1,36,35.5455828,139.5745099
902,ブルーライン,11.0,仲町台,渋谷,1,39,35.5353086,139.5896081
903,ブルーライン,11.8,新羽,渋谷,1,38,35.527475,139.612119
904,ブルーライン,11.8,北新横浜,渋谷,1,36,35.519226,139.612813
905,ブルーライン,12.3,新横浜,渋谷,0,27,35.5076585,139.6175553
906,ブルーライン,12.0,岸根公園,渋谷,1,38,35.4965468,139.6171984
907,ブルーライン,8.5,片倉町,渋谷,1,40,35.489951,139.6064261
908,ブルーライン,10.5,三ツ沢上町,渋谷,1,42,35.4764874,139.6046976
909,ブルーライン,13.0,三ツ沢下町,渋谷,1,40,35.4765007,139.6150268
910,ブルーライン,15.8,横浜,渋谷,0,28,35.46598110000001,139.622062
911,ブルーライン,16.8,高島町,渋谷,1,43,35.458788,139.623537
912,ブルーライン,18.7,桜木町,渋谷,1,40,35.4509136,139.6310595
913,ブルーライン,17.4,関内,渋谷,1,42,35.4439663,139.6354978
914,ブルーライン,14.4,伊勢佐木長者町,渋谷,1,49,35.4411351,139.6329989
915,ブルーライン,13.0,阪東橋,渋谷,1,51,35.437596,139.625177
916,ブルーライン,12.2,吉野町,渋谷,1,52,35.4353957,139.6184715
917,ブルーライン,11.0,蒔田,渋谷,1,54,35.429902,139.609956
918,ブルーライン,10.3,弘明寺,渋谷,1,56,35.4243856,139.5968031
919,ブルーライン,9.8,上大岡,渋谷,1,47,35.4091218,139.5966291
920,ブルーライン,10.2,舞岡,渋谷,1,53,35.4025543,139.5512281
921,ブルーライン,9.0,戸塚,渋谷,0,41,35.4006131,139.5342406
922,ブルーライン,8.9,踊場,渋谷,1,47,35.4055836,139.5187107
923,ブルーライン,8.9,立場,渋谷,1,51,35.4144844,139.5009935
924,ブルーライン,9.4,下飯田,渋谷,1,53,35.4034517,139.4831672
925,グリーンライン,9.2,中山,渋谷,1,38,35.5148115,139.53935
926,グリーンライン,9.2,川和町,渋谷,1,47,35.5284388,139.5492424
927,グリーンライン,10.2,都筑ふれあいの丘,渋谷,1,45,35.5365677,139.5613048
928,グリーンライン,11.1,センター南,渋谷,1,36,35.5455828,139.5745099
929,グリーンライン,11.3,センター北,渋谷,1,35,35.553138,139.578482
930,グリーンライン,10.4,東山田,渋谷,1,36,35.554194,139.60484
931,グリーンライン,12.0,日吉本町,渋谷,1,29,35.550036,139.6336133
932,グリーンライン,12.0,日吉,渋谷,0,20,35.553449,139.6470623
933,みなとみらい線,15.8,横浜,渋谷,0,28,35.46598110000001,139.622062
934,みなとみらい線,19.0,日本大通り,渋谷,0,39,35.4468153,139.6425887
935,みなとみらい線,15.1,元町・中華街,渋谷,0,37,35.4427858,139.6499956
936,シーサイドライン,9.8,新杉田,渋谷,1,54,35.3867269,139.619549
937,シーサイドライン,9.5,金沢八景,渋谷,1,57,35.3314185,139.6202096
938,江ノ島電鉄線,9.9,藤沢,渋谷,0,52,35.3388984,139.4874695
939,江ノ島電鉄線,15.8,鎌倉,渋谷,0,55,35.3190156,139.5504157
940,湘南モノレール,9.2,大船,渋谷,0,46,35.3540475,139.5312989
941,湘南モノレール,11.2,富士見町,渋谷,1,57,35.4346656,133.3365881
942,湘南モノレール,11.6,湘南町屋,渋谷,1,59,35.3378269,139.5226892
943,ＪＲ京浜東北線,9.0,大宮,渋谷,0,37,35.9064485,139.6238548
944,ＪＲ京浜東北線,10.9,さいたま新都心,渋谷,1,39,35.893795,139.633741
945,ＪＲ京浜東北線,9.5,与野,渋谷,1,39,35.8843917,139.6390764
946,ＪＲ京浜東北線,9.6,北浦和,渋谷,1,36,35.872187,139.645713
947,ＪＲ京浜東北線,9.9,浦和,渋谷,0,31,35.8587283,139.6573784
948,ＪＲ京浜東北線,9.4,南浦和,渋谷,1,38,35.8473849,139.6695734
949,ＪＲ京浜東北線,9.1,蕨,渋谷,1,35,35.8280777,139.6903234
950,ＪＲ京浜東北線,9.7,西川口,渋谷,1,31,35.8155374,139.7043642
951,ＪＲ京浜東北線,9.8,川口,渋谷,1,30,35.8018754,139.7177024
952,ＪＲ川越線,9.0,大宮,渋谷,0,37,35.9064485,139.6238548
953,ＪＲ川越線,6.9,西大宮,渋谷,0,52,35.9223389,139.5798987
954,ＪＲ川越線,6.8,指扇,渋谷,0,55,35.91693,139.56494
955,ＪＲ川越線,7.5,南古谷,渋谷,0,59,35.90318,139.519139
956,西武狭山線,8.0,西所沢,渋谷,0,47,35.7892995,139.4560334
957,西武狭山線,6.7,下山口,渋谷,2,55,35.7793925,139.4408485
958,東武野田線,9.0,大宮,渋谷,0,37,35.9064485,139.6238548
959,東武野田線,9.2,北大宮,渋谷,1,52,35.9171964,139.6247293
960,東武野田線,9.0,大宮公園,渋谷,1,54,35.9234976,139.6321636
961,東武野田線,6.9,大和田,渋谷,1,57,35.9293778,139.6503575
962,東武野田線,6.6,七里,渋谷,1,59,35.9365546,139.6662907
963,東武野田線,8.5,柏,渋谷,1,58,35.8621498,139.9709172
964,東武野田線,11.1,新船橋,渋谷,2,59,35.711515,139.979873
965,東武野田線,9.9,船橋,渋谷,1,50,35.7017357,139.9853815
966,埼玉新都市交通伊奈線,9.0,大宮,渋谷,0,37,35.9064485,139.6238548
967,埼玉新都市交通伊奈線,8.0,鉄道博物館,渋谷,1,52,35.9204218,139.6177544
968,埼玉新都市交通伊奈線,8.0,加茂宮,渋谷,1,55,35.9357127,139.6170337
969,埼玉新都市交通伊奈線,7.8,東宮原,渋谷,1,57,35.9425794,139.6183602
970,埼玉新都市交通伊奈線,7.9,今羽,渋谷,1,58,35.9499263,139.6193842
971,新京成線,8.4,松戸,渋谷,1,49,35.7843004,139.9006607
972,新京成線,8.3,上本郷,渋谷,2,57,35.7897487,139.9163439
973,新京成線,8.0,松戸新田,渋谷,2,58,35.7906492,139.9229877
974,新京成線,7.7,みのり台,渋谷,2,59,35.7893535,139.9294876
975,流鉄流山線,7.8,馬橋,渋谷,1,56,35.81134000000001,139.917276
976,東葉高速鉄道,9.5,西船橋,渋谷,1,44,35.7074443,139.9590775
977,東葉高速鉄道,10.0,東海神,渋谷,1,57,35.7062911,139.981519
