line,price,from,to,trans,min,train+walk_min,lat,lng
東京メトロ千代田線,11.1,霞ケ関,大塚,1,31,39,35.6726028,139.7511763
東京メトロ千代田線,8.6,日比谷,大塚,0,31,39,35.6743573,139.7596196
東京メトロ千代田線,4.0,二重橋前,大塚,0,35,43,35.680665,139.7617446
東京メトロ千代田線,12.2,大手町,大塚,0,36,44,35.6853494,139.7632784
東京メトロ千代田線,9.3,新御茶ノ水,大塚,1,23,31,35.696932,139.7654321
東京メトロ千代田線,9.2,湯島,大塚,0,27,35,35.7071802,139.7699414
東京メトロ千代田線,7.2,根津,大塚,0,29,37,35.7173463,139.7657368
東京メトロ千代田線,7.0,千駄木,大塚,1,17,25,35.725483,139.7632433
東京メトロ千代田線,7.2,西日暮里,大塚,0,8,16,35.7328473,139.7676078
東京メトロ千代田線,6.8,町屋,大塚,0,38,46,35.742397,139.780335
東京メトロ千代田線,7.2,北千住,大塚,1,19,27,35.7496762,139.8053433
東京メトロ千代田線,6.0,綾瀬,大塚,1,23,31,35.762315,139.824924
東京メトロ千代田線,6.0,北綾瀬,大塚,1,30,38,35.7770135,139.8321012
東京メトロ有楽町線,9.3,新木場,大塚,1,42,50,35.6459065,139.8267917
東京メトロ有楽町線,9.3,辰巳,大塚,1,40,48,35.6457723,139.810347
東京メトロ有楽町線,9.9,豊洲,大塚,1,37,45,35.6537595,139.7954412
東京メトロ有楽町線,10.3,月島,大塚,1,35,43,35.663861,139.7840845
東京メトロ有楽町線,9.9,新富町,大塚,1,33,41,35.6705851,139.7735117
東京メトロ有楽町線,10.4,銀座一丁目,大塚,1,31,39,35.6743941,139.7669788
東京メトロ有楽町線,11.8,有楽町,大塚,0,23,31,35.6750133,139.7630204
東京メトロ有楽町線,4.0,桜田門,大塚,1,28,36,35.6773322,139.7513691
東京メトロ有楽町線,13.4,永田町,大塚,1,25,33,35.6786011,139.7402861
東京メトロ有楽町線,12.5,麹町,大塚,1,24,32,35.6847194,139.7373252
東京メトロ有楽町線,9.7,市ケ谷,大塚,1,22,30,35.6910121,139.7355674
東京メトロ有楽町線,9.6,飯田橋,大塚,1,20,28,35.7020837,139.7450232
東京メトロ有楽町線,8.0,江戸川橋,大塚,1,17,25,35.7097251,139.7329826
東京メトロ有楽町線,7.4,護国寺,大塚,1,14,22,35.7189737,139.7275081
東京メトロ有楽町線,7.3,東池袋,大塚,0,12,20,35.7260173,139.7189977
東京メトロ有楽町線,7.3,池袋,大塚,0,3,11,35.7295028,139.7109001
東京メトロ有楽町線,6.7,要町,大塚,1,13,21,35.733148,139.698492
東京メトロ有楽町線,6.4,千川,大塚,1,15,23,35.7382658,139.6893487
東京メトロ有楽町線,6.7,小竹向原,大塚,1,17,25,35.74334109999999,139.6795208
東京メトロ有楽町線,6.0,氷川台,大塚,1,22,30,35.7495622,139.6654662
東京メトロ有楽町線,6.6,平和台,大塚,2,55,63,35.7575611,139.6543279
東京メトロ有楽町線,6.8,地下鉄赤塚,大塚,1,27,35,35.769976,139.6440227
東京メトロ有楽町線,5.5,地下鉄成増,大塚,1,28,36,35.7766972,139.6311902
東京メトロ有楽町線,5.5,和光市,大塚,1,21,29,35.788363,139.6127811
東京メトロ半蔵門線,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
東京メトロ半蔵門線,11.9,表参道,大塚,1,25,33,35.6652511,139.7120921
東京メトロ半蔵門線,9.5,青山一丁目,大塚,1,24,32,35.6727759,139.7239663
東京メトロ半蔵門線,13.4,永田町,大塚,1,25,33,35.6786011,139.7402861
東京メトロ半蔵門線,11.7,半蔵門,大塚,1,37,45,35.6856667,139.7416475
東京メトロ半蔵門線,10.5,九段下,大塚,1,23,31,35.6954816,139.7511544
東京メトロ半蔵門線,9.7,神保町,大塚,1,16,24,35.6959319,139.7576272
東京メトロ半蔵門線,12.2,大手町,大塚,0,36,44,35.6853494,139.7632784
東京メトロ半蔵門線,9.6,三越前,大塚,1,27,35,35.6871555,139.7735707
東京メトロ半蔵門線,9.8,水天宮前,大塚,1,34,42,35.68299,139.785153
東京メトロ半蔵門線,8.4,清澄白河,大塚,1,35,43,35.6822525,139.7987778
東京メトロ半蔵門線,8.3,住吉,大塚,2,225,233,35.6890128,139.8158219
東京メトロ半蔵門線,8.4,錦糸町,大塚,0,50,58,35.6967393,139.8144835
東京メトロ半蔵門線,7.8,押上,大塚,1,40,48,35.710332,139.8132971
東京メトロ南北線,9.9,目黒,大塚,0,23,31,35.6340929,139.7158331
東京メトロ南北線,11.3,白金台,大塚,1,31,39,35.63793450000001,139.7261466
東京メトロ南北線,11.0,白金高輪,大塚,1,31,39,35.6430963,139.7342256
東京メトロ南北線,11.7,麻布十番,大塚,1,29,37,35.6561336,139.7368813
東京メトロ南北線,12.7,六本木一丁目,大塚,1,31,39,35.6654626,139.7389911
東京メトロ南北線,12.8,溜池山王,大塚,1,29,37,35.6721312,139.7414004
東京メトロ南北線,13.4,永田町,大塚,1,25,33,35.6786011,139.7402861
東京メトロ南北線,10.0,四ツ谷,大塚,1,20,28,35.6861525,139.7302183
東京メトロ南北線,9.7,市ケ谷,大塚,1,22,30,35.6910121,139.7355674
東京メトロ南北線,9.6,飯田橋,大塚,1,20,28,35.7020837,139.7450232
東京メトロ南北線,8.8,後楽園,大塚,0,23,31,35.7084859,139.7518216
東京メトロ南北線,7.5,東大前,大塚,0,29,37,35.71762349999999,139.7581202
東京メトロ南北線,7.7,本駒込,大塚,1,14,22,35.7246424,139.7537444
東京メトロ南北線,7.3,駒込,大塚,0,3,11,35.7365665,139.7470098
東京メトロ南北線,6.6,西ケ原,大塚,1,13,21,35.7459577,139.7422689
東京メトロ南北線,6.7,王子,大塚,0,20,28,35.7529945,139.7378714
東京メトロ南北線,6.5,王子神谷,大塚,1,17,25,35.7654235,139.7356263
東京メトロ南北線,6.4,志茂,大塚,1,20,28,35.778324,139.7322949
東京メトロ南北線,6.8,赤羽岩淵,大塚,1,22,30,35.783504,139.721821
東京メトロ副都心線,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
東京メトロ副都心線,12.2,明治神宮前,大塚,0,21,29,35.6690374,139.7042217
東京メトロ副都心線,11.1,北参道,大塚,1,23,31,35.6783688,139.7055537
東京メトロ副都心線,9.2,新宿三丁目,大塚,1,20,28,35.6908823,139.7048821
東京メトロ副都心線,9.0,東新宿,大塚,1,18,26,35.6979303,139.7074092
東京メトロ副都心線,7.5,西早稲田,大塚,1,16,24,35.7076468,139.7090048
東京メトロ副都心線,7.2,雑司が谷,大塚,0,16,24,35.720199,139.7148445
東京メトロ副都心線,7.3,池袋,大塚,0,3,11,35.7295028,139.7109001
東京メトロ副都心線,6.7,要町,大塚,1,13,21,35.733148,139.698492
東京メトロ副都心線,6.4,千川,大塚,1,15,23,35.7382658,139.6893487
東京メトロ副都心線,6.7,小竹向原,大塚,1,17,25,35.74334109999999,139.6795208
東京メトロ副都心線,6.0,氷川台,大塚,1,22,30,35.7495622,139.6654662
東京メトロ副都心線,6.6,平和台,大塚,2,55,63,35.7575611,139.6543279
東京メトロ副都心線,6.8,地下鉄赤塚,大塚,1,27,35,35.769976,139.6440227
東京メトロ副都心線,5.5,地下鉄成増,大塚,1,28,36,35.7766972,139.6311902
東京メトロ副都心線,5.5,和光市,大塚,1,21,29,35.788363,139.6127811
西武有楽町線,6.7,小竹向原,大塚,1,17,25,35.74334109999999,139.6795208
西武有楽町線,6.7,新桜台,大塚,1,23,31,35.7412366,139.6688231
西武有楽町線,6.4,練馬,大塚,1,17,25,35.737841,139.653912
西武新宿線,8.9,西武新宿,大塚,0,25,33,35.695363,139.7000521
西武新宿線,7.6,高田馬場,大塚,0,7,15,35.7125654,139.7038615
西武新宿線,7.2,下落合,大塚,1,14,22,35.71587410000001,139.6950191
西武新宿線,7.0,中井,大塚,1,18,26,35.7150776,139.6871252
西武新宿線,7.0,新井薬師前,大塚,1,20,28,35.71578950000001,139.6719543
西武新宿線,6.8,沼袋,大塚,1,22,30,35.719315,139.6644193
西武新宿線,6.4,野方,大塚,1,27,35,35.7196848,139.6532117
西武新宿線,6.3,都立家政,大塚,1,25,33,35.722366,139.644539
西武新宿線,6.4,鷺ノ宮,大塚,1,20,28,35.7226237,139.638906
西武新宿線,5.9,下井草,大塚,1,32,40,35.72387000000001,139.624693
西武新宿線,6.0,井荻,大塚,1,33,41,35.724675,139.61561
西武新宿線,5.6,上井草,大塚,1,38,46,35.725258,139.602945
西武新宿線,5.8,上石神井,大塚,1,25,33,35.7262543,139.5921496
西武新宿線,5.7,武蔵関,大塚,1,29,37,35.72761790000001,139.5763635
西武新宿線,5.5,東伏見,大塚,1,30,38,35.7286904,139.5642362
西武新宿線,5.4,西武柳沢,大塚,1,32,40,35.728637,139.5525518
西武新宿線,5.2,田無,大塚,1,30,38,35.7273335,139.5394451
西武新宿線,4.6,花小金井,大塚,1,32,40,35.726172,139.5132046
西武新宿線,4.4,小平,大塚,1,35,43,35.7370711,139.4881602
西武新宿線,3.9,久米川,大塚,1,37,45,35.7500258,139.472007
西武新宿線,3.9,東村山,大塚,1,40,48,35.760471,139.46585
西武新宿線,4.3,所沢,大塚,1,34,42,35.7866173,139.4732246
西武新宿線,4.0,航空公園,大塚,1,49,57,35.798329,139.465592
西武新宿線,3.7,新所沢,大塚,1,51,59,35.8068135,139.4560541
西武新宿線,3.9,入曽,大塚,1,55,63,35.832435,139.427178
西武新宿線,3.0,狭山市,大塚,1,58,66,35.8572319,139.413282
西武新宿線,2.7,新狭山,大塚,1,61,69,35.8739956,139.4334541
西武新宿線,2.8,南大塚,大塚,1,64,72,35.8898055,139.4543388
西武新宿線,5.2,本川越,大塚,1,53,61,35.915122,139.481892
西武池袋線,7.3,池袋,大塚,0,3,11,35.7295028,139.7109001
西武池袋線,6.5,椎名町,大塚,1,14,22,35.7264722,139.6949221
西武池袋線,6.4,東長崎,大塚,1,18,26,35.7303273,139.6829125
西武池袋線,6.3,江古田,大塚,1,18,26,35.737481,139.672744
西武池袋線,6.5,桜台,大塚,1,22,30,35.738702,139.662384
西武池袋線,6.4,練馬,大塚,1,17,25,35.737841,139.653912
西武池袋線,6.4,中村橋,大塚,1,29,37,35.7367757,139.637545
西武池袋線,6.7,富士見台,大塚,1,29,37,35.7356895,139.629611
西武池袋線,6.8,練馬高野台,大塚,1,31,39,35.7406329,139.6168772
西武池袋線,6.3,石神井公園,大塚,1,24,32,35.7436447,139.6065548
西武池袋線,6.0,大泉学園,大塚,1,25,33,35.7493601,139.5865462
西武池袋線,5.3,保谷,大塚,1,27,35,35.7483557,139.5676
西武池袋線,4.9,ひばりヶ丘,大塚,1,26,34,35.75142,139.545782
西武池袋線,4.7,東久留米,大塚,1,33,41,35.76034509999999,139.5339486
西武池袋線,4.5,清瀬,大塚,1,36,44,35.7720993,139.51984
西武池袋線,4.2,秋津,大塚,1,38,46,35.7783086,139.4967708
西武池袋線,4.3,所沢,大塚,1,34,42,35.7866173,139.4732246
西武池袋線,4.0,西所沢,大塚,1,38,46,35.7892995,139.4560334
西武池袋線,3.7,小手指,大塚,1,41,49,35.8005786,139.4380557
西武池袋線,3.8,狭山ヶ丘,大塚,1,44,52,35.810382,139.417013
西武池袋線,4.7,武蔵藤沢,大塚,1,46,54,35.820853,139.412763
西武池袋線,3.7,稲荷山公園,大塚,1,56,64,35.844683,139.399402
西武池袋線,3.5,入間市,大塚,1,45,53,35.8420017,139.3895814
西武池袋線,3.2,仏子,大塚,1,54,62,35.837794,139.360155
西武池袋線,3.1,元加治,大塚,1,56,64,35.84053919999999,139.3457582
西武池袋線,3.8,飯能,大塚,1,52,60,35.851264,139.318769
西武池袋線,3.7,東飯能,大塚,2,70,78,35.853014,139.32613
西武池袋線,3.0,高麗,大塚,2,65,73,35.88201,139.304408
西武池袋線,4.0,武蔵横手,大塚,2,72,80,35.885141,139.2808447
西武池袋線,4.0,東吾野,大塚,2,76,84,35.8921014,139.2606942
西武拝島線,4.4,小平,大塚,1,35,43,35.7370711,139.4881602
西武拝島線,4.0,萩山,大塚,1,44,52,35.74048550000001,139.4774398
西武拝島線,4.8,小川,大塚,1,48,56,35.737527,139.4635691
西武拝島線,4.4,東大和市,大塚,1,52,60,35.732891,139.434403
西武拝島線,4.3,玉川上水,大塚,1,54,62,35.731964,139.4183325
西武拝島線,3.8,武蔵砂川,大塚,1,57,65,35.7290364,139.3922419
西武拝島線,4.5,西武立川,大塚,1,59,67,35.7262968,139.3705432
西武拝島線,4.5,拝島,大塚,1,58,66,35.72113,139.3436514
西武山口線,2.4,西武球場前,大塚,2,47,55,35.7704984,139.4190427
西武山口線,2.4,西武園ゆうえんち,大塚,3,57,65,35.7690263,139.4401512
西武山口線,2.9,多摩湖,大塚,2,57,65,35.7661519,139.4426132
西武国分寺線,5.2,国分寺,大塚,1,42,50,35.7002201,139.4802697
西武国分寺線,5.0,恋ヶ窪,大塚,2,47,55,35.711339,139.463902
西武国分寺線,3.7,鷹の台,大塚,2,49,57,35.7234,139.461022
西武国分寺線,4.8,小川,大塚,1,48,56,35.737527,139.4635691
西武国分寺線,3.9,東村山,大塚,1,40,48,35.760471,139.46585
西武多摩川線,6.2,武蔵境,大塚,1,35,43,35.7021388,139.5436578
西武多摩川線,5.6,新小金井,大塚,2,48,56,35.695926,139.526786
西武多摩川線,4.7,多磨,大塚,2,52,60,35.6766308,139.5170499
西武多摩川線,4.7,白糸台,大塚,1,69,77,35.6665179,139.5096129
西武多摩川線,4.0,競艇場前,大塚,2,57,65,35.6562249,139.4996999
西武多摩川線,4.0,是政,大塚,2,59,67,35.6563503,139.4888503
西武多摩湖線,5.2,国分寺,大塚,1,42,50,35.7002201,139.4802697
西武多摩湖線,4.3,一橋学園,大塚,2,49,57,35.72206,139.480039
西武多摩湖線,4.6,青梅街道,大塚,2,51,59,35.730976,139.476566
西武多摩湖線,4.0,萩山,大塚,1,44,52,35.74048550000001,139.4774398
西武多摩湖線,4.0,八坂,大塚,2,53,61,35.744863,139.467761
西武多摩湖線,3.7,武蔵大和,大塚,2,55,63,35.756417,139.444263
西武多摩湖線,2.9,多摩湖,大塚,2,57,65,35.7661519,139.4426132
西武西武園線,3.6,西武園,大塚,2,43,51,35.767721,139.448901
西武豊島線,6.5,豊島園,大塚,1,27,35,35.7425725,139.6489471
東武東上線,7.3,池袋,大塚,0,3,11,35.7295028,139.7109001
東武東上線,7.0,北池袋,大塚,1,11,19,35.7406552,139.7166436
東武東上線,7.2,下板橋,大塚,1,12,20,35.7457094,139.7148162
東武東上線,7.0,大山,大塚,1,14,22,35.7485637,139.7022837
東武東上線,6.7,中板橋,大塚,1,16,24,35.75560189999999,139.6954142
東武東上線,6.5,ときわ台,大塚,4,534,542,35.7587403,139.6895284
東武東上線,6.0,上板橋,大塚,1,19,27,35.7635268,139.6764216
東武東上線,6.0,東武練馬,大塚,1,24,32,35.7686261,139.6617156
東武東上線,6.7,下赤塚,大塚,1,26,34,35.770476,139.644884
東武東上線,5.5,成増,大塚,1,18,26,35.7775982,139.6329467
東武東上線,5.5,和光市,大塚,1,21,29,35.788363,139.6127811
東武東上線,4.7,朝霞,大塚,1,24,32,35.7971204,139.6001982
東武東上線,4.6,朝霞台,大塚,1,28,36,35.814553,139.587081
東武東上線,4.8,志木,大塚,1,30,38,35.822163,139.575249
東武東上線,4.4,柳瀬川,大塚,1,42,50,35.830495,139.562555
東武東上線,3.8,みずほ台,大塚,1,44,52,35.8382458,139.5508554
東武東上線,4.0,鶴瀬,大塚,1,46,54,35.8458048,139.5395148
東武東上線,4.1,ふじみ野,大塚,1,36,44,35.8608216,139.5231273
東武東上線,3.8,上福岡,大塚,1,55,63,35.8738668,139.5117306
東武東上線,3.3,新河岸,大塚,1,57,65,35.8914814,139.4968579
東武東上線,5.0,川越,大塚,1,43,51,35.9071163,139.4824443
東武東上線,5.3,川越市,大塚,1,45,53,35.9141008,139.4771758
東武東上線,3.1,霞ヶ関,大塚,1,31,39,35.6740083,139.7511011
東武東上線,3.1,鶴ヶ島,大塚,1,44,52,35.9369399,139.423724
東武東上線,3.0,若葉,大塚,1,47,55,35.949105,139.40873
東武東上線,3.3,坂戸,大塚,1,49,57,35.95708,139.3939536
東武東上線,2.9,北坂戸,大塚,1,52,60,35.972198,139.3968355
東武東上線,4.4,高坂,大塚,1,56,64,36.0026601,139.3976086
東武東上線,4.4,東松山,大塚,1,59,67,36.0348165,139.4016153
東武東上線,4.1,森林公園,大塚,1,62,70,36.0452287,139.3749651
東武東上線,4.7,つきのわ,大塚,1,66,74,36.0434584,139.3453047
東武東上線,2.2,武蔵嵐山,大塚,1,68,76,36.0444052,139.3277256
東武東上線,3.8,小川町,大塚,1,27,35,36.0584173,139.2613431
東武東上線,3.3,東武竹沢,大塚,2,81,89,36.0753652,139.237683
東武東上線,4.0,みなみ寄居,大塚,2,84,92,36.0908823,139.2363584
東武東上線,4.0,男衾,大塚,2,87,95,36.1075258,139.2341561
東武東上線,4.0,鉢形,大塚,2,90,98,36.1138541,139.2092523
東武東上線,4.4,玉淀,大塚,2,93,101,36.1170611,139.2001177
東武東上線,4.5,寄居,大塚,2,100,108,36.1178872,139.1945371
東武伊勢崎線,8.2,浅草,大塚,1,24,32,35.7098669,139.7971675
東武伊勢崎線,7.9,とうきょうスカイツリー,大塚,1,35,43,35.7095445,139.8090493
東武伊勢崎線,7.8,押上,大塚,1,40,48,35.710332,139.8132971
東武伊勢崎線,7.6,曳舟,大塚,2,32,40,35.7183941,139.8167618
東武伊勢崎線,7.3,東向島,大塚,2,34,42,35.7245871,139.8192932
東武伊勢崎線,7.5,鐘ヶ淵,大塚,2,32,40,35.7334267,139.8200022
東武伊勢崎線,6.0,堀切,大塚,2,30,38,35.7429583,139.817731
東武伊勢崎線,7.1,牛田,大塚,2,725,733,35.744385,139.811289
東武伊勢崎線,7.2,北千住,大塚,1,19,27,35.7496762,139.8053433
東武伊勢崎線,6.4,小菅,大塚,1,36,44,35.7587165,139.8126622
東武伊勢崎線,6.3,五反野,大塚,1,38,46,35.7660319,139.8093604
東武伊勢崎線,6.3,梅島,大塚,1,40,48,35.7723647,139.7980149
東武伊勢崎線,6.2,西新井,大塚,1,42,50,35.777174,139.790427
東武伊勢崎線,6.2,竹ノ塚,大塚,1,46,54,35.7943026,139.7910205
東武伊勢崎線,5.5,谷塚,大塚,1,49,57,35.814215,139.801345
東武伊勢崎線,4.9,草加,大塚,1,51,59,35.8283858,139.8035406
東武伊勢崎線,4.0,獨協大学前,大塚,1,54,62,35.8432776,139.8006731
東武伊勢崎線,3.7,新田,大塚,1,56,64,35.8541228,139.7954309
東武伊勢崎線,4.4,蒲生,大塚,1,58,66,35.8670178,139.7916685
東武伊勢崎線,5.0,新越谷,大塚,1,60,68,35.8754968,139.78984
東武伊勢崎線,5.0,越谷,大塚,1,63,71,35.8881369,139.786019
東武伊勢崎線,4.8,北越谷,大塚,1,65,73,35.9018879,139.7799319
東武伊勢崎線,4.1,大袋,大塚,1,71,79,35.9241674,139.7779287
東武伊勢崎線,4.2,せんげん台,大塚,1,73,81,35.9357906,139.7745324
東武伊勢崎線,4.1,武里,大塚,1,75,83,35.949086,139.770572
東武伊勢崎線,4.2,一ノ割,大塚,1,78,86,35.9641641,139.7663049
東武伊勢崎線,4.8,春日部,大塚,1,80,88,35.979918,139.7526206
東武伊勢崎線,4.8,北春日部,大塚,1,82,90,35.9906501,139.7440323
東武伊勢崎線,3.1,姫宮,大塚,1,87,95,36.0041819,139.7388462
東武伊勢崎線,3.2,東武動物公園,大塚,1,90,98,36.02495,139.7267
東武伊勢崎線,4.6,和戸,大塚,2,69,77,36.040236,139.7006313
東武伊勢崎線,4.0,久喜,大塚,1,57,65,36.0659584,139.6776327
東武伊勢崎線,4.1,鷲宮,大塚,2,65,73,36.0964925,139.656809
東武伊勢崎線,3.5,花崎,大塚,2,68,76,36.1099253,139.6335233
東武伊勢崎線,4.1,加須,大塚,2,72,80,36.1229977,139.5956913
東武伊勢崎線,3.8,南羽生,大塚,2,77,85,36.1500028,139.5562135
東武伊勢崎線,4.0,羽生,大塚,2,80,88,36.17036119999999,139.5341036
東武伊勢崎線,3.5,川俣,大塚,2,85,93,36.2089233,139.5265149
東武伊勢崎線,1.5,茂林寺前,大塚,2,88,96,36.225585,139.5271503
東武伊勢崎線,4.0,館林,大塚,2,91,99,36.2459941,139.5282023
東武伊勢崎線,3.2,多々良,大塚,3,102,110,36.273402,139.5005477
東武伊勢崎線,2.4,県,大塚,3,106,114,36.2909128,139.471762
東武伊勢崎線,3.3,福居,大塚,3,109,117,36.305327,139.458404
東武伊勢崎線,3.8,東武和泉,大塚,3,112,120,36.3150871,139.455282
東武伊勢崎線,3.8,足利市,大塚,2,102,110,36.329463,139.448128
東武伊勢崎線,2.5,野州山辺,大塚,3,119,127,36.3263618,139.4320065
東武伊勢崎線,3.2,韮川,大塚,3,123,131,36.307907,139.401682
東武伊勢崎線,4.9,太田,大塚,2,110,118,36.2941368,139.3785178
東武伊勢崎線,3.0,細谷,大塚,2,200,208,36.2825228,139.3485118
東武伊勢崎線,2.8,木崎,大塚,2,196,204,36.2711387,139.3124919
東武伊勢崎線,2.4,世良田,大塚,2,193,201,36.2729799,139.2812257
東武伊勢崎線,2.5,境町,大塚,2,188,196,36.2770432,139.2565776
東武伊勢崎線,3.3,剛志,大塚,2,184,192,36.2955101,139.2241021
東武伊勢崎線,3.4,新伊勢崎,大塚,2,178,186,36.3180322,139.2017655
東武伊勢崎線,3.9,伊勢崎,大塚,1,167,175,36.3269062,139.1938954
東武亀戸線,7.6,曳舟,大塚,2,32,40,35.7183941,139.8167618
東武亀戸線,7.0,小村井,大塚,1,52,60,35.7101364,139.8280191
東武亀戸線,6.8,東あずま,大塚,2,37,45,35.7070922,139.831884
東武亀戸線,7.3,亀戸水神,大塚,2,35,43,35.7002625,139.8336793
東武亀戸線,7.5,亀戸,大塚,1,30,38,35.6973225,139.8265658
東武大師線,6.2,西新井,大塚,1,42,50,35.777174,139.790427
東武大師線,6.1,大師前,大塚,1,44,52,35.7788779,139.7816241
東急東横線,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
東急東横線,11.5,代官山,大塚,1,33,41,35.6480919,139.703148
東急東横線,9.5,中目黒,大塚,1,28,36,35.6441631,139.6988444
東急東横線,8.1,祐天寺,大塚,1,37,45,35.6374425,139.6909485
東急東横線,8.1,学芸大学,大塚,1,39,47,35.6288624,139.6853301
東急東横線,8.7,都立大学,大塚,1,41,49,35.6177525,139.6763956
東急東横線,7.9,自由が丘,大塚,1,34,42,35.6072728,139.6686661
東急東横線,6.5,田園調布,大塚,1,41,49,35.5968481,139.6673415
東急東横線,6.3,多摩川,大塚,1,43,51,35.589497,139.6687779
東急東横線,6.0,新丸子,大塚,1,45,53,35.5805941,139.6619306
東急東横線,6.3,武蔵小杉,大塚,1,35,43,35.5766335,139.659466
東急東横線,6.3,元住吉,大塚,1,48,56,35.5643213,139.6540395
東急東横線,6.0,日吉,大塚,1,49,57,35.553449,139.6470623
東急東横線,6.0,綱島,大塚,1,51,59,35.5367529,139.6348167
東急東横線,5.6,大倉山,大塚,1,63,71,35.5218361,139.6298577
東急東横線,6.0,菊名,大塚,1,55,63,35.5099195,139.6313685
東急東横線,5.8,妙蓮寺,大塚,1,69,77,35.4984086,139.6331408
東急東横線,5.0,白楽,大塚,1,71,79,35.4897067,139.6279197
東急東横線,5.6,東白楽,大塚,1,73,81,35.4832623,139.6294695
東急東横線,6.5,反町,大塚,1,74,82,35.4746702,139.6252473
東急東横線,6.8,横浜,大塚,1,47,55,35.46598110000001,139.622062
東急田園都市線,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
東急田園都市線,8.5,池尻大橋,大塚,1,28,36,35.6506294,139.6845797
東急田園都市線,7.9,三軒茶屋,大塚,1,31,39,35.6436399,139.6713265
東急田園都市線,7.9,駒沢大学,大塚,1,33,41,35.6332937,139.6613891
東急田園都市線,7.7,桜新町,大塚,1,36,44,35.6318735,139.6450254
東急田園都市線,7.5,用賀,大塚,1,43,51,35.6263427,139.6338175
東急田園都市線,7.3,二子玉川,大塚,1,38,46,35.6124172,139.6275666
東急田園都市線,6.9,二子新地,大塚,1,42,50,35.60695750000001,139.6224949
東急田園都市線,7.0,高津,大塚,3,292,300,35.6032996,139.6172539
東急田園都市線,7.0,溝の口,大塚,1,42,50,35.5999649,139.6106234
東急田園都市線,6.2,梶が谷,大塚,1,47,55,35.5937453,139.6056828
東急田園都市線,6.0,宮崎台,大塚,1,50,58,35.5872174,139.5912012
東急田園都市線,5.9,宮前平,大塚,1,51,59,35.5849047,139.5817279
東急田園都市線,6.2,鷺沼,大塚,1,44,52,35.5797753,139.573327
東急田園都市線,6.4,たまプラーザ,大塚,1,46,54,35.5774058,139.5585278
東急田園都市線,6.3,あざみ野,大塚,1,48,56,35.5685796,139.5534552
東急田園都市線,5.6,江田,大塚,1,63,71,35.5586471,139.5515112
東急田園都市線,5.4,市が尾,大塚,1,65,73,35.5514428,139.5413635
東急田園都市線,5.6,藤が丘,大塚,1,67,75,35.5434959,139.5278557
東急田園都市線,5.3,青葉台,大塚,1,53,61,35.5432506,139.5172181
東急田園都市線,5.1,田奈,大塚,1,72,80,35.535888,139.504516
東急田園都市線,5.5,長津田,大塚,1,58,66,35.5319546,139.4943049
東急田園都市線,4.6,つくし野,大塚,1,77,85,35.5276343,139.4851046
東急田園都市線,4.4,すずかけ台,大塚,1,79,87,35.5169205,139.4814272
東急田園都市線,4.5,南町田グランベリーパーク,大塚,1,60,68,35.5114471,139.4706636
東急田園都市線,4.5,つきみ野,大塚,1,83,91,35.5103418,139.458048
東急田園都市線,4.0,中央林間,大塚,1,59,67,35.5080279,139.4441058
東急池上線,8.9,五反田,大塚,0,25,33,35.6261591,139.7236022
東急池上線,8.9,大崎広小路,大塚,1,31,39,35.6226336,139.7226662
東急池上線,8.0,戸越銀座,大塚,1,36,44,35.6159746,139.7150258
東急池上線,8.3,荏原中延,大塚,1,35,43,35.6099618,139.7119604
東急池上線,7.6,旗の台,大塚,1,40,48,35.6048821,139.7027206
東急池上線,7.5,長原,大塚,1,38,46,34.6021433,135.573569
東急池上線,6.9,洗足池,大塚,1,40,48,35.5999476,139.6914069
東急池上線,7.5,石川台,大塚,1,41,49,35.5969326,139.6852664
東急池上線,6.9,雪が谷大塚,大塚,1,43,51,35.5919662,139.6809615
東急池上線,6.5,御嶽山,大塚,1,45,53,35.5852756,139.682388
東急池上線,6.1,久が原,大塚,1,46,54,35.5798491,139.685354
東急池上線,6.8,千鳥町,大塚,1,48,56,35.5729995,139.6914155
東急池上線,6.8,池上,大塚,1,50,58,35.5720944,139.7029729
東急池上線,7.0,蓮沼,大塚,1,54,62,35.5641984,139.7084797
東急池上線,7.4,蒲田,大塚,1,45,53,35.5624794,139.7160731
東急目黒線,9.9,目黒,大塚,0,23,31,35.6340929,139.7158331
東急目黒線,8.7,不動前,大塚,1,29,37,35.6257683,139.713569
東急目黒線,8.0,武蔵小山,大塚,1,30,38,35.6205185,139.7044048
東急目黒線,8.0,西小山,大塚,1,33,41,35.6156922,139.6988653
東急目黒線,7.3,洗足,大塚,1,35,43,35.6104126,139.6944011
東急目黒線,7.7,大岡山,大塚,1,33,41,35.607486,139.685643
東急目黒線,7.0,奥沢,大塚,1,39,47,35.6039879,139.6722637
東急目黒線,6.5,田園調布,大塚,1,41,49,35.5968481,139.6673415
東急目黒線,6.3,多摩川,大塚,1,43,51,35.589497,139.6687779
東急目黒線,6.0,新丸子,大塚,1,45,53,35.5805941,139.6619306
東急目黒線,6.3,武蔵小杉,大塚,1,35,43,35.5766335,139.659466
東急目黒線,6.3,元住吉,大塚,1,48,56,35.5643213,139.6540395
