line,price,from,to,trans,min,train+walk_min,lat,lng
ＪＲ埼京線,5.4,北戸田,大塚,1,30,38,35.827581,139.660269
ＪＲ埼京線,4.9,武蔵浦和,大塚,1,30,38,35.84595729999999,139.6476293
ＪＲ埼京線,4.9,中浦和,大塚,1,33,41,35.8538,139.637353
ＪＲ埼京線,5.0,南与野,大塚,1,35,43,35.8674942,139.6311953
ＪＲ埼京線,5.1,与野本町,大塚,1,38,46,35.88088,139.62602
ＪＲ埼京線,6.3,北与野,大塚,1,39,47,35.8907795,139.6286808
ＪＲ埼京線,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
ＪＲ高崎線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
ＪＲ高崎線,8.2,上野,大塚,0,13,21,35.7141672,139.7774091
ＪＲ高崎線,6.7,尾久,大塚,1,25,33,35.746768,139.7546
ＪＲ高崎線,7.0,赤羽,大塚,1,18,26,35.7777451,139.7210653
ＪＲ高崎線,5.7,浦和,大塚,1,30,38,35.8587283,139.6573784
ＪＲ高崎線,6.5,さいたま新都心,大塚,1,43,51,35.893795,139.633741
ＪＲ高崎線,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
ＪＲ高崎線,4.3,宮原,大塚,1,51,59,35.9402916,139.6095706
ＪＲ高崎線,5.0,上尾,大塚,1,44,52,35.9735224,139.5888177
ＪＲ高崎線,5.0,北上尾,大塚,1,59,67,35.985623,139.5771969
ＪＲ高崎線,4.2,桶川,大塚,1,48,56,35.9987564,139.5640318
ＪＲ高崎線,4.0,北本,大塚,1,52,60,36.0316056,139.5340041
ＪＲ高崎線,3.9,鴻巣,大塚,1,56,64,36.0592413,139.5096429
ＪＲ高崎線,3.6,北鴻巣,大塚,1,74,82,36.0854359,139.4770242
ＪＲ高崎線,3.6,吹上,大塚,2,152,160,35.1588327,136.9352329
ＪＲ高崎線,2.9,行田,大塚,1,81,89,36.11376490000001,139.432249
ＪＲ高崎線,3.3,熊谷,大塚,1,66,74,36.1393899,139.3900334
ＪＲ高崎線,3.8,籠原,大塚,1,74,82,36.1746675,139.330475
ＪＲ高崎線,4.3,深谷,大塚,1,82,90,36.1914187,139.2813977
ＪＲ高崎線,3.2,岡部,大塚,1,87,95,36.2057214,139.237512
ＪＲ高崎線,4.4,本庄,大塚,1,92,100,36.2361639,139.1886112
ＪＲ高崎線,3.6,神保原,大塚,1,96,104,36.2534636,139.1494065
ＪＲ高崎線,3.3,新町,大塚,3,780,788,36.2731351,139.1055107
ＪＲ高崎線,4.3,倉賀野,大塚,1,107,115,36.3002847,139.0491638
ＪＲ高崎線,4.5,高崎,大塚,1,71,79,36.3228267,139.0126623
ＪＲ宇都宮線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
ＪＲ宇都宮線,8.2,上野,大塚,0,13,21,35.7141672,139.7774091
ＪＲ宇都宮線,6.7,尾久,大塚,1,25,33,35.746768,139.7546
ＪＲ宇都宮線,7.0,赤羽,大塚,1,18,26,35.7777451,139.7210653
ＪＲ宇都宮線,5.7,浦和,大塚,1,30,38,35.8587283,139.6573784
ＪＲ宇都宮線,6.5,さいたま新都心,大塚,1,43,51,35.893795,139.633741
ＪＲ宇都宮線,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
ＪＲ宇都宮線,4.4,土呂,大塚,1,39,47,35.9318741,139.6321561
ＪＲ宇都宮線,4.4,東大宮,大塚,1,42,50,35.9487549,139.6402863
ＪＲ宇都宮線,5.1,蓮田,大塚,1,46,54,35.981286,139.653069
ＪＲ宇都宮線,5.6,白岡,大塚,1,51,59,36.017588,139.667094
ＪＲ宇都宮線,5.5,新白岡,大塚,1,53,61,36.0387413,139.6721114
ＪＲ宇都宮線,4.0,久喜,大塚,1,57,65,36.0659584,139.6776327
ＪＲ宇都宮線,4.0,東鷲宮,大塚,1,60,68,36.0894695,139.6791581
ＪＲ宇都宮線,3.7,栗橋,大塚,1,65,73,36.1367718,139.6942492
ＪＲ宇都宮線,3.2,古河,大塚,1,72,80,36.194597,139.709555
ＪＲ宇都宮線,3.6,野木,大塚,1,76,84,36.2299543,139.7347184
ＪＲ宇都宮線,3.2,間々田,大塚,1,80,88,36.2577575,139.7612428
ＪＲ宇都宮線,2.8,小山,大塚,1,65,73,36.3131205,139.8063241
ＪＲ宇都宮線,3.2,小金井,大塚,1,95,103,36.3743489,139.8420524
ＪＲ宇都宮線,3.5,自治医大,大塚,1,99,107,36.3954111,139.8547291
ＪＲ宇都宮線,3.6,石橋,大塚,4,324,332,36.4363234,139.8666152
ＪＲ宇都宮線,4.7,雀宮,大塚,1,110,118,36.493823,139.8769105
ＪＲ宇都宮線,4.4,宇都宮,大塚,1,76,84,36.5590234,139.8984511
ＪＲ宇都宮線,4.6,岡本,大塚,2,229,237,36.5983965,139.9444669
ＪＲ宇都宮線,4.7,宝積寺,大塚,2,99,107,36.6314759,139.9794978
ＪＲ宇都宮線,3.6,氏家,大塚,2,104,112,36.6816315,139.9620967
ＪＲ宇都宮線,3.3,蒲須坂,大塚,2,109,117,36.7207656,139.9504293
ＪＲ宇都宮線,2.9,片岡,大塚,2,113,121,36.7545395,139.9455672
ＪＲ宇都宮線,2.5,矢板,大塚,2,119,127,36.8066165,139.9329549
ＪＲ総武線,6.0,千葉,大塚,1,70,78,35.6129259,140.1134781
ＪＲ総武線,4.5,西千葉,大塚,1,71,79,35.622644,140.103295
ＪＲ総武線,5.5,稲毛,大塚,1,66,74,35.63717,140.09249
ＪＲ総武線,4.6,新検見川,大塚,1,69,77,35.651751,140.073325
ＪＲ総武線,6.3,幕張,大塚,1,65,73,35.6593754,140.0579636
ＪＲ総武線,4.1,幕張本郷,大塚,1,63,71,35.6727454,140.042304
ＪＲ総武線,4.8,津田沼,大塚,1,57,65,35.6912149,140.0204072
ＪＲ総武線,4.9,東船橋,大塚,1,55,63,35.6998137,140.0042979
ＪＲ総武線,6.0,船橋,大塚,1,53,61,35.7017357,139.9853815
ＪＲ総武線,6.1,西船橋,大塚,1,49,57,35.7074443,139.9590775
ＪＲ総武線,5.1,下総中山,大塚,1,47,55,35.7143133,139.9430576
ＪＲ総武線,6.0,本八幡,大塚,1,45,53,35.7210914,139.9272341
ＪＲ総武線,6.4,市川,大塚,1,42,50,35.728821,139.908197
ＪＲ総武線,6.0,小岩,大塚,1,39,47,35.7333003,139.881958
ＪＲ総武線,6.3,新小岩,大塚,1,36,44,35.7174462,139.8586312
ＪＲ総武線,6.2,平井,大塚,1,33,41,35.7065625,139.8427227
ＪＲ総武線,7.5,亀戸,大塚,1,30,38,35.6973225,139.8265658
ＪＲ総武線,8.3,錦糸町,大塚,0,50,58,35.6967393,139.8144835
ＪＲ総武線,8.5,両国,大塚,1,26,34,35.6961328,139.7927196
ＪＲ総武線,9.2,浅草橋,大塚,1,24,32,35.6974952,139.7859834
ＪＲ総武線,9.5,秋葉原,大塚,0,17,25,35.698383,139.7730717
ＪＲ総武線,9.2,御茶ノ水,大塚,1,22,30,35.6997175,139.7644404
ＪＲ総武線,9.2,水道橋,大塚,1,14,22,35.7020484,139.7535016
ＪＲ総武線,9.6,飯田橋,大塚,1,20,28,35.7020837,139.7450232
ＪＲ総武線,9.7,市ケ谷,大塚,1,22,30,35.6910121,139.7355674
ＪＲ総武線,10.0,四ツ谷,大塚,1,20,28,35.6861525,139.7302183
ＪＲ総武線,8.8,信濃町,大塚,1,18,26,35.6800602,139.7203199
ＪＲ総武線,9.7,千駄ケ谷,大塚,1,16,24,35.6811956,139.7112808
ＪＲ総武線,10.1,代々木,大塚,0,13,21,35.683033,139.7020555
ＪＲ総武線,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
ＪＲ総武線,7.7,大久保,大塚,1,16,24,35.7006865,139.697381
ＪＲ総武線,7.5,東中野,大塚,1,22,30,35.7062478,139.6837613
ＪＲ総武線,7.2,中野,大塚,1,20,28,35.7054067,139.6658254
ＪＲ総武線,7.0,高円寺,大塚,1,24,32,35.7053457,139.6499291
ＪＲ総武線,6.7,阿佐ケ谷,大塚,1,26,34,35.7049247,139.6361231
ＪＲ総武線,6.6,荻窪,大塚,1,25,33,35.7045751,139.6200629
ＪＲ総武線,6.6,西荻窪,大塚,1,31,39,35.7036961,139.600182
ＪＲ総武線,6.5,吉祥寺,大塚,1,29,37,35.7031125,139.5801608
ＪＲ総武線,6.5,三鷹,大塚,1,32,40,35.7027156,139.5610291
ＪＲ総武線快速,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
ＪＲ総武線快速,9.7,新日本橋,大塚,1,33,41,35.6890164,139.774265
ＪＲ総武線快速,9.2,馬喰町,大塚,1,34,42,35.693752,139.7829511
ＪＲ総武線快速,8.3,錦糸町,大塚,0,50,58,35.6967393,139.8144835
ＪＲ総武線快速,6.3,新小岩,大塚,1,36,44,35.7174462,139.8586312
ＪＲ総武線快速,6.4,市川,大塚,1,42,50,35.728821,139.908197
ＪＲ総武線快速,6.0,船橋,大塚,1,53,61,35.7017357,139.9853815
ＪＲ総武線快速,4.8,津田沼,大塚,1,57,65,35.6912149,140.0204072
ＪＲ総武線快速,5.5,稲毛,大塚,1,66,74,35.63717,140.09249
ＪＲ総武線快速,6.0,千葉,大塚,1,70,78,35.6129259,140.1134781
ＪＲ京葉線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
ＪＲ京葉線,10.3,八丁堀,大塚,1,32,40,35.6746248,139.7768846
ＪＲ京葉線,9.0,越中島,大塚,1,37,45,35.6679621,139.7926487
ＪＲ京葉線,7.9,潮見,大塚,1,40,48,35.6587316,139.8174046
ＪＲ京葉線,9.3,新木場,大塚,1,42,50,35.6459065,139.8267917
ＪＲ京葉線,5.6,葛西臨海公園,大塚,1,46,54,35.6444342,139.8615775
ＪＲ京葉線,5.0,舞浜,大塚,1,49,57,35.6361543,139.8838749
ＪＲ京葉線,5.2,新浦安,大塚,1,53,61,35.6495086,139.9125145
ＪＲ京葉線,4.8,市川塩浜,大塚,1,55,63,35.6665779,139.9235242
ＪＲ京葉線,6.1,西船橋,大塚,1,49,57,35.7074443,139.9590775
ＪＲ京葉線,4.4,二俣新町,大塚,1,59,67,35.6913568,139.959505
ＪＲ京葉線,4.7,南船橋,大塚,1,63,71,35.6819092,139.9955789
ＪＲ京葉線,6.0,新習志野,大塚,1,65,73,35.667386,140.012968
ＪＲ京葉線,6.9,幕張豊砂,大塚,1,68,76,35.6580566,140.0270059
ＪＲ京葉線,6.0,海浜幕張,大塚,1,70,78,35.6484764,140.0419868
ＪＲ京葉線,5.5,検見川浜,大塚,1,74,82,35.637204,140.0592067
ＪＲ京葉線,6.4,稲毛海岸,大塚,1,76,84,35.629503,140.073825
ＪＲ京葉線,6.3,千葉みなと,大塚,1,79,87,35.606701,140.102768
ＪＲ京葉線,5.3,蘇我,大塚,1,77,85,35.5814199,140.1311605
湘南新宿ライン宇須,4.4,宇都宮,大塚,1,76,84,36.5590234,139.8984511
湘南新宿ライン宇須,4.7,雀宮,大塚,1,110,118,36.493823,139.8769105
湘南新宿ライン宇須,3.6,石橋,大塚,4,324,332,36.4363234,139.8666152
湘南新宿ライン宇須,3.5,自治医大,大塚,1,99,107,36.3954111,139.8547291
湘南新宿ライン宇須,3.2,小金井,大塚,1,95,103,36.3743489,139.8420524
湘南新宿ライン宇須,2.8,小山,大塚,1,65,73,36.3131205,139.8063241
湘南新宿ライン宇須,3.2,間々田,大塚,1,80,88,36.2577575,139.7612428
湘南新宿ライン宇須,3.6,野木,大塚,1,76,84,36.2299543,139.7347184
湘南新宿ライン宇須,3.2,古河,大塚,1,72,80,36.194597,139.709555
湘南新宿ライン宇須,3.7,栗橋,大塚,1,65,73,36.1367718,139.6942492
湘南新宿ライン宇須,4.0,東鷲宮,大塚,1,60,68,36.0894695,139.6791581
湘南新宿ライン宇須,4.0,久喜,大塚,1,57,65,36.0659584,139.6776327
湘南新宿ライン宇須,5.5,新白岡,大塚,1,53,61,36.0387413,139.6721114
湘南新宿ライン宇須,5.6,白岡,大塚,1,51,59,36.017588,139.667094
湘南新宿ライン宇須,5.1,蓮田,大塚,1,46,54,35.981286,139.653069
湘南新宿ライン宇須,4.4,東大宮,大塚,1,42,50,35.9487549,139.6402863
湘南新宿ライン宇須,4.4,土呂,大塚,1,39,47,35.9318741,139.6321561
湘南新宿ライン宇須,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
湘南新宿ライン宇須,5.7,浦和,大塚,1,30,38,35.8587283,139.6573784
湘南新宿ライン宇須,7.0,赤羽,大塚,1,18,26,35.7777451,139.7210653
湘南新宿ライン宇須,7.3,池袋,大塚,0,3,11,35.7295028,139.7109001
湘南新宿ライン宇須,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
湘南新宿ライン宇須,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
湘南新宿ライン宇須,11.0,恵比寿,大塚,0,21,29,35.6467145,139.7100818
湘南新宿ライン宇須,8.2,大崎,大塚,0,27,35,35.6198513,139.7281892
湘南新宿ライン宇須,7.7,西大井,大塚,1,29,37,35.60179189999999,139.7218021
湘南新宿ライン宇須,6.3,武蔵小杉,大塚,1,35,43,35.5766335,139.659466
湘南新宿ライン宇須,6.0,新川崎,大塚,1,38,46,35.551696,139.671529
湘南新宿ライン宇須,6.8,横浜,大塚,1,47,55,35.46598110000001,139.622062
湘南新宿ライン宇須,4.8,保土ケ谷,大塚,1,51,59,35.4467618,139.5996306
湘南新宿ライン宇須,5.2,東戸塚,大塚,1,56,64,35.4305843,139.5567901
湘南新宿ライン宇須,5.1,戸塚,大塚,1,60,68,35.40076639999999,139.5342039
湘南新宿ライン宇須,5.5,大船,大塚,1,65,73,35.3540475,139.5312989
湘南新宿ライン宇須,7.2,北鎌倉,大塚,1,79,87,35.3372266,139.5451937
湘南新宿ライン宇須,7.4,鎌倉,大塚,1,82,90,35.3190647,139.5504119
湘南新宿ライン宇須,7.3,逗子,大塚,1,86,94,35.2973885,139.5783805
湘南新宿ライン高海,3.4,前橋,大塚,1,157,165,36.38332219999999,139.0731784
湘南新宿ライン高海,3.5,新前橋,大塚,1,152,160,36.3789167,139.0470967
湘南新宿ライン高海,3.5,井野,大塚,2,93,101,36.3572949,139.0229725
湘南新宿ライン高海,4.0,高崎問屋町,大塚,1,147,155,36.34606,139.0171158
湘南新宿ライン高海,4.5,高崎,大塚,1,71,79,36.3228267,139.0126623
湘南新宿ライン高海,4.3,倉賀野,大塚,1,107,115,36.3002847,139.0491638
湘南新宿ライン高海,3.3,新町,大塚,3,780,788,36.2731351,139.1055107
湘南新宿ライン高海,3.6,神保原,大塚,1,96,104,36.2534636,139.1494065
湘南新宿ライン高海,4.4,本庄,大塚,1,92,100,36.2361639,139.1886112
湘南新宿ライン高海,3.2,岡部,大塚,1,87,95,36.2057214,139.237512
湘南新宿ライン高海,4.3,深谷,大塚,1,82,90,36.1914187,139.2813977
湘南新宿ライン高海,3.8,籠原,大塚,1,74,82,36.1746675,139.330475
湘南新宿ライン高海,3.3,熊谷,大塚,1,66,74,36.1393899,139.3900334
湘南新宿ライン高海,2.9,行田,大塚,1,81,89,36.11376490000001,139.432249
湘南新宿ライン高海,3.6,吹上,大塚,2,152,160,35.1588327,136.9352329
湘南新宿ライン高海,3.6,北鴻巣,大塚,1,74,82,36.0854359,139.4770242
湘南新宿ライン高海,3.9,鴻巣,大塚,1,56,64,36.0592413,139.5096429
湘南新宿ライン高海,4.0,北本,大塚,1,52,60,36.0316056,139.5340041
湘南新宿ライン高海,4.2,桶川,大塚,1,48,56,35.9987564,139.5640318
湘南新宿ライン高海,5.0,北上尾,大塚,1,59,67,35.985623,139.5771969
湘南新宿ライン高海,5.0,上尾,大塚,1,44,52,35.9735224,139.5888177
湘南新宿ライン高海,4.3,宮原,大塚,1,51,59,35.9402916,139.6095706
湘南新宿ライン高海,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
湘南新宿ライン高海,5.7,浦和,大塚,1,30,38,35.8587283,139.6573784
湘南新宿ライン高海,7.0,赤羽,大塚,1,18,26,35.7777451,139.7210653
湘南新宿ライン高海,7.3,池袋,大塚,0,3,11,35.7295028,139.7109001
湘南新宿ライン高海,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
湘南新宿ライン高海,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
湘南新宿ライン高海,11.0,恵比寿,大塚,0,21,29,35.6467145,139.7100818
湘南新宿ライン高海,8.2,大崎,大塚,0,27,35,35.6198513,139.7281892
湘南新宿ライン高海,6.3,武蔵小杉,大塚,1,35,43,35.5766335,139.659466
湘南新宿ライン高海,6.8,横浜,大塚,1,47,55,35.46598110000001,139.622062
湘南新宿ライン高海,5.1,戸塚,大塚,1,60,68,35.40076639999999,139.5342039
湘南新宿ライン高海,5.5,大船,大塚,1,65,73,35.3540475,139.5312989
湘南新宿ライン高海,5.9,藤沢,大塚,1,76,84,35.3388984,139.4874695
湘南新宿ライン高海,6.1,辻堂,大塚,1,84,92,35.3368951,139.4470874
湘南新宿ライン高海,5.2,茅ケ崎,大塚,1,88,96,35.3303025,139.4068167
湘南新宿ライン高海,4.1,平塚,大塚,1,93,101,35.3276448,139.3504658
湘南新宿ライン高海,3.4,大磯,大塚,1,97,105,35.311435,139.313291
湘南新宿ライン高海,2.7,二宮,大塚,1,102,110,35.2987859,139.2575981
湘南新宿ライン高海,4.5,国府津,大塚,1,106,114,35.281353,139.21494
湘南新宿ライン高海,4.4,鴨宮,大塚,1,95,103,35.275658,139.180026
湘南新宿ライン高海,5.3,小田原,大塚,1,67,75,35.2564449,139.1553932
東海道新幹線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
東海道新幹線,9.1,品川,大塚,0,30,38,35.6284713,139.7387597
東海道新幹線,6.5,新横浜,大塚,1,50,58,35.5076585,139.6175553
東海道新幹線,5.3,小田原,大塚,1,67,75,35.2564449,139.1553932
上越新幹線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
上越新幹線,8.2,上野,大塚,0,13,21,35.7141672,139.7774091
上越新幹線,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
上越新幹線,3.3,熊谷,大塚,1,66,74,36.1393899,139.3900334
上越新幹線,3.2,本庄早稲田,大塚,1,67,75,36.2188017,139.1796831
上越新幹線,4.5,高崎,大塚,1,71,79,36.3228267,139.0126623
上越新幹線,4.0,上毛高原,大塚,1,98,106,36.6931867,138.9775421
北陸新幹線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
北陸新幹線,8.2,上野,大塚,0,13,21,35.7141672,139.7774091
北陸新幹線,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
北陸新幹線,3.3,熊谷,大塚,1,66,74,36.1393899,139.3900334
北陸新幹線,3.2,本庄早稲田,大塚,1,67,75,36.2188017,139.1796831
北陸新幹線,4.5,高崎,大塚,1,71,79,36.3228267,139.0126623
北陸新幹線,3.7,安中榛名,大塚,1,80,88,36.3625265,138.8489835
東北新幹線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
東北新幹線,8.2,上野,大塚,0,13,21,35.7141672,139.7774091
東北新幹線,6.5,大宮,大塚,1,36,44,35.9064485,139.6238548
東北新幹線,2.8,小山,大塚,1,65,73,36.3131205,139.8063241
東北新幹線,4.4,宇都宮,大塚,1,76,84,36.5590234,139.8984511
東京メトロ銀座線,11.0,渋谷,大塚,0,18,26,35.6580339,139.7016358
東京メトロ銀座線,11.9,表参道,大塚,1,25,33,35.6652511,139.7120921
東京メトロ銀座線,10.0,外苑前,大塚,1,27,35,35.6706165,139.7180621
東京メトロ銀座線,9.5,青山一丁目,大塚,1,24,32,35.6727759,139.7239663
東京メトロ銀座線,13.6,赤坂見附,大塚,1,30,38,35.677067,139.7373586
東京メトロ銀座線,12.8,溜池山王,大塚,1,29,37,35.6721312,139.7414004
東京メトロ銀座線,11.5,虎ノ門,大塚,1,35,43,35.670129,139.7500733
東京メトロ銀座線,11.4,新橋,大塚,0,26,34,35.666379,139.7583398
東京メトロ銀座線,11.1,銀座,大塚,1,29,37,35.67172790000001,139.7644425
東京メトロ銀座線,10.0,京橋,大塚,3,203,211,34.6966897,135.5339121
東京メトロ銀座線,9.4,日本橋,大塚,3,213,221,35.6821193,139.7747086
東京メトロ銀座線,9.6,三越前,大塚,1,27,35,35.6871555,139.7735707
東京メトロ銀座線,10.1,神田,大塚,0,19,27,35.6918216,139.7709318
東京メトロ銀座線,10.3,末広町,大塚,1,23,31,35.7028977,139.7716539
東京メトロ銀座線,10.0,上野広小路,大塚,0,22,30,35.7078788,139.7729859
東京メトロ銀座線,8.2,上野,大塚,0,13,21,35.7141672,139.7774091
東京メトロ銀座線,8.5,稲荷町,大塚,1,20,28,35.7113443,139.7826841
東京メトロ銀座線,8.5,田原町,大塚,1,22,30,35.7098833,139.7907335
東京メトロ銀座線,8.2,浅草,大塚,1,24,32,35.7098669,139.7971675
東京メトロ丸ノ内線,7.3,池袋,大塚,0,3,11,35.7295028,139.7109001
東京メトロ丸ノ内線,7.8,新大塚,大塚,0,11,19,35.7258009,139.7298975
東京メトロ丸ノ内線,8.0,茗荷谷,大塚,0,13,21,35.7173731,139.7367799
東京メトロ丸ノ内線,8.8,後楽園,大塚,0,23,31,35.7084859,139.7518216
東京メトロ丸ノ内線,8.5,本郷三丁目,大塚,0,27,35,35.70750659999999,139.760436
東京メトロ丸ノ内線,9.2,御茶ノ水,大塚,1,22,30,35.6997175,139.7644404
東京メトロ丸ノ内線,10.7,淡路町,大塚,1,23,31,35.69496,139.7674597
東京メトロ丸ノ内線,12.2,大手町,大塚,0,36,44,35.6853494,139.7632784
東京メトロ丸ノ内線,9.3,東京,大塚,0,21,29,35.6812996,139.7670658
東京メトロ丸ノ内線,11.1,銀座,大塚,1,29,37,35.67172790000001,139.7644425
東京メトロ丸ノ内線,11.1,霞ケ関,大塚,1,31,39,35.6726028,139.7511763
東京メトロ丸ノ内線,11.1,国会議事堂前,大塚,1,32,40,35.67389590000001,139.7449634
東京メトロ丸ノ内線,13.6,赤坂見附,大塚,1,30,38,35.677067,139.7373586
東京メトロ丸ノ内線,10.0,四ツ谷,大塚,1,20,28,35.6861525,139.7302183
東京メトロ丸ノ内線,9.1,四谷三丁目,大塚,1,25,33,35.6879318,139.7206307
東京メトロ丸ノ内線,9.4,新宿御苑前,大塚,1,23,31,35.6885809,139.7106837
東京メトロ丸ノ内線,9.2,新宿三丁目,大塚,1,20,28,35.6908823,139.7048821
東京メトロ丸ノ内線,8.2,新宿,大塚,0,11,19,35.6896067,139.7005713
東京メトロ丸ノ内線,7.9,西新宿,大塚,1,23,31,35.6943389,139.6929086
東京メトロ丸ノ内線,7.5,中野坂上,大塚,1,25,33,35.6970686,139.6821613
東京メトロ丸ノ内線,7.3,中野新橋,大塚,1,28,36,35.691958,139.673746
東京メトロ丸ノ内線,6.8,中野富士見町,大塚,1,30,38,35.6905196,139.6669336
東京メトロ丸ノ内線,6.7,方南町,大塚,1,33,41,35.6834707,139.6574453
東京メトロ丸ノ内線,7.5,新中野,大塚,1,30,38,35.6974924,139.6689374
東京メトロ丸ノ内線,7.0,東高円寺,大塚,1,31,39,35.698027,139.6579834
東京メトロ丸ノ内線,7.0,新高円寺,大塚,1,33,41,35.697845,139.64847
東京メトロ丸ノ内線,6.8,南阿佐ケ谷,大塚,1,35,43,35.699456,139.6355541
東京メトロ丸ノ内線,6.6,荻窪,大塚,1,25,33,35.7045751,139.6200629
東京メトロ日比谷線,9.5,中目黒,大塚,1,28,36,35.6441631,139.6988444
東京メトロ日比谷線,11.0,恵比寿,大塚,0,21,29,35.6467145,139.7100818
東京メトロ日比谷線,11.3,広尾,大塚,1,32,40,35.6518505,139.722174
東京メトロ日比谷線,11.7,六本木,大塚,1,26,34,35.6632707,139.7320854
東京メトロ日比谷線,11.9,神谷町,大塚,1,40,48,35.6631176,139.7451826
東京メトロ日比谷線,11.8,虎ノ門ヒルズ,大塚,1,39,47,35.6677126,139.7479069
東京メトロ日比谷線,11.1,霞ケ関,大塚,1,31,39,35.6726028,139.7511763
東京メトロ日比谷線,8.6,日比谷,大塚,0,31,39,35.6743573,139.7596196
東京メトロ日比谷線,11.1,銀座,大塚,1,29,37,35.67172790000001,139.7644425
東京メトロ日比谷線,10.7,東銀座,大塚,1,34,42,35.6697003,139.7671399
東京メトロ日比谷線,9.8,築地,大塚,1,34,42,35.6681139,139.7726249
東京メトロ日比谷線,10.3,八丁堀,大塚,1,32,40,35.6746248,139.7768846
東京メトロ日比谷線,9.7,茅場町,大塚,1,30,38,35.6799355,139.7801631
東京メトロ日比谷線,9.6,人形町,大塚,1,28,36,35.6863395,139.7823384
東京メトロ日比谷線,9.5,小伝馬町,大塚,1,26,34,35.6907124,139.7785074
東京メトロ日比谷線,9.5,秋葉原,大塚,0,17,25,35.698383,139.7730717
東京メトロ日比谷線,9.9,仲御徒町,大塚,0,21,29,35.706635,139.7761787
東京メトロ日比谷線,8.2,上野,大塚,0,13,21,35.7141672,139.7774091
東京メトロ日比谷線,7.7,入谷,大塚,1,22,30,35.7208778,139.7846947
東京メトロ日比谷線,7.7,三ノ輪,大塚,0,49,57,35.7296256,139.7913624
東京メトロ日比谷線,7.8,南千住,大塚,1,17,25,35.7331617,139.7989223
東京メトロ日比谷線,7.2,北千住,大塚,1,19,27,35.7496762,139.8053433
東京メトロ東西線,7.2,中野,大塚,1,20,28,35.7054067,139.6658254
東京メトロ東西線,7.3,落合,大塚,1,18,26,35.7106227,139.6861327
東京メトロ東西線,7.6,高田馬場,大塚,0,7,15,35.7125654,139.7038615
東京メトロ東西線,7.6,早稲田,大塚,0,16,24,35.7058216,139.7212004
東京メトロ東西線,8.6,神楽坂,大塚,1,17,25,35.703869,139.7344316
東京メトロ東西線,9.6,飯田橋,大塚,1,20,28,35.7020837,139.7450232
東京メトロ東西線,10.5,九段下,大塚,1,23,31,35.6954816,139.7511544
東京メトロ東西線,10.9,竹橋,大塚,1,25,33,35.6902225,139.7582927
東京メトロ東西線,12.2,大手町,大塚,0,36,44,35.6853494,139.7632784
東京メトロ東西線,9.4,日本橋,大塚,3,213,221,35.6821193,139.7747086
東京メトロ東西線,9.7,茅場町,大塚,1,30,38,35.6799355,139.7801631
東京メトロ東西線,8.8,門前仲町,大塚,1,33,41,35.6720326,139.7956907
東京メトロ東西線,8.8,木場,大塚,1,35,43,35.6693678,139.8067878
東京メトロ東西線,8.5,東陽町,大塚,1,37,45,35.6696241,139.8177096
東京メトロ東西線,7.8,南砂町,大塚,1,40,48,35.6686978,139.8308161
東京メトロ東西線,5.8,西葛西,大塚,1,43,51,35.664577,139.8592032
東京メトロ東西線,5.9,葛西,大塚,1,45,53,35.6635395,139.8726529
東京メトロ東西線,5.3,浦安,大塚,1,43,51,35.6658833,139.8932558
東京メトロ東西線,5.2,南行徳,大塚,1,51,59,35.672716,139.902227
東京メトロ東西線,5.1,行徳,大塚,1,53,61,35.682604,139.914142
東京メトロ東西線,5.6,妙典,大塚,1,55,63,35.6914851,139.9248953
東京メトロ東西線,5.3,原木中山,大塚,1,60,68,35.7033579,139.9418925
東京メトロ東西線,6.1,西船橋,大塚,1,49,57,35.7074443,139.9590775
東京メトロ千代田線,8.5,代々木上原,大塚,1,23,31,35.6690026,139.6797332
東京メトロ千代田線,9.7,代々木公園,大塚,1,25,33,35.6690987,139.6899634
東京メトロ千代田線,12.2,明治神宮前,大塚,0,21,29,35.6690374,139.7042217
東京メトロ千代田線,11.9,表参道,大塚,1,25,33,35.6652511,139.7120921
東京メトロ千代田線,10.9,乃木坂,大塚,1,31,39,35.6668266,139.7264971
東京メトロ千代田線,11.4,赤坂,大塚,1,33,41,35.6722117,139.73638
東京メトロ千代田線,11.1,国会議事堂前,大塚,1,32,40,35.67389590000001,139.7449634
