line,price,from,to,trans,min,train+walk_min
ＪＲ中央線,6.5,西荻窪,六本木一丁目,1,38,55
ＪＲ中央線,6.0,武蔵境,六本木一丁目,1,36,53
ＪＲ中央線,5.8,東小金井,六本木一丁目,1,38,55
ＪＲ中央線,5.4,武蔵小金井,六本木一丁目,1,40,57
ＪＲ埼京線,4.0,羽沢横浜国大,六本木一丁目,0,43,60
ＪＲ埼京線,6.5,十条,六本木一丁目,1,43,60
ＪＲ総武線,6.0,市川,六本木一丁目,1,43,60
ＪＲ総武線,6.0,小岩,六本木一丁目,1,40,57
ＪＲ総武線,6.0,新小岩,六本木一丁目,1,37,54
ＪＲ総武線,6.2,平井,六本木一丁目,1,34,51
ＪＲ総武線,6.5,西荻窪,六本木一丁目,1,38,55
ＪＲ総武線快速,6.0,新小岩,六本木一丁目,1,37,54
ＪＲ総武線快速,6.0,市川,六本木一丁目,1,43,60
東京メトロ東西線,5.7,西葛西,六本木一丁目,1,40,57
東京メトロ東西線,5.7,葛西,六本木一丁目,1,42,59
東京メトロ千代田線,6.5,町屋,六本木一丁目,1,35,52
東京メトロ千代田線,5.9,綾瀬,六本木一丁目,1,38,55
東京メトロ千代田線,5.9,北綾瀬,六本木一丁目,1,42,59
東京メトロ有楽町線,5.5,地下鉄成増,六本木一丁目,1,39,56
東京メトロ有楽町線,5.2,和光市,六本木一丁目,1,43,60
東京メトロ副都心線,5.5,地下鉄成増,六本木一丁目,1,39,56
東京メトロ副都心線,5.2,和光市,六本木一丁目,1,43,60
西武有楽町線,6.3,練馬,六本木一丁目,1,42,59
西武池袋線,6.3,練馬,六本木一丁目,1,42,59
西武池袋線,6.0,中村橋,六本木一丁目,1,39,56
西武池袋線,6.5,富士見台,六本木一丁目,1,40,57
西武多摩川線,6.0,武蔵境,六本木一丁目,1,36,53
東武東上線,5.2,和光市,六本木一丁目,1,43,60
東急東横線,6.0,綱島,六本木一丁目,1,35,52
東急東横線,5.8,大倉山,六本木一丁目,1,37,54
東急田園都市線,6.5,梶が谷,六本木一丁目,1,41,58
東急田園都市線,6.3,宮崎台,六本木一丁目,1,43,60
東急田園都市線,6.0,鷺沼,六本木一丁目,1,39,56
東急田園都市線,6.3,たまプラーザ,六本木一丁目,1,42,59
東急多摩川線,6.5,下丸子,六本木一丁目,1,34,51
東急世田谷線,6.3,下高井戸,六本木一丁目,1,38,55
都営三田線,6.5,新板橋,六本木一丁目,1,34,51
都営三田線,6.4,板橋本町,六本木一丁目,1,38,55
都営三田線,6.2,本蓮沼,六本木一丁目,1,40,57
都営三田線,6.2,志村坂上,六本木一丁目,1,42,59
都営三田線,6.3,志村三丁目,六本木一丁目,1,43,60
都営新宿線,6.3,東大島,六本木一丁目,1,40,57
都営新宿線,5.8,船堀,六本木一丁目,1,42,59
都営大江戸線,6.5,落合南長崎,六本木一丁目,1,37,54
都営大江戸線,6.4,新江古田,六本木一丁目,1,39,56
都営大江戸線,6.3,練馬,六本木一丁目,1,42,59
都電荒川線,6.5,滝野川一丁目,六本木一丁目,1,36,53
都電荒川線,6.5,梶原,六本木一丁目,1,35,52
都電荒川線,6.2,荒川遊園地前,六本木一丁目,1,41,58
都電荒川線,6.0,小台,六本木一丁目,1,42,59
都電荒川線,6.5,町屋駅前,六本木一丁目,1,35,52
京王井の頭線,6.3,永福町,六本木一丁目,1,38,55
京王線,6.3,下高井戸,六本木一丁目,1,38,55
京王線,6.2,桜上水,六本木一丁目,1,39,56
京王線,6.4,八幡山,六本木一丁目,1,43,60
京成本線,6.5,町屋,六本木一丁目,1,35,52
小田急線,6.1,成城学園前,六本木一丁目,1,36,53
小田急線,5.5,登戸,六本木一丁目,1,40,57
小田急線,5.0,向ヶ丘遊園,六本木一丁目,1,42,59
新交通ゆりかもめ,5.1,テレコムセンター,六本木一丁目,1,41,58
新交通ゆりかもめ,5.7,青海,六本木一丁目,1,43,60
埼玉高速鉄道,5.5,川口元郷,六本木一丁目,0,34,51
埼玉高速鉄道,5.5,南鳩ヶ谷,六本木一丁目,0,37,54
埼玉高速鉄道,5.5,鳩ヶ谷,六本木一丁目,0,39,56
埼玉高速鉄道,5.5,新井宿,六本木一丁目,0,41,58
ＪＲ相模線,4.0,入谷,六本木一丁目,1,42,59
相鉄新横浜線,4.0,羽沢横浜国大,六本木一丁目,0,43,60
ＪＲ京浜東北線,5.1,西川口,六本木一丁目,1,41,58
ＪＲ京浜東北線,5.3,川口,六本木一丁目,1,39,56
ＪＲ京浜東北線,6.5,川崎,乃木坂,1,44,51
ＪＲ京浜東北線,5.9,鶴見,乃木坂,1,50,57
ＪＲ東海道本線,6.5,川崎,乃木坂,1,44,51
ＪＲ常磐線,4.0,馬橋,乃木坂,0,45,52
ＪＲ常磐線,4.0,新松戸,乃木坂,0,48,55
ＪＲ常磐線,4.2,北小金,乃木坂,0,49,56
ＪＲ常磐線,4.0,南柏,乃木坂,0,52,59
ＪＲ南武線,6.5,川崎,乃木坂,1,44,51
ＪＲ南武線,6.2,武蔵中原,乃木坂,1,49,56
ＪＲ南武線,6.0,武蔵新城,乃木坂,1,47,54
ＪＲ南武線,4.0,稲城長沼,乃木坂,1,45,52
ＪＲ南武線,4.2,南多摩,乃木坂,1,48,55
ＪＲ南武線,5.0,府中本町,乃木坂,1,51,58
ＪＲ中央線,6.1,三鷹,乃木坂,1,46,53
ＪＲ中央線,6.0,武蔵境,乃木坂,1,53,60
ＪＲ武蔵野線,5.0,府中本町,乃木坂,1,51,58
ＪＲ武蔵野線,5.2,南浦和,乃木坂,1,51,58
ＪＲ武蔵野線,5.0,南流山,乃木坂,1,48,55
ＪＲ武蔵野線,4.0,新松戸,乃木坂,0,48,55
ＪＲ埼京線,4.0,羽沢横浜国大,乃木坂,1,48,55
ＪＲ埼京線,6.5,十条,乃木坂,1,51,58
ＪＲ総武線,6.2,船橋,乃木坂,1,51,58
ＪＲ総武線,5.3,下総中山,乃木坂,1,52,59
ＪＲ総武線,5.9,本八幡,乃木坂,1,50,57
ＪＲ総武線,6.0,市川,乃木坂,1,45,52
ＪＲ総武線,6.0,小岩,乃木坂,1,44,51
ＪＲ総武線,6.1,三鷹,乃木坂,1,46,53
ＪＲ総武線快速,6.0,市川,乃木坂,1,45,52
ＪＲ総武線快速,6.2,船橋,乃木坂,1,51,58
ＪＲ京葉線,5.5,葛西臨海公園,乃木坂,1,50,57
ＪＲ京葉線,5.0,舞浜,乃木坂,1,53,60
東京メトロ東西線,5.1,原木中山,乃木坂,1,47,54
東京メトロ有楽町線,5.2,和光市,乃木坂,1,44,51
東京メトロ副都心線,5.2,和光市,乃木坂,1,44,51
西武新宿線,4.2,所沢,乃木坂,1,53,60
西武池袋線,6.0,中村橋,乃木坂,1,52,59
西武池袋線,6.5,富士見台,乃木坂,1,53,60
西武池袋線,6.0,大泉学園,乃木坂,1,49,56
西武池袋線,5.3,保谷,乃木坂,1,51,58
西武池袋線,4.5,東久留米,乃木坂,1,45,52
西武池袋線,4.4,清瀬,乃木坂,1,48,55
西武池袋線,4.2,秋津,乃木坂,1,50,57
西武池袋線,4.2,所沢,乃木坂,1,53,60
西武多摩川線,6.0,武蔵境,乃木坂,1,53,60
東武東上線,5.2,和光市,乃木坂,1,44,51
東武伊勢崎線,5.9,竹ノ塚,乃木坂,1,45,52
東武伊勢崎線,5.0,谷塚,乃木坂,1,48,55
東武伊勢崎線,4.5,草加,乃木坂,1,45,52
東武伊勢崎線,4.8,新越谷,乃木坂,1,50,57
東武伊勢崎線,4.7,越谷,乃木坂,1,53,60
東急東横線,5.8,大倉山,乃木坂,1,50,57
東急田園都市線,5.4,江田,乃木坂,1,48,55
東急田園都市線,5.3,市が尾,乃木坂,1,50,57
東急田園都市線,5.6,藤が丘,乃木坂,1,52,59
東急田園都市線,4.8,南町田グランベリーパーク,乃木坂,1,45,52
東急田園都市線,3.8,中央林間,乃木坂,1,44,51
東急世田谷線,6.3,下高井戸,乃木坂,1,50,57
都営三田線,6.2,蓮根,乃木坂,1,45,52
都営三田線,5.5,西台,乃木坂,1,47,54
都営三田線,5.2,高島平,乃木坂,1,48,55
都営三田線,5.2,新高島平,乃木坂,1,50,57
都営三田線,4.8,西高島平,乃木坂,1,52,59
都営新宿線,5.5,一之江,乃木坂,1,44,51
都営新宿線,6.0,瑞江,乃木坂,1,46,53
都営新宿線,6.2,篠崎,乃木坂,1,52,59
都営新宿線,5.9,本八幡,乃木坂,1,50,57
都電荒川線,6.5,梶原,乃木坂,1,49,56
都電荒川線,6.2,荒川遊園地前,乃木坂,1,44,51
日暮里・舎人ライナー,5.0,谷在家,乃木坂,1,44,51
日暮里・舎人ライナー,5.2,舎人公園,乃木坂,1,46,53
日暮里・舎人ライナー,6.3,舎人,乃木坂,1,49,56
日暮里・舎人ライナー,5.6,見沼代親水公園,乃木坂,1,51,58
京王井の頭線,6.2,三鷹台,乃木坂,1,45,52
京王線,6.3,下高井戸,乃木坂,1,50,57
京王線,6.2,桜上水,乃木坂,1,52,59
京王線,6.0,仙川,乃木坂,1,51,58
京王相模原線,4.5,京王稲田堤,乃木坂,1,48,55
京王相模原線,4.0,京王永山,乃木坂,1,53,60
京成金町線,5.0,京成高砂,乃木坂,1,49,56
京成金町線,4.9,柴又,乃木坂,1,46,53
京成本線,5.0,京成高砂,乃木坂,1,49,56
小田急線,4.8,柿生,乃木坂,1,47,54
小田急線,4.0,鶴川,乃木坂,1,49,56
小田急線,4.3,玉川学園前,乃木坂,1,53,60
小田急多摩線,3.8,栗平,乃木坂,1,44,51
小田急多摩線,3.5,はるひ野,乃木坂,1,47,54
小田急多摩線,4.2,小田急永山,乃木坂,1,51,58
小田急多摩線,4.9,小田急多摩センター,乃木坂,1,53,60
北総線,5.0,京成高砂,乃木坂,1,49,56
埼玉高速鉄道,5.5,南鳩ヶ谷,乃木坂,1,46,53
埼玉高速鉄道,5.5,鳩ヶ谷,乃木坂,1,48,55
埼玉高速鉄道,5.5,新井宿,乃木坂,1,50,57
つくばエクスプレス,5.7,三郷中央,乃木坂,1,49,56
つくばエクスプレス,5.0,南流山,乃木坂,1,48,55
つくばエクスプレス,5.6,流山おおたかの森,乃木坂,1,52,59
成田スカイアクセス,5.0,京成高砂,乃木坂,1,49,56
ＪＲ鶴見線,5.9,鶴見,乃木坂,1,50,57
ＪＲ相模線,5.4,海老名,乃木坂,1,49,56
小田急小田原線,5.4,海老名,乃木坂,1,49,56
小田急小田原線,4.6,本厚木,乃木坂,1,52,59
小田急江ノ島線,3.8,中央林間,乃木坂,1,44,51
小田急江ノ島線,3.9,大和,乃木坂,1,48,55
相鉄本線,4.6,西谷,乃木坂,1,51,58
相鉄本線,3.9,大和,乃木坂,1,48,55
相鉄本線,5.4,海老名,乃木坂,1,49,56
相鉄新横浜線,4.0,羽沢横浜国大,乃木坂,1,48,55
相鉄新横浜線,4.6,西谷,乃木坂,1,51,58
みなとみらい線,6.2,元町・中華街,乃木坂,1,50,57
ＪＲ京浜東北線,5.2,南浦和,乃木坂,1,51,58
ＪＲ京浜東北線,5.0,蕨,乃木坂,1,48,55
ＪＲ京浜東北線,5.1,西川口,乃木坂,1,45,52
東武野田線,5.6,流山おおたかの森,乃木坂,1,52,59
東武野田線,6.2,船橋,乃木坂,1,51,58
新京成線,4.9,上本郷,乃木坂,1,49,56
新京成線,5.7,松戸新田,乃木坂,1,50,57
新京成線,5.3,みのり台,乃木坂,1,51,58
新京成線,5.0,八柱,乃木坂,1,53,60
新京成線,3.5,北習志野,乃木坂,1,53,60
流鉄流山線,4.0,馬橋,乃木坂,0,45,52
流鉄流山線,4.2,幸谷,乃木坂,0,53,60
東葉高速鉄道,6.3,東海神,乃木坂,1,47,54
東葉高速鉄道,3.6,飯山満,乃木坂,1,51,58
東葉高速鉄道,3.5,北習志野,乃木坂,1,53,60
ＪＲ京浜東北線,6.5,川崎,赤坂,1,44,58
ＪＲ東海道本線,6.5,川崎,赤坂,1,44,58
ＪＲ常磐線,5.5,松戸,赤坂,0,39,53
ＪＲ常磐線,4.9,北松戸,赤坂,0,41,55
ＪＲ常磐線,4.0,馬橋,赤坂,0,43,57
ＪＲ常磐線,4.0,新松戸,赤坂,0,45,59
ＪＲ南武線,6.5,川崎,赤坂,1,44,58
ＪＲ南武線,6.5,津田山,赤坂,1,43,57
ＪＲ南武線,5.5,久地,赤坂,1,42,56
ＪＲ南武線,5.1,宿河原,赤坂,1,39,53
ＪＲ南武線,4.6,中野島,赤坂,1,41,55
ＪＲ南武線,4.9,稲田堤,赤坂,1,43,57
ＪＲ南武線,4.0,矢野口,赤坂,1,45,59
ＪＲ横浜線,6.2,菊名,赤坂,1,37,51
ＪＲ横浜線,6.0,長津田,赤坂,1,43,57
ＪＲ中央線,6.5,西荻窪,赤坂,1,45,59
ＪＲ武蔵野線,5.0,南流山,赤坂,1,46,60
ＪＲ武蔵野線,4.0,新松戸,赤坂,0,45,59
ＪＲ武蔵野線,6.3,西船橋,赤坂,1,39,53
ＪＲ総武線,6.3,西船橋,赤坂,1,39,53
ＪＲ総武線,6.0,市川,赤坂,1,43,57
ＪＲ総武線,6.0,小岩,赤坂,1,42,56
ＪＲ総武線,6.0,新小岩,赤坂,1,38,52
ＪＲ総武線,6.5,西荻窪,赤坂,1,45,59
ＪＲ総武線快速,6.0,新小岩,赤坂,1,38,52
ＪＲ総武線快速,6.0,市川,赤坂,1,43,57
ＪＲ京葉線,6.3,西船橋,赤坂,1,39,53
東京メトロ東西線,5.2,行徳,赤坂,1,39,53
東京メトロ東西線,5.5,妙典,赤坂,1,41,55
東京メトロ東西線,5.1,原木中山,赤坂,1,45,59
東京メトロ東西線,6.3,西船橋,赤坂,1,39,53
東京メトロ有楽町線,5.5,地下鉄成増,赤坂,1,43,57
東京メトロ有楽町線,5.2,和光市,赤坂,1,46,60
東京メトロ副都心線,5.5,地下鉄成増,赤坂,1,43,57
東京メトロ副都心線,5.2,和光市,赤坂,1,46,60
西武池袋線,6.0,中村橋,赤坂,1,43,57
西武池袋線,6.5,富士見台,赤坂,1,44,58
西武池袋線,6.3,石神井公園,赤坂,1,39,53
西武池袋線,5.0,ひばりヶ丘,赤坂,1,45,59
東武東上線,5.2,和光市,赤坂,1,46,60
東武伊勢崎線,6.0,梅島,赤坂,1,37,51
東武伊勢崎線,5.9,竹ノ塚,赤坂,1,43,57
東武伊勢崎線,5.0,谷塚,赤坂,1,46,60
東武伊勢崎線,4.5,草加,赤坂,1,43,57
東急東横線,6.2,新丸子,赤坂,1,38,52
東急東横線,6.2,元住吉,赤坂,1,41,55
東急東横線,6.0,綱島,赤坂,1,38,52
東急東横線,6.2,菊名,赤坂,1,37,51
東急田園都市線,5.7,宮前平,赤坂,1,37,51
東急田園都市線,5.2,青葉台,赤坂,1,38,52
東急田園都市線,6.0,長津田,赤坂,1,43,57
東急田園都市線,3.8,中央林間,赤坂,1,46,60
東急目黒線,6.2,新丸子,赤坂,1,38,52
東急目黒線,6.2,元住吉,赤坂,1,41,55
都営三田線,6.2,本蓮沼,赤坂,1,37,51
都営三田線,6.2,志村坂上,赤坂,1,39,53
都営三田線,6.3,志村三丁目,赤坂,1,40,54
都営三田線,6.2,蓮根,赤坂,1,43,57
都営三田線,5.5,西台,赤坂,1,45,59
都営三田線,5.2,高島平,赤坂,1,46,60
都営新宿線,6.3,東大島,赤坂,1,37,51
都営新宿線,5.8,船堀,赤坂,1,39,53
都営新宿線,5.5,一之江,赤坂,1,42,56
都営新宿線,6.0,瑞江,赤坂,1,44,58
都営大江戸線,6.5,落合南長崎,赤坂,1,44,58
都営大江戸線,6.4,新江古田,赤坂,1,46,60
都電荒川線,6.2,荒川遊園地前,赤坂,1,42,56
都電荒川線,6.0,小台,赤坂,1,40,54
日暮里・舎人ライナー,6.5,江北,赤坂,1,40,54
日暮里・舎人ライナー,5.6,西新井大師西,赤坂,1,41,55
日暮里・舎人ライナー,5.0,谷在家,赤坂,1,41,55
日暮里・舎人ライナー,5.2,舎人公園,赤坂,1,44,58
日暮里・舎人ライナー,6.3,舎人,赤坂,1,45,59
京王井の頭線,6.2,西永福,赤坂,1,38,52
京王井の頭線,5.9,浜田山,赤坂,1,40,54
京王井の頭線,6.0,高井戸,赤坂,1,42,56
京王井の頭線,5.7,富士見ヶ丘,赤坂,1,44,58
京成押上線,5.4,青砥,赤坂,1,40,54
京成金町線,4.9,柴又,赤坂,1,44,58
京成金町線,4.9,京成金町,赤坂,0,38,52
京成本線,5.5,お花茶屋,赤坂,1,37,51
京成本線,5.4,青砥,赤坂,1,40,54
小田急線,4.5,生田,赤坂,1,40,54
小田急線,4.3,読売ランド前,赤坂,1,42,56
小田急線,4.6,百合ヶ丘,赤坂,1,44,58
小田急線,4.7,新百合ヶ丘,赤坂,0,39,53
小田急線,4.8,相模大野,赤坂,1,41,55
小田急多摩線,4.7,新百合ヶ丘,赤坂,0,39,53
小田急多摩線,4.4,五月台,赤坂,1,44,58
小田急多摩線,3.8,栗平,赤坂,1,46,60
埼玉高速鉄道,5.5,川口元郷,赤坂,1,40,54
埼玉高速鉄道,5.5,南鳩ヶ谷,赤坂,1,44,58
埼玉高速鉄道,5.5,鳩ヶ谷,赤坂,1,45,59
つくばエクスプレス,5.5,六町,赤坂,1,37,51
つくばエクスプレス,5.8,八潮,赤坂,1,40,54
つくばエクスプレス,5.7,三郷中央,赤坂,1,43,57
つくばエクスプレス,5.0,南流山,赤坂,1,46,60
成田スカイアクセス,5.4,青砥,赤坂,1,40,54
東急こどもの国線,6.0,長津田,赤坂,1,43,57
小田急小田原線,4.8,相模大野,赤坂,1,41,55
小田急江ノ島線,4.8,相模大野,赤坂,1,41,55
小田急江ノ島線,3.8,中央林間,赤坂,1,46,60
ＪＲ京浜東北線,5.0,蕨,赤坂,1,45,59
ＪＲ京浜東北線,5.1,西川口,赤坂,1,43,57
ＪＲ京浜東北線,5.3,川口,赤坂,1,40,54
新京成線,5.5,松戸,赤坂,0,39,53
