line,price,from,to,trans,min,train+walk_min
ＪＲ横浜線,6.2,菊名,六本木,1,28,35
ＪＲ中央線,6.5,西荻窪,六本木,1,33,40
ＪＲ中央線,6.3,吉祥寺,六本木,1,31,38
ＪＲ八高線,4.4,小川町,六本木,1,25,32
ＪＲ埼京線,6.5,十条,六本木,1,31,38
ＪＲ総武線,6.5,西荻窪,六本木,1,33,40
ＪＲ総武線,6.3,吉祥寺,六本木,1,31,38
ＪＲ京葉線,5.0,舞浜,六本木,1,33,40
東京メトロ東西線,5.7,西葛西,六本木,1,30,37
東京メトロ東西線,5.7,葛西,六本木,1,32,39
東京メトロ千代田線,6.5,町屋,六本木,1,32,39
西武有楽町線,6.3,練馬,六本木,0,27,34
西武池袋線,6.5,江古田,六本木,1,32,39
西武池袋線,6.3,練馬,六本木,0,27,34
東武東上線,4.4,小川町,六本木,1,25,32
東急東横線,6.2,新丸子,六本木,1,31,38
東急東横線,6.2,元住吉,六本木,1,33,40
東急東横線,6.1,日吉,六本木,1,25,32
東急東横線,6.0,綱島,六本木,1,28,35
東急東横線,6.2,菊名,六本木,1,28,35
東急目黒線,6.2,新丸子,六本木,1,31,38
東急目黒線,6.2,元住吉,六本木,1,33,40
東急目黒線,6.1,日吉,六本木,1,25,32
東急世田谷線,6.3,下高井戸,六本木,1,28,35
都営大江戸線,6.4,新江古田,六本木,0,24,31
都営大江戸線,6.3,練馬,六本木,0,27,34
都電荒川線,6.5,町屋駅前,六本木,1,32,39
京王井の頭線,6.3,吉祥寺,六本木,1,31,38
京王線,6.3,下高井戸,六本木,1,28,35
京王線,6.2,桜上水,六本木,1,30,37
京王線,6.4,八幡山,六本木,1,33,40
京王線,6.0,千歳烏山,六本木,1,30,37
京王線,5.8,つつじヶ丘,六本木,1,33,40
京成本線,6.5,町屋,六本木,1,32,39
小田急線,6.3,梅ヶ丘,六本木,1,33,40
東京モノレール,6.5,流通センター,六本木,1,27,34
東京モノレール,6.5,昭和島,六本木,1,33,40
ＪＲ相模線,4.0,入谷,六本木,0,29,36
グリーンライン,6.1,日吉,六本木,1,25,32
東京メトロ千代田線,4.0,二重橋前,六本木一丁目,1,16,33
東京メトロ有楽町線,4.0,桜田門,六本木一丁目,1,15,32
東京メトロ南北線,6.5,西ケ原,六本木一丁目,0,22,39
ＪＲ京浜東北線,6.4,王子,乃木坂,1,32,39
ＪＲ常磐線,5.9,綾瀬,乃木坂,0,31,38
ＪＲ南武線,6.3,武蔵小杉,乃木坂,1,26,33
ＪＲ南武線,5.5,登戸,乃木坂,0,26,33
ＪＲ横須賀線,6.3,武蔵小杉,乃木坂,1,26,33
ＪＲ埼京線,6.3,武蔵小杉,乃木坂,1,26,33
湘南新宿ライン宇須,6.3,武蔵小杉,乃木坂,1,26,33
湘南新宿ライン高海,6.3,武蔵小杉,乃木坂,1,26,33
東京メトロ東西線,5.7,西葛西,乃木坂,1,32,39
東京メトロ千代田線,6.5,町屋,乃木坂,0,28,35
東京メトロ千代田線,5.9,綾瀬,乃木坂,0,31,38
東京メトロ有楽町線,6.2,千川,乃木坂,1,27,34
東京メトロ有楽町線,6.5,小竹向原,乃木坂,1,29,36
東京メトロ南北線,6.5,西ケ原,乃木坂,1,30,37
東京メトロ南北線,6.4,王子,乃木坂,1,32,39
東京メトロ副都心線,6.2,千川,乃木坂,1,27,34
東京メトロ副都心線,6.5,小竹向原,乃木坂,1,29,36
西武有楽町線,6.5,小竹向原,乃木坂,1,29,36
西武有楽町線,6.5,新桜台,乃木坂,1,30,37
西武有楽町線,6.3,練馬,乃木坂,1,32,39
西武池袋線,6.3,練馬,乃木坂,1,32,39
東急東横線,6.3,多摩川,乃木坂,1,27,34
東急東横線,6.3,武蔵小杉,乃木坂,1,26,33
東急田園都市線,6.5,梶が谷,乃木坂,1,31,38
東急田園都市線,6.3,宮崎台,乃木坂,1,33,40
東急田園都市線,6.0,鷺沼,乃木坂,1,29,36
東急田園都市線,6.3,たまプラーザ,乃木坂,1,29,36
東急田園都市線,6.0,あざみ野,乃木坂,1,31,38
東急目黒線,6.3,多摩川,乃木坂,1,27,34
東急目黒線,6.3,武蔵小杉,乃木坂,1,26,33
東急多摩川線,6.3,多摩川,乃木坂,1,27,34
都営三田線,6.5,新板橋,乃木坂,1,33,40
都営大江戸線,6.3,練馬,乃木坂,1,32,39
都電荒川線,6.0,東尾久三丁目,乃木坂,1,33,40
都電荒川線,6.5,町屋駅前,乃木坂,0,28,35
京王井の頭線,6.3,永福町,乃木坂,1,25,32
京王井の頭線,6.3,久我山,乃木坂,1,31,38
京成本線,6.5,町屋,乃木坂,0,28,35
小田急線,5.8,喜多見,乃木坂,1,26,33
小田急線,5.7,狛江,乃木坂,1,28,35
小田急線,5.9,和泉多摩川,乃木坂,1,29,36
小田急線,5.5,登戸,乃木坂,0,26,33
小田急線,5.0,向ヶ丘遊園,乃木坂,0,30,37
ＪＲ相模線,4.0,入谷,乃木坂,1,30,37
ブルーライン,6.0,あざみ野,乃木坂,1,31,38
ＪＲ八高線,4.4,小川町,赤坂,0,18,32
東京メトロ千代田線,6.5,町屋,赤坂,0,26,40
東京メトロ有楽町線,4.0,桜田門,赤坂,1,17,31
東武東上線,4.4,小川町,赤坂,0,18,32
都電荒川線,6.5,町屋駅前,赤坂,0,26,40
京成本線,6.5,町屋,赤坂,0,26,40
小田急線,6.3,梅ヶ丘,赤坂,1,19,33
小田急線,6.3,豪徳寺,赤坂,1,20,34
小田急線,6.4,経堂,赤坂,0,19,33
小田急線,6.1,千歳船橋,赤坂,1,22,36
小田急線,6.5,祖師ヶ谷大蔵,赤坂,1,24,38
小田急線,6.1,成城学園前,赤坂,0,22,36
