line,from,to,trans,min
JR南武線,分倍河原,内幸町,1,68
JR南武線,府中本町,内幸町,1,65
JR南武線,南多摩,内幸町,1,63
JR南武線,稲城長沼,内幸町,1,60
JR南武線,矢野口,内幸町,1,58
JR南武線,稲田堤,内幸町,1,55
JR南武線,中野島,内幸町,1,53
JR南武線,登戸,内幸町,1,50
JR南武線,宿河原,内幸町,1,48
JR南武線,久地,内幸町,1,46
JR南武線,津田山,内幸町,1,44
JR南武線,武蔵溝ノ口,内幸町,1,41
JR南武線,武蔵新城,内幸町,1,38
JR南武線,武蔵中原,内幸町,1,36
JR南武線,武蔵小杉,内幸町,0,26
JR南武線,向河原,内幸町,1,34
JR南武線,平間,内幸町,1,36
JR南武線,鹿島田,内幸町,0,38
JR南武線,矢向,内幸町,1,37
JR南武線,尻手,内幸町,1,35
JR南武線,川崎,内幸町,0,28
JR埼京線,北与野,内幸町,1,62
JR埼京線,与野本町,内幸町,1,60
JR埼京線,南与野,内幸町,1,58
JR埼京線,中浦和,内幸町,1,56
JR埼京線,武蔵浦和,内幸町,1,52
JR埼京線,北戸田,内幸町,1,49
JR埼京線,戸田公園,内幸町,1,44
JR埼京線,浮間舟渡,内幸町,1,41
JR埼京線,北赤羽,内幸町,1,39
JR埼京線,赤羽,内幸町,0,32
JR埼京線,十条,内幸町,1,33
JR埼京線,板橋,内幸町,0,30
JR埼京線,池袋,内幸町,0,41
JR埼京線,新宿,内幸町,0,42
JR埼京線,渋谷,内幸町,0,23
JR埼京線,恵比寿,内幸町,0,32
JR埼京線,大崎,内幸町,0,24
JR埼京線,西大井,内幸町,0,21
JR埼京線,武蔵小杉,内幸町,0,26
JR埼京線,羽沢横浜国大,内幸町,0,44
JR外房線,千葉,内幸町,0,57
JR外房線,本千葉,内幸町,0,60
JR外房線,蘇我,内幸町,0,63
JR外房線,鎌取,内幸町,0,78
JR外房線,誉田,内幸町,0,81
JR外房線,土気,内幸町,0,86
JR外房線,大網,内幸町,0,91
JR外房線,永田,内幸町,0,19
JR外房線,本納,内幸町,1,98
JR外房線,新茂原,内幸町,1,102
JR外房線,茂原,内幸町,1,94
JR外房線,八積,内幸町,1,109
JR外房線,上総一ノ宮,内幸町,0,106
JR外房線,東浪見,内幸町,1,112
JR外房線,太東,内幸町,1,116
JR外房線,長者町,内幸町,1,119
JR外房線,三門,内幸町,1,122
JR外房線,浪花,内幸町,1,150
JR外房線,御宿,内幸町,1,117
JR外房線,勝浦,内幸町,1,123
JR外房線,鵜原,内幸町,1,145
JR外房線,上総興津,内幸町,1,149
JR外房線,安房小湊,内幸町,1,159
JR外房線,安房天津,内幸町,1,163
JR宇都宮線,矢板,内幸町,2,118
JR宇都宮線,片岡,内幸町,2,112
JR宇都宮線,蒲須坂,内幸町,2,108
JR宇都宮線,氏家,内幸町,2,103
JR宇都宮線,宝積寺,内幸町,2,98
JR宇都宮線,宇都宮,内幸町,1,79
JR宇都宮線,雀宮,内幸町,0,132
JR宇都宮線,石橋,内幸町,3,215
JR宇都宮線,自治医大,内幸町,0,121
JR宇都宮線,小金井,内幸町,0,119
JR宇都宮線,小山,内幸町,0,110
JR宇都宮線,間々田,内幸町,0,104
JR宇都宮線,野木,内幸町,0,100
JR宇都宮線,古河,内幸町,0,96
JR宇都宮線,栗橋,内幸町,0,89
JR宇都宮線,東鷲宮,内幸町,0,84
JR宇都宮線,久喜,内幸町,0,80
JR宇都宮線,新白岡,内幸町,0,77
JR宇都宮線,白岡,内幸町,0,73
JR宇都宮線,蓮田,内幸町,0,69
JR宇都宮線,東大宮,内幸町,0,64
JR宇都宮線,土呂,内幸町,0,61
JR宇都宮線,さいたま新都心,内幸町,0,46
JR宇都宮線,浦和,内幸町,0,41
JR宇都宮線,赤羽,内幸町,0,32
JR宇都宮線,尾久,内幸町,0,27
JR宇都宮線,上野,内幸町,0,20
JR山手線,大崎,内幸町,0,24
JR山手線,五反田,内幸町,0,22
JR山手線,目黒,内幸町,0,13
JR山手線,恵比寿,内幸町,0,32
JR山手線,渋谷,内幸町,0,23
JR山手線,原宿,内幸町,0,37
JR山手線,代々木,内幸町,0,40
JR山手線,新宿,内幸町,0,42
JR山手線,新大久保,内幸町,0,44
JR山手線,高田馬場,内幸町,0,46
JR山手線,目白,内幸町,0,44
JR山手線,池袋,内幸町,0,41
JR山手線,大塚,内幸町,0,38
JR山手線,巣鴨,内幸町,0,17
JR山手線,駒込,内幸町,0,34
JR山手線,田端,内幸町,0,32
JR山手線,西日暮里,内幸町,0,30
JR山手線,日暮里,内幸町,0,28
JR山手線,鶯谷,内幸町,0,26
JR山手線,上野,内幸町,0,20
JR山手線,御徒町,内幸町,0,22
JR山手線,秋葉原,内幸町,0,20
JR山手線,神田,内幸町,0,17
JR山手線,東京,内幸町,0,13
JR山手線,有楽町,内幸町,0,7
JR山手線,新橋,内幸町,0,7
JR山手線,浜松町,内幸町,0,13
JR山手線,田町,内幸町,0,13
JR山手線,高輪ゲートウェイ,内幸町,0,18
JR山手線,品川,内幸町,0,16
JR川越線,日進,内幸町,5,735
JR川越線,西大宮,内幸町,1,62
JR川越線,指扇,内幸町,1,65
JR川越線,南古谷,内幸町,1,70
JR川越線,川越,内幸町,1,76
JR川越線,西川越,内幸町,2,84
JR川越線,的場,内幸町,2,87
JR川越線,笠幡,内幸町,2,91
JR川越線,武蔵高萩,内幸町,2,95
JR川越線,高麗川,内幸町,2,99
JR常磐線,大津港,内幸町,2,173
JR常磐線,磯原,内幸町,1,158
JR常磐線,南中郷,内幸町,2,163
JR常磐線,高萩,内幸町,1,152
JR常磐線,十王,内幸町,2,154
JR常磐線,小木津,内幸町,2,150
JR常磐線,日立,内幸町,1,141
JR常磐線,常陸多賀,内幸町,1,137
JR常磐線,大甕,内幸町,1,140
JR常磐線,東海,内幸町,1,107
JR常磐線,佐和,内幸町,2,140
JR常磐線,勝田,内幸町,1,123
JR常磐線,水戸,内幸町,1,117
JR常磐線,赤塚,内幸町,1,48
JR常磐線,内原,内幸町,1,135
JR常磐線,友部,内幸町,1,130
JR常磐線,岩間,内幸町,1,125
JR常磐線,羽鳥,内幸町,1,121
JR常磐線,石岡,内幸町,1,116
JR常磐線,神立,内幸町,1,107
JR常磐線,土浦,内幸町,0,96
JR常磐線,荒川沖,内幸町,0,90
JR常磐線,ひたち野うしく,内幸町,0,86
JR常磐線,牛久,内幸町,0,82
JR常磐線,藤代,内幸町,0,73
JR常磐線,取手,内幸町,0,68
JR常磐線,天王台,内幸町,0,64
JR常磐線,我孫子,内幸町,3,229
JR常磐線,柏,内幸町,3,220
JR常磐線,松戸,内幸町,0,46
JR常磐線,北千住,内幸町,0,37
JR常磐線,南千住,内幸町,0,34
JR常磐線,三河島,内幸町,0,31
JR常磐線,日暮里,内幸町,0,28
JR常磐線,上野,内幸町,0,20
JR御殿場線,国府津,内幸町,0,82
JR御殿場線,下曽我,内幸町,1,95
JR御殿場線,上大井,内幸町,1,99
JR御殿場線,相模金子,内幸町,1,103
JR御殿場線,松田,内幸町,1,106
JR御殿場線,東山北,内幸町,1,111
JR御殿場線,山北,内幸町,1,115
JR御殿場線,谷峨,内幸町,1,123
JR成田線,佐倉,内幸町,0,77
JR成田線,酒々井,内幸町,0,83
JR成田線,成田,内幸町,0,102
JR成田線,久住,内幸町,0,104
JR成田線,滑河,内幸町,0,111
JR成田線,下総神崎,内幸町,0,117
JR成田線,大戸,内幸町,0,122
JR成田線,佐原,内幸町,0,126
JR成田線,香取,内幸町,0,131
JR成田線,水郷,内幸町,1,136
JR成田線,小見川,内幸町,1,141
JR成田線,笹川,内幸町,1,147
JR成田線,下総橘,内幸町,1,155
JR成田線,下総豊里,内幸町,1,159
JR成田線,椎柴,内幸町,1,164
JR成田線,松岸,内幸町,1,154
JR成田線,銚子,内幸町,1,158
JR東海道線,東京,内幸町,0,13
JR東海道線,新橋,内幸町,0,7
JR東海道線,品川,内幸町,0,16
JR東海道線,川崎,内幸町,0,28
JR東海道線,横浜,内幸町,0,37
JR東海道線,戸塚,内幸町,0,48
JR東海道線,大船,内幸町,0,54
JR東海道線,藤沢,内幸町,0,55
JR東海道線,辻堂,内幸町,0,64
JR東海道線,茅ケ崎,内幸町,0,63
JR東海道線,平塚,内幸町,0,70
JR東海道線,大磯,内幸町,0,82
JR東海道線,二宮,内幸町,0,78
JR東海道線,国府津,内幸町,0,82
JR東海道線,鴨宮,内幸町,0,96
JR東海道線,小田原,内幸町,0,88
JR東海道線,早川,内幸町,0,105
JR東海道線,根府川,内幸町,0,110
JR東海道線,真鶴,内幸町,0,115
JR東海道線,湯河原,内幸町,0,119
JR東金線,大網,内幸町,0,91
JR東金線,福俵,内幸町,1,96
JR東金線,東金,内幸町,1,99
JR東金線,求名,内幸町,1,110
JR東金線,成東,内幸町,0,115
JR根岸線,大船,内幸町,0,54
JR根岸線,本郷台,内幸町,0,77
JR根岸線,港南台,内幸町,0,74
JR根岸線,洋光台,内幸町,0,72
JR根岸線,新杉田,内幸町,0,68
JR根岸線,磯子,内幸町,0,65
JR根岸線,根岸,内幸町,0,62
JR根岸線,山手,内幸町,0,59
JR根岸線,石川町,内幸町,0,57
JR根岸線,関内,内幸町,0,55
JR根岸線,桜木町,内幸町,0,53
JR根岸線,横浜,内幸町,0,37
JR横浜線,八王子,内幸町,1,87
JR横浜線,片倉,内幸町,1,96
JR横浜線,八王子みなみ野,内幸町,1,94
JR横浜線,相原,内幸町,1,90
JR横浜線,橋本,内幸町,1,87
JR横浜線,相模原,内幸町,1,84
JR横浜線,矢部,内幸町,1,81
JR横浜線,淵野辺,内幸町,1,79
JR横浜線,古淵,内幸町,1,76
JR横浜線,町田,内幸町,1,70
JR横浜線,成瀬,内幸町,1,66
JR横浜線,長津田,内幸町,1,63
JR横浜線,十日市場,内幸町,1,60
JR横浜線,中山,内幸町,1,57
JR横浜線,鴨居,内幸町,1,54
JR横浜線,小机,内幸町,1,50
JR横浜線,新横浜,内幸町,0,39
JR横浜線,菊名,内幸町,1,41
JR横浜線,大口,内幸町,1,47
JR横浜線,東神奈川,内幸町,0,46
JR横須賀線,東京,内幸町,0,13
JR横須賀線,新橋,内幸町,0,7
JR横須賀線,品川,内幸町,0,16
JR横須賀線,西大井,内幸町,0,21
JR横須賀線,武蔵小杉,内幸町,0,26
