line,from,to,trans,min
JR京葉線,潮見,溜池山王,1,36
JR京葉線,新木場,溜池山王,1,25
JR京葉線,葛西臨海公園,溜池山王,1,46
JR京葉線,舞浜,溜池山王,1,48
JR京葉線,新浦安,溜池山王,1,51
JR京葉線,市川塩浜,溜池山王,1,55
JR京葉線,二俣新町,溜池山王,1,59
JR京葉線,南船橋,溜池山王,1,62
JR京葉線,新習志野,溜池山王,1,65
JR京葉線,海浜幕張,溜池山王,1,70
JR京葉線,検見川浜,溜池山王,1,73
JR京葉線,稲毛海岸,溜池山王,1,75
JR京葉線,千葉みなと,溜池山王,1,79
JR京葉線,蘇我,溜池山王,1,70
JR八高線,八王子,溜池山王,1,67
JR八高線,北八王子,溜池山王,2,73
JR八高線,小宮,溜池山王,2,80
JR八高線,拝島,溜池山王,1,71
JR八高線,東福生,溜池山王,2,80
JR八高線,箱根ケ崎,溜池山王,2,84
JR八高線,金子,溜池山王,2,89
JR八高線,東飯能,溜池山王,2,95
JR八高線,高麗川,溜池山王,2,101
JR八高線,毛呂,溜池山王,3,110
JR八高線,越生,溜池山王,2,114
JR八高線,明覚,溜池山王,2,149
JR八高線,小川町,溜池山王,0,24
JR八高線,竹沢,溜池山王,2,140
JR八高線,折原,溜池山王,2,139
JR八高線,寄居,溜池山王,2,113
JR八高線,用土,溜池山王,2,128
JR八高線,児玉,溜池山王,2,119
JR八高線,丹荘,溜池山王,2,114
JR八高線,群馬藤岡,溜池山王,2,105
JR八高線,北藤岡,溜池山王,2,100
JR八高線,倉賀野,溜池山王,1,131
JR八高線,高崎,溜池山王,1,80
JR内房線,千葉,溜池山王,1,56
JR内房線,本千葉,溜池山王,1,67
JR内房線,蘇我,溜池山王,1,70
JR内房線,浜野,溜池山王,1,66
JR内房線,八幡宿,溜池山王,1,69
JR内房線,五井,溜池山王,1,73
JR内房線,姉ケ崎,溜池山王,1,78
JR内房線,袖ケ浦,溜池山王,1,87
JR内房線,巌根,溜池山王,1,109
JR内房線,木更津,溜池山王,1,93
JR内房線,君津,溜池山王,1,100
JR内房線,青堀,溜池山王,2,117
JR内房線,大貫,溜池山王,2,122
JR内房線,佐貫町,溜池山王,2,126
JR内房線,上総湊,溜池山王,2,131
JR内房線,竹岡,溜池山王,2,137
JR内房線,浜金谷,溜池山王,2,142
JR内房線,安房勝山,溜池山王,2,150
JR内房線,岩井,溜池山王,2,153
JR内房線,富浦,溜池山王,3,462
JR内房線,那古船形,溜池山王,2,162
JR内房線,館山,溜池山王,2,167
JR内房線,九重,溜池山王,2,173
JR内房線,千倉,溜池山王,2,179
JR内房線,江見,溜池山王,3,591
JR内房線,太海,溜池山王,3,491
JR南武線,立川,溜池山王,1,57
JR南武線,西国立,溜池山王,1,71
JR南武線,矢川,溜池山王,1,69
JR南武線,谷保,溜池山王,1,67
JR南武線,西府,溜池山王,1,64
JR南武線,分倍河原,溜池山王,1,62
JR南武線,府中本町,溜池山王,1,60
JR南武線,南多摩,溜池山王,1,57
JR南武線,稲城長沼,溜池山王,1,55
JR南武線,矢野口,溜池山王,1,52
JR南武線,稲田堤,溜池山王,1,50
JR南武線,中野島,溜池山王,1,48
JR南武線,登戸,溜池山王,0,38
JR南武線,宿河原,溜池山王,1,43
JR南武線,久地,溜池山王,1,45
JR南武線,津田山,溜池山王,1,47
JR南武線,武蔵溝ノ口,溜池山王,1,38
JR南武線,武蔵新城,溜池山王,1,38
JR南武線,武蔵中原,溜池山王,1,36
JR南武線,武蔵小杉,溜池山王,0,27
JR南武線,向河原,溜池山王,1,33
JR南武線,平間,溜池山王,1,35
JR南武線,鹿島田,溜池山王,1,37
JR南武線,矢向,溜池山王,1,40
JR南武線,尻手,溜池山王,1,42
JR南武線,川崎,溜池山王,1,25
JR埼京線,北与野,溜池山王,1,64
JR埼京線,与野本町,溜池山王,1,63
JR埼京線,南与野,溜池山王,1,60
JR埼京線,中浦和,溜池山王,1,58
JR埼京線,武蔵浦和,溜池山王,1,50
JR埼京線,北戸田,溜池山王,1,47
JR埼京線,戸田公園,溜池山王,1,42
JR埼京線,浮間舟渡,溜池山王,1,39
JR埼京線,北赤羽,溜池山王,1,37
JR埼京線,赤羽,溜池山王,0,47
JR埼京線,十条,溜池山王,1,31
JR埼京線,板橋,溜池山王,1,28
JR埼京線,池袋,溜池山王,0,35
JR埼京線,新宿,溜池山王,0,28
JR埼京線,渋谷,溜池山王,0,10
JR埼京線,恵比寿,溜池山王,1,18
JR埼京線,大崎,溜池山王,1,20
JR埼京線,西大井,溜池山王,1,19
JR埼京線,武蔵小杉,溜池山王,0,27
JR埼京線,羽沢横浜国大,溜池山王,0,46
JR外房線,千葉,溜池山王,1,56
JR外房線,本千葉,溜池山王,1,67
JR外房線,蘇我,溜池山王,1,70
JR外房線,鎌取,溜池山王,2,70
JR外房線,誉田,溜池山王,1,88
JR外房線,土気,溜池山王,1,83
JR外房線,大網,溜池山王,1,88
JR外房線,永田,溜池山王,0,1
JR外房線,本納,溜池山王,1,105
JR外房線,新茂原,溜池山王,1,108
JR外房線,茂原,溜池山王,1,96
JR外房線,八積,溜池山王,2,107
JR外房線,上総一ノ宮,溜池山王,1,103
JR外房線,東浪見,溜池山王,2,110
JR外房線,太東,溜池山王,2,124
JR外房線,長者町,溜池山王,2,117
JR外房線,三門,溜池山王,2,120
JR外房線,浪花,溜池山王,2,139
JR外房線,御宿,溜池山王,1,122
JR外房線,勝浦,溜池山王,1,128
JR外房線,鵜原,溜池山王,2,143
JR外房線,上総興津,溜池山王,2,147
JR外房線,安房小湊,溜池山王,2,157
JR外房線,安房天津,溜池山王,2,161
JR宇都宮線,矢板,溜池山王,2,128
JR宇都宮線,片岡,溜池山王,2,122
JR宇都宮線,蒲須坂,溜池山王,2,118
JR宇都宮線,氏家,溜池山王,2,113
JR宇都宮線,宝積寺,溜池山王,2,108
JR宇都宮線,宇都宮,溜池山王,1,85
JR宇都宮線,雀宮,溜池山王,1,135
JR宇都宮線,石橋,溜池山王,4,214
JR宇都宮線,自治医大,溜池山王,1,125
JR宇都宮線,小金井,溜池山王,1,117
JR宇都宮線,小山,溜池山王,1,74
JR宇都宮線,間々田,溜池山王,1,102
JR宇都宮線,野木,溜池山王,1,98
JR宇都宮線,古河,溜池山王,1,94
JR宇都宮線,栗橋,溜池山王,1,87
JR宇都宮線,東鷲宮,溜池山王,1,82
JR宇都宮線,久喜,溜池山王,1,78
JR宇都宮線,新白岡,溜池山王,1,75
JR宇都宮線,白岡,溜池山王,1,71
JR宇都宮線,蓮田,溜池山王,1,67
JR宇都宮線,東大宮,溜池山王,1,62
JR宇都宮線,土呂,溜池山王,1,59
JR宇都宮線,さいたま新都心,溜池山王,1,43
JR宇都宮線,浦和,溜池山王,1,38
JR宇都宮線,赤羽,溜池山王,0,47
JR宇都宮線,尾久,溜池山王,1,24
JR宇都宮線,上野,溜池山王,0,19
JR山手線,大崎,溜池山王,1,20
JR山手線,五反田,溜池山王,1,18
JR山手線,目黒,溜池山王,0,12
JR山手線,恵比寿,溜池山王,1,18
JR山手線,渋谷,溜池山王,0,10
JR山手線,原宿,溜池山王,0,19
JR山手線,代々木,溜池山王,1,14
JR山手線,新宿,溜池山王,0,28
JR山手線,新大久保,溜池山王,1,25
JR山手線,高田馬場,溜池山王,1,24
