line,from,to,trans,req_min,req_min+walk,price
東京メトロ日比谷線,八丁堀,新富町,0,9,17,9.8
東京メトロ日比谷線,築地,新富町,0,6,14,9.2
東京メトロ日比谷線,東銀座,新富町,0,9,17,10.5
東京メトロ日比谷線,銀座,新富町,0,8,16,10.9
東京メトロ日比谷線,日比谷,新富町,0,9,17,8.7
東京メトロ日比谷線,霞ケ関,新富町,0,15,23,10.7
東京メトロ日比谷線,虎ノ門ヒルズ,新富町,0,17,25,11.6
東京メトロ日比谷線,神谷町,新富町,0,19,27,11.8
東京メトロ日比谷線,六本木,新富町,0,22,30,11.6
東京メトロ日比谷線,広尾,新富町,0,25,33,11.2
東京メトロ日比谷線,恵比寿,新富町,0,29,37,11.0
東京メトロ日比谷線,中目黒,新富町,0,32,40,9.2
東京メトロ有楽町線,和光市,新富町,0,48,56,5.2
東京メトロ有楽町線,地下鉄成増,新富町,0,44,52,5.5
東京メトロ有楽町線,地下鉄赤塚,新富町,0,41,49,6.9
東京メトロ有楽町線,氷川台,新富町,0,36,44,5.7
東京メトロ有楽町線,小竹向原,新富町,0,33,41,6.5
東京メトロ有楽町線,千川,新富町,0,31,39,6.2
東京メトロ有楽町線,要町,新富町,0,29,37,6.9
東京メトロ有楽町線,池袋,新富町,0,26,34,7.4
東京メトロ有楽町線,東池袋,新富町,0,23,31,7.2
東京メトロ有楽町線,護国寺,新富町,0,21,29,7.0
東京メトロ有楽町線,江戸川橋,新富町,0,18,26,8.2
東京メトロ有楽町線,飯田橋,新富町,0,15,23,9.5
東京メトロ有楽町線,市ケ谷,新富町,0,12,20,9.8
東京メトロ有楽町線,麹町,新富町,0,10,18,11.5
東京メトロ有楽町線,永田町,新富町,0,8,16,12.3
東京メトロ有楽町線,桜田門,新富町,0,5,13,4.0
東京メトロ有楽町線,有楽町,新富町,0,3,11,10.8
東京メトロ有楽町線,銀座一丁目,新富町,0,1,9,10.4
東京メトロ有楽町線,月島,新富町,0,2,10,9.9
東京メトロ有楽町線,豊洲,新富町,0,4,12,10.0
東京メトロ有楽町線,辰巳,新富町,0,7,15,9.0
東京メトロ有楽町線,新木場,新富町,0,10,18,9.1
東京メトロ東西線,西船橋,新富町,1,36,44,6.3
東京メトロ東西線,原木中山,新富町,1,45,53,5.1
東京メトロ東西線,妙典,新富町,1,40,48,5.5
東京メトロ東西線,行徳,新富町,1,38,46,5.2
東京メトロ東西線,南行徳,新富町,1,38,46,5.3
東京メトロ東西線,浦安,新富町,1,35,43,5.3
東京メトロ東西線,葛西,新富町,1,32,40,5.7
東京メトロ東西線,西葛西,新富町,1,30,38,5.7
東京メトロ東西線,南砂町,新富町,1,26,34,7.5
東京メトロ東西線,東陽町,新富町,1,21,29,8.0
東京メトロ東西線,木場,新富町,1,19,27,8.5
東京メトロ東西線,門前仲町,新富町,1,7,15,8.7
東京メトロ東西線,茅場町,新富町,0,10,18,9.2
東京メトロ東西線,大手町,新富町,1,13,21,10.8
東京メトロ東西線,竹橋,新富町,1,18,26,10.5
東京メトロ東西線,九段下,新富町,1,17,25,10.0
東京メトロ東西線,飯田橋,新富町,0,15,23,9.5
東京メトロ東西線,神楽坂,新富町,1,26,34,8.7
東京メトロ東西線,早稲田,新富町,1,37,45,7.5
東京メトロ東西線,高田馬場,新富町,1,32,40,7.5
東京メトロ東西線,落合,新富町,1,36,44,7.0
東京メトロ東西線,中野,新富町,1,35,43,7.0
東京メトロ東西線,高円寺,新富町,1,38,46,6.9
東京メトロ東西線,阿佐ケ谷,新富町,1,40,48,6.8
東京メトロ東西線,荻窪,新富町,1,42,50,6.7
東京メトロ東西線,西荻窪,新富町,1,45,53,6.5
東京メトロ東西線,吉祥寺,新富町,1,48,56,6.3
東京メトロ東西線,三鷹,新富町,1,50,58,6.1
東京メトロ銀座線,浅草,新富町,1,25,33,8.1
東京メトロ銀座線,田原町,新富町,1,26,34,8.4
東京メトロ銀座線,稲荷町,新富町,1,24,32,8.5
東京メトロ銀座線,上野,新富町,0,22,30,8.1
東京メトロ銀座線,上野広小路,新富町,0,28,36,9.5
東京メトロ銀座線,末広町,新富町,1,19,27,9.9
東京メトロ銀座線,神田,新富町,1,14,22,9.9
東京メトロ銀座線,銀座,新富町,0,8,16,10.9
東京メトロ銀座線,新橋,新富町,1,11,19,11.0
東京メトロ銀座線,虎ノ門,新富町,0,25,33,11.2
東京メトロ銀座線,溜池山王,新富町,1,15,23,12.9
東京メトロ銀座線,赤坂見附,新富町,0,18,26,13.2
東京メトロ銀座線,青山一丁目,新富町,1,15,23,9.0
東京メトロ銀座線,外苑前,新富町,1,22,30,11.0
東京メトロ銀座線,表参道,新富町,1,18,26,12.1
東京メトロ銀座線,渋谷,新富町,1,20,28,10.8
横浜市営地下鉄グリーンライン,日吉,新富町,1,50,58,6.1
横浜市営地下鉄ブルーライン,横浜,新富町,1,51,59,6.8
都営三田線,西高島平,新富町,1,51,59,4.8
都営三田線,新高島平,新富町,1,47,55,5.2
都営三田線,高島平,新富町,1,48,56,5.2
都営三田線,西台,新富町,1,45,53,5.5
都営三田線,蓮根,新富町,1,44,52,6.2
都営三田線,志村三丁目,新富町,1,41,49,6.3
都営三田線,志村坂上,新富町,1,39,47,6.2
都営三田線,本蓮沼,新富町,1,38,46,6.2
都営三田線,板橋本町,新富町,1,36,44,6.4
都営三田線,板橋区役所前,新富町,1,34,42,6.8
都営三田線,新板橋,新富町,1,32,40,6.5
都営三田線,西巣鴨,新富町,1,30,38,6.9
都営三田線,巣鴨,新富町,1,27,35,7.8
都営三田線,千石,新富町,1,26,34,8.0
都営三田線,春日,新富町,1,21,29,8.5
都営三田線,水道橋,新富町,1,19,27,9.0
都営三田線,神保町,新富町,1,17,25,9.8
都営三田線,大手町,新富町,1,13,21,10.8
都営三田線,日比谷,新富町,0,9,17,8.7
都営三田線,内幸町,新富町,1,13,21,10.5
都営三田線,御成門,新富町,1,15,23,11.0
都営三田線,芝公園,新富町,1,16,24,10.4
都営三田線,白金高輪,新富町,1,21,29,10.5
都営三田線,白金台,新富町,1,25,33,11.2
都営三田線,目黒,新富町,1,27,35,9.9
都営大江戸線,都庁前,新富町,1,36,44,7.8
都営大江戸線,新宿西口,新富町,1,32,40,8.0
都営大江戸線,東新宿,新富町,1,34,42,8.5
都営大江戸線,若松河田,新富町,1,31,39,8.0
都営大江戸線,牛込柳町,新富町,1,30,38,8.4
都営大江戸線,牛込神楽坂,新富町,1,27,35,8.8
都営大江戸線,飯田橋,新富町,0,15,23,9.5
都営大江戸線,春日,新富町,1,21,29,8.5
都営大江戸線,本郷三丁目,新富町,1,19,27,8.5
都営大江戸線,上野御徒町,新富町,0,25,33,10.1
都営大江戸線,新御徒町,新富町,1,19,27,8.6
都営大江戸線,蔵前,新富町,1,18,26,8.9
都営大江戸線,両国,新富町,1,24,32,8.4
都営大江戸線,森下,新富町,0,26,34,8.4
都営大江戸線,清澄白河,新富町,1,10,18,8.4
都営大江戸線,門前仲町,新富町,1,7,15,8.7
都営大江戸線,月島,新富町,0,2,10,9.9
都営大江戸線,勝どき,新富町,0,25,33,9.1
都営大江戸線,築地市場,新富町,1,11,19,8.1
都営大江戸線,汐留,新富町,1,13,21,11.3
都営大江戸線,大門,新富町,1,15,23,10.8
都営大江戸線,赤羽橋,新富町,1,19,27,11.2
都営大江戸線,麻布十番,新富町,1,20,28,11.6
都営大江戸線,六本木,新富町,0,22,30,11.6
都営大江戸線,青山一丁目,新富町,1,15,23,9.0
都営大江戸線,国立競技場,新富町,1,28,36,9.4
都営大江戸線,代々木,新富町,1,25,33,10.1
都営大江戸線,新宿,新富町,1,22,30,8.2
都営大江戸線,西新宿五丁目,新富町,1,38,46,7.7
都営大江戸線,中野坂上,新富町,1,31,39,7.0
都営大江戸線,東中野,新富町,1,32,40,7.0
都営大江戸線,中井,新富町,1,45,53,6.9
都営大江戸線,落合南長崎,新富町,1,47,55,6.5
都営大江戸線,新江古田,新富町,1,49,57,6.4
都営大江戸線,練馬,新富町,0,39,47,6.3
都営大江戸線,豊島園,新富町,1,46,54,6.3
都営大江戸線,練馬春日町,新富町,1,51,59,7.0
都営新宿線,本八幡,新富町,1,51,59,5.9
都営新宿線,篠崎,新富町,1,48,56,6.2
都営新宿線,瑞江,新富町,1,50,58,6.0
都営新宿線,一之江,新富町,1,47,55,5.5
都営新宿線,船堀,新富町,1,45,53,5.8
都営新宿線,東大島,新富町,1,42,50,6.3
都営新宿線,西大島,新富町,1,38,46,7.6
都営新宿線,菊川,新富町,0,31,39,8.2
都営新宿線,森下,新富町,0,26,34,8.4
都営新宿線,浜町,新富町,0,46,54,9.2
都営新宿線,馬喰横山,新富町,0,52,60,8.4
都営新宿線,岩本町,新富町,0,25,33,9.7
都営新宿線,小川町,新富町,1,19,27,4.4
都営新宿線,神保町,新富町,1,17,25,9.8
都営新宿線,九段下,新富町,1,17,25,10.0
都営新宿線,曙橋,新富町,1,18,26,9.0
都営新宿線,新宿三丁目,新富町,1,21,29,8.9
都営新宿線,新宿,新富町,1,22,30,8.2
都営浅草線,本所吾妻橋,新富町,1,27,35,8.1
都営浅草線,浅草,新富町,1,25,33,8.1
都営浅草線,蔵前,新富町,1,18,26,8.9
都営浅草線,浅草橋,新富町,1,21,29,8.8
都営浅草線,東日本橋,新富町,1,19,27,8.5
都営浅草線,人形町,新富町,0,14,22,9.0
都営浅草線,東銀座,新富町,0,9,17,10.5
都営浅草線,新橋,新富町,1,11,19,11.0
都営浅草線,大門,新富町,1,15,23,10.8
都営浅草線,泉岳寺,新富町,1,21,29,9.7
都営浅草線,高輪台,新富町,1,24,32,9.9
都営浅草線,五反田,新富町,1,26,34,8.9
都営浅草線,戸越,新富町,1,28,36,8.1
都営浅草線,中延,新富町,1,31,39,7.9
都営浅草線,馬込,新富町,1,32,40,7.4
都営浅草線,西馬込,新富町,1,35,43,6.9
わたらせ渓谷鐵道,中野,新富町,1,35,43,7.0
上毛電気鉄道上毛線,赤坂,新富町,1,17,25,12.0
富士急行線,赤坂,新富町,1,17,25,12.0
流鉄流山線,馬橋,新富町,1,52,60,4.0
JR上野東京ライン,品川,日本橋(東京都),0,16,25,9.1
JR上野東京ライン,新橋,日本橋(東京都),0,4,13,11.0
JR上野東京ライン,東京,日本橋(東京都),0,13,22,9.6
JR上野東京ライン,上野,日本橋(東京都),0,9,18,8.1
JR中央・総武線各駅停車,三鷹,日本橋(東京都),0,39,48,6.1
JR中央・総武線各駅停車,吉祥寺,日本橋(東京都),0,36,45,6.3
JR中央・総武線各駅停車,西荻窪,日本橋(東京都),0,34,43,6.5
JR中央・総武線各駅停車,荻窪,日本橋(東京都),0,31,40,6.7
JR中央・総武線各駅停車,阿佐ケ谷,日本橋(東京都),0,29,38,6.8
JR中央・総武線各駅停車,高円寺,日本橋(東京都),0,27,36,6.9
JR中央・総武線各駅停車,中野,日本橋(東京都),0,24,33,7.0
JR中央・総武線各駅停車,東中野,日本橋(東京都),1,30,39,7.0
JR中央・総武線各駅停車,大久保,日本橋(東京都),1,31,40,7.4
JR中央・総武線各駅停車,新宿,日本橋(東京都),1,18,27,8.2
JR中央・総武線各駅停車,代々木,日本橋(東京都),1,23,32,10.1
JR中央・総武線各駅停車,千駄ケ谷,日本橋(東京都),1,24,33,10.0
JR中央・総武線各駅停車,信濃町,日本橋(東京都),1,22,31,8.8
JR中央・総武線各駅停車,四ツ谷,日本橋(東京都),1,14,23,10.0
JR中央・総武線各駅停車,市ケ谷,日本橋(東京都),1,13,22,9.8
JR中央・総武線各駅停車,飯田橋,日本橋(東京都),0,8,17,9.5
JR中央・総武線各駅停車,水道橋,日本橋(東京都),1,11,20,9.0
JR中央・総武線各駅停車,御茶ノ水,日本橋(東京都),1,9,18,9.4
JR中央・総武線各駅停車,秋葉原,日本橋(東京都),1,8,17,9.4
JR中央・総武線各駅停車,浅草橋,日本橋(東京都),0,5,14,8.8
JR中央・総武線各駅停車,両国,日本橋(東京都),1,13,22,8.4
JR中央・総武線各駅停車,亀戸,日本橋(東京都),1,18,27,7.5
JR中央・総武線各駅停車,平井,日本橋(東京都),1,21,30,6.2
JR中央・総武線各駅停車,新小岩,日本橋(東京都),1,24,33,6.0
JR中央・総武線各駅停車,小岩,日本橋(東京都),1,28,37,6.0
JR中央・総武線各駅停車,市川,日本橋(東京都),1,30,39,6.0
JR中央・総武線各駅停車,本八幡,日本橋(東京都),0,43,52,5.9
JR中央・総武線各駅停車,下総中山,日本橋(東京都),1,37,46,5.3
JR中央・総武線各駅停車,西船橋,日本橋(東京都),0,33,42,6.3
JR中央・総武線各駅停車,船橋,日本橋(東京都),0,39,48,6.2
JR中央・総武線各駅停車,東船橋,日本橋(東京都),0,41,50,4.5
JR中央・総武線各駅停車,津田沼,日本橋(東京都),0,44,53,5.0
JR中央・総武線各駅停車,幕張本郷,日本橋(東京都),1,51,60,4.5
JR中央・総武線各駅停車,稲毛,日本橋(東京都),1,48,57,4.9
JR中央本線,東京,日本橋(東京都),0,13,22,9.6
JR中央本線,新宿,日本橋(東京都),1,18,27,8.2
JR中央本線,三鷹,日本橋(東京都),0,39,48,6.1
JR中央線,東京,日本橋(東京都),0,13,22,9.6
JR中央線,神田,日本橋(東京都),0,3,12,9.9
JR中央線,御茶ノ水,日本橋(東京都),1,9,18,9.4
JR中央線,四ツ谷,日本橋(東京都),1,14,23,10.0
JR中央線,新宿,日本橋(東京都),1,18,27,8.2
JR中央線,中野,日本橋(東京都),0,24,33,7.0
JR中央線,高円寺,日本橋(東京都),0,27,36,6.9
JR中央線,阿佐ケ谷,日本橋(東京都),0,29,38,6.8
JR中央線,荻窪,日本橋(東京都),0,31,40,6.7
JR中央線,西荻窪,日本橋(東京都),0,34,43,6.5
JR中央線,吉祥寺,日本橋(東京都),0,36,45,6.3
JR中央線,三鷹,日本橋(東京都),0,39,48,6.1
JR中央線,武蔵境,日本橋(東京都),1,44,53,6.0
JR中央線,東小金井,日本橋(東京都),1,47,56,5.8
JR中央線,武蔵小金井,日本橋(東京都),1,50,59,5.4
JR京浜東北線,大宮,日本橋(東京都),1,44,53,6.4
JR京浜東北線,さいたま新都心,日本橋(東京都),1,41,50,6.4
JR京浜東北線,北浦和,日本橋(東京都),1,50,59,5.4
JR京浜東北線,浦和,日本橋(東京都),1,36,45,5.6
JR京浜東北線,南浦和,日本橋(東京都),1,47,56,5.2
JR京浜東北線,蕨,日本橋(東京都),1,43,52,5.0
JR京浜東北線,西川口,日本橋(東京都),1,40,49,5.1
JR京浜東北線,川口,日本橋(東京都),1,37,46,5.3
JR京浜東北線,赤羽,日本橋(東京都),1,27,36,6.7
JR京浜東北線,東十条,日本橋(東京都),1,30,39,6.5
JR京浜東北線,王子,日本橋(東京都),1,27,36,6.4
JR京浜東北線,上中里,日本橋(東京都),1,25,34,6.8
JR京浜東北線,田端,日本橋(東京都),1,21,30,7.0
JR京浜東北線,西日暮里,日本橋(東京都),1,19,28,7.0
JR京浜東北線,日暮里,日本橋(東京都),1,18,27,7.5
JR京浜東北線,鶯谷,日本橋(東京都),1,16,25,7.6
JR京浜東北線,上野,日本橋(東京都),0,9,18,8.1
JR京浜東北線,御徒町,日本橋(東京都),0,13,22,8.9
JR京浜東北線,秋葉原,日本橋(東京都),1,8,17,9.4
JR京浜東北線,神田,日本橋(東京都),0,3,12,9.9
JR京浜東北線,東京,日本橋(東京都),0,13,22,9.6
JR京浜東北線,有楽町,日本橋(東京都),0,22,31,10.8
JR京浜東北線,新橋,日本橋(東京都),0,4,13,11.0
JR京浜東北線,浜松町,日本橋(東京都),0,17,26,10.4
JR京浜東北線,田町,日本橋(東京都),0,19,28,9.9
JR京浜東北線,高輪ゲートウェイ,日本橋(東京都),0,21,30,9.2
JR京浜東北線,品川,日本橋(東京都),0,16,25,9.1
JR京浜東北線,大井町,日本橋(東京都),1,22,31,8.1
JR京浜東北線,大森,日本橋(東京都),1,25,34,7.2
JR京浜東北線,蒲田,日本橋(東京都),0,45,54,7.3
JR京浜東北線,川崎,日本橋(東京都),0,43,52,6.5
JR京浜東北線,鶴見,日本橋(東京都),1,37,46,5.9
JR京浜東北線,新子安,日本橋(東京都),1,41,50,4.7
JR京浜東北線,東神奈川,日本橋(東京都),1,44,53,6.2
JR京浜東北線,横浜,日本橋(東京都),0,49,58,6.8
JR京葉線,東京,日本橋(東京都),0,13,22,9.6
JR京葉線,八丁堀,日本橋(東京都),0,22,31,9.8
JR京葉線,越中島,日本橋(東京都),1,21,30,9.2
JR京葉線,潮見,日本橋(東京都),1,32,41,7.8
JR京葉線,新木場,日本橋(東京都),1,21,30,9.1
JR京葉線,葛西臨海公園,日本橋(東京都),1,37,46,5.5
JR京葉線,舞浜,日本橋(東京都),1,41,50,5.0
JR京葉線,新浦安,日本橋(東京都),1,45,54,5.2
JR京葉線,市川塩浜,日本橋(東京都),1,48,57,5.0
JR京葉線,南船橋,日本橋(東京都),1,47,56,4.7
JR京葉線,新習志野,日本橋(東京都),1,50,59,6.2
JR八高線,小川町,日本橋(東京都),1,13,22,4.4
JR南武線,登戸,日本橋(東京都),1,44,53,5.5
JR南武線,武蔵溝ノ口,日本橋(東京都),1,49,58,6.9
JR南武線,武蔵小杉,日本橋(東京都),1,27,36,6.3
JR南武線,鹿島田,日本橋(東京都),1,39,48,6.6
JR南武線,矢向,日本橋(東京都),1,49,58,6.6
JR南武線,尻手,日本橋(東京都),1,47,56,6.8
JR南武線,川崎,日本橋(東京都),0,43,52,6.5
JR埼京線,大宮,日本橋(東京都),1,44,53,6.4
JR埼京線,北赤羽,日本橋(東京都),1,51,60,6.4
JR埼京線,赤羽,日本橋(東京都),1,27,36,6.7
JR埼京線,十条,日本橋(東京都),1,45,54,6.5
JR埼京線,板橋,日本橋(東京都),1,32,41,6.7
JR埼京線,池袋,日本橋(東京都),1,24,33,7.4
JR埼京線,新宿,日本橋(東京都),1,18,27,8.2
JR埼京線,渋谷,日本橋(東京都),0,20,29,10.8
JR埼京線,恵比寿,日本橋(東京都),1,24,33,11.0
JR埼京線,大崎,日本橋(東京都),1,23,32,8.5
JR埼京線,西大井,日本橋(東京都),1,22,31,7.8
JR埼京線,武蔵小杉,日本橋(東京都),1,27,36,6.3
JR宇都宮線,大宮,日本橋(東京都),1,44,53,6.4
JR宇都宮線,さいたま新都心,日本橋(東京都),1,41,50,6.4
JR宇都宮線,浦和,日本橋(東京都),1,36,45,5.6
JR宇都宮線,赤羽,日本橋(東京都),1,27,36,6.7
JR宇都宮線,尾久,日本橋(東京都),1,21,30,6.6
JR宇都宮線,上野,日本橋(東京都),0,9,18,8.1
JR山手線,大崎,日本橋(東京都),1,23,32,8.5
JR山手線,五反田,日本橋(東京都),0,18,27,8.9
JR山手線,目黒,日本橋(東京都),1,26,35,9.9
JR山手線,恵比寿,日本橋(東京都),1,24,33,11.0
JR山手線,渋谷,日本橋(東京都),0,20,29,10.8
JR山手線,原宿,日本橋(東京都),1,27,36,11.4
JR山手線,代々木,日本橋(東京都),1,23,32,10.1
JR山手線,新宿,日本橋(東京都),1,18,27,8.2
JR山手線,新大久保,日本橋(東京都),1,26,35,7.5
JR山手線,高田馬場,日本橋(東京都),0,17,26,7.5
JR山手線,目白,日本橋(東京都),1,25,34,7.3
JR山手線,池袋,日本橋(東京都),1,24,33,7.4
JR山手線,大塚,日本橋(東京都),1,28,37,7.4
JR山手線,巣鴨,日本橋(東京都),1,20,29,7.8
JR山手線,駒込,日本橋(東京都),1,24,33,7.5
JR山手線,田端,日本橋(東京都),1,21,30,7.0
JR山手線,西日暮里,日本橋(東京都),1,19,28,7.0
JR山手線,日暮里,日本橋(東京都),1,18,27,7.5
JR山手線,鶯谷,日本橋(東京都),1,16,25,7.6
JR山手線,上野,日本橋(東京都),0,9,18,8.1
JR山手線,御徒町,日本橋(東京都),0,13,22,8.9
JR山手線,秋葉原,日本橋(東京都),1,8,17,9.4
JR山手線,神田,日本橋(東京都),0,3,12,9.9
JR山手線,東京,日本橋(東京都),0,13,22,9.6
JR山手線,有楽町,日本橋(東京都),0,22,31,10.8
JR山手線,新橋,日本橋(東京都),0,4,13,11.0
JR山手線,浜松町,日本橋(東京都),0,17,26,10.4
JR山手線,田町,日本橋(東京都),0,19,28,9.9
JR山手線,高輪ゲートウェイ,日本橋(東京都),0,21,30,9.2
JR山手線,品川,日本橋(東京都),0,16,25,9.1
JR川越線,大宮,日本橋(東京都),1,44,53,6.4
JR常磐線,我孫子,日本橋(東京都),1,50,59,4.1
JR常磐線,柏,日本橋(東京都),1,45,54,4.4
JR常磐線,松戸,日本橋(東京都),1,36,45,5.5
JR常磐線,北千住,日本橋(東京都),1,22,31,7.2
JR常磐線,南千住,日本橋(東京都),0,51,60,7.7
JR常磐線,三河島,日本橋(東京都),1,21,30,7.5
JR常磐線,日暮里,日本橋(東京都),1,18,27,7.5
JR常磐線,上野,日本橋(東京都),0,9,18,8.1
JR常磐線各駅停車,綾瀬,日本橋(東京都),1,29,38,5.9
JR常磐線各駅停車,亀有,日本橋(東京都),1,32,41,6.0
JR常磐線各駅停車,金町,日本橋(東京都),1,34,43,4.9
JR常磐線各駅停車,松戸,日本橋(東京都),1,36,45,5.5
JR常磐線各駅停車,北松戸,日本橋(東京都),1,42,51,4.9
JR常磐線各駅停車,馬橋,日本橋(東京都),1,44,53,4.0
JR常磐線各駅停車,新松戸,日本橋(東京都),1,46,55,4.0
JR常磐線各駅停車,北小金,日本橋(東京都),1,48,57,4.2
JR常磐線各駅停車,南柏,日本橋(東京都),1,51,60,4.0
JR常磐線各駅停車,柏,日本橋(東京都),1,45,54,4.4
JR常磐線各駅停車,我孫子,日本橋(東京都),1,50,59,4.1
JR東海道線,東京,日本橋(東京都),0,13,22,9.6
JR東海道線,新橋,日本橋(東京都),0,4,13,11.0
JR東海道線,品川,日本橋(東京都),0,16,25,9.1
JR東海道線,川崎,日本橋(東京都),0,43,52,6.5
JR東海道線,横浜,日本橋(東京都),0,49,58,6.8
JR東海道線,戸塚,日本橋(東京都),1,47,56,5.0
JR根岸線,横浜,日本橋(東京都),0,49,58,6.8
JR横浜線,新横浜,日本橋(東京都),1,39,48,6.6
JR横浜線,東神奈川,日本橋(東京都),1,44,53,6.2
JR横須賀線,東京,日本橋(東京都),0,13,22,9.6
JR横須賀線,新橋,日本橋(東京都),0,4,13,11.0
JR横須賀線,品川,日本橋(東京都),0,16,25,9.1
JR横須賀線,西大井,日本橋(東京都),1,22,31,7.8
JR横須賀線,武蔵小杉,日本橋(東京都),1,27,36,6.3
JR横須賀線,新川崎,日本橋(東京都),1,31,40,6.6
JR横須賀線,横浜,日本橋(東京都),0,49,58,6.8
JR横須賀線,保土ケ谷,日本橋(東京都),1,45,54,4.8
JR横須賀線,東戸塚,日本橋(東京都),1,49,58,5.3
JR横須賀線,戸塚,日本橋(東京都),1,47,56,5.0
JR武蔵野線,南浦和,日本橋(東京都),1,47,56,5.2
JR武蔵野線,南流山,日本橋(東京都),1,50,59,5.0
JR武蔵野線,新松戸,日本橋(東京都),1,46,55,4.0
JR武蔵野線,新八柱,日本橋(東京都),1,43,52,4.8
JR武蔵野線,東松戸,日本橋(東京都),0,32,41,5.8
JR武蔵野線,市川大野,日本橋(東京都),1,42,51,4.7
JR武蔵野線,船橋法典,日本橋(東京都),1,41,50,4.8
JR武蔵野線,西船橋,日本橋(東京都),0,33,42,6.3
JR湘南新宿ライン（宇都宮線・横須賀線）,大宮,日本橋(東京都),1,44,53,6.4
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,日本橋(東京都),1,36,45,5.6
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,日本橋(東京都),1,27,36,6.7
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,日本橋(東京都),1,24,33,7.4
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,日本橋(東京都),1,18,27,8.2
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,日本橋(東京都),0,20,29,10.8
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,日本橋(東京都),1,24,33,11.0
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,日本橋(東京都),1,23,32,8.5
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,日本橋(東京都),1,27,36,6.3
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,日本橋(東京都),1,31,40,6.6
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,日本橋(東京都),0,49,58,6.8
JR湘南新宿ライン（高崎線・東海道線）,大宮,日本橋(東京都),1,44,53,6.4
JR湘南新宿ライン（高崎線・東海道線）,浦和,日本橋(東京都),1,36,45,5.6
JR湘南新宿ライン（高崎線・東海道線）,赤羽,日本橋(東京都),1,27,36,6.7
JR湘南新宿ライン（高崎線・東海道線）,池袋,日本橋(東京都),1,24,33,7.4
JR湘南新宿ライン（高崎線・東海道線）,新宿,日本橋(東京都),1,18,27,8.2
JR湘南新宿ライン（高崎線・東海道線）,渋谷,日本橋(東京都),0,20,29,10.8
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,日本橋(東京都),1,24,33,11.0
JR湘南新宿ライン（高崎線・東海道線）,大崎,日本橋(東京都),1,23,32,8.5
JR湘南新宿ライン（高崎線・東海道線）,西大井,日本橋(東京都),1,22,31,7.8
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,日本橋(東京都),1,27,36,6.3
JR湘南新宿ライン（高崎線・東海道線）,新川崎,日本橋(東京都),1,31,40,6.6
JR湘南新宿ライン（高崎線・東海道線）,横浜,日本橋(東京都),0,49,58,6.8
JR湘南新宿ライン（高崎線・東海道線）,保土ケ谷,日本橋(東京都),1,45,54,4.8
JR湘南新宿ライン（高崎線・東海道線）,東戸塚,日本橋(東京都),1,49,58,5.3
JR湘南新宿ライン（高崎線・東海道線）,戸塚,日本橋(東京都),1,47,56,5.0
JR相模線,入谷,日本橋(東京都),1,14,23,7.5
JR総武本線,東京,日本橋(東京都),0,13,22,9.6
JR総武本線,新日本橋,日本橋(東京都),0,11,20,9.2
JR総武本線,馬喰町,日本橋(東京都),0,13,22,8.5
JR総武本線,新小岩,日本橋(東京都),1,24,33,6.0
JR総武本線,市川,日本橋(東京都),1,30,39,6.0
JR総武本線,船橋,日本橋(東京都),0,39,48,6.2
JR総武本線,津田沼,日本橋(東京都),0,44,53,5.0
JR総武本線,稲毛,日本橋(東京都),1,48,57,4.9
JR総武線快速,東京,日本橋(東京都),0,13,22,9.6
JR総武線快速,新日本橋,日本橋(東京都),0,11,20,9.2
JR総武線快速,馬喰町,日本橋(東京都),0,13,22,8.5
JR総武線快速,新小岩,日本橋(東京都),1,24,33,6.0
JR総武線快速,市川,日本橋(東京都),1,30,39,6.0
JR総武線快速,船橋,日本橋(東京都),0,39,48,6.2
JR総武線快速,津田沼,日本橋(東京都),0,44,53,5.0
JR総武線快速,稲毛,日本橋(東京都),1,48,57,4.9
JR高崎線,宮原,日本橋(東京都),1,50,59,4.2
JR高崎線,大宮,日本橋(東京都),1,44,53,6.4
JR高崎線,さいたま新都心,日本橋(東京都),1,41,50,6.4
JR高崎線,浦和,日本橋(東京都),1,36,45,5.6
JR高崎線,赤羽,日本橋(東京都),1,27,36,6.7
JR高崎線,尾久,日本橋(東京都),1,21,30,6.6
JR高崎線,上野,日本橋(東京都),0,9,18,8.1
JR鶴見線,鶴見,日本橋(東京都),1,37,46,5.9
つくばエクスプレス,秋葉原,日本橋(東京都),1,8,17,9.4
つくばエクスプレス,新御徒町,日本橋(東京都),1,15,24,8.6
つくばエクスプレス,浅草,日本橋(東京都),0,9,18,8.1
つくばエクスプレス,南千住,日本橋(東京都),0,51,60,7.7
つくばエクスプレス,北千住,日本橋(東京都),1,22,31,7.2
つくばエクスプレス,南流山,日本橋(東京都),1,50,59,5.0
