line,from,to,trans,req_min,req_min+walk,price
JR山手線,原宿,八丁堀,1,29,32,11.4
JR山手線,代々木,八丁堀,1,32,35,10.1
JR山手線,新宿,八丁堀,1,29,32,8.2
JR山手線,新大久保,八丁堀,1,43,46,7.5
JR山手線,高田馬場,八丁堀,1,24,27,7.5
JR山手線,目白,八丁堀,1,40,43,7.3
JR山手線,池袋,八丁堀,1,30,33,7.4
JR山手線,大塚,八丁堀,1,34,37,7.4
JR山手線,巣鴨,八丁堀,1,28,31,7.8
JR山手線,駒込,八丁堀,1,30,33,7.5
JR山手線,田端,八丁堀,1,28,31,7.0
JR山手線,西日暮里,八丁堀,1,25,28,7.0
JR山手線,日暮里,八丁堀,1,24,27,7.5
JR山手線,鶯谷,八丁堀,1,22,25,7.6
JR山手線,上野,八丁堀,0,12,15,8.1
JR山手線,御徒町,八丁堀,0,16,19,8.9
JR山手線,秋葉原,八丁堀,0,8,11,9.4
JR山手線,神田,八丁堀,1,16,19,9.9
JR山手線,東京,八丁堀,0,2,5,9.6
JR山手線,有楽町,八丁堀,0,14,17,10.8
JR山手線,新橋,八丁堀,1,9,12,11.0
JR山手線,浜松町,八丁堀,1,21,24,10.4
JR山手線,田町,八丁堀,1,23,26,9.9
JR山手線,高輪ゲートウェイ,八丁堀,1,25,28,9.2
JR山手線,品川,八丁堀,1,20,23,9.1
JR川越線,大宮,八丁堀,1,46,49,6.4
JR常磐線,天王台,八丁堀,1,56,59,3.5
JR常磐線,我孫子,八丁堀,1,52,55,4.1
JR常磐線,柏,八丁堀,1,48,51,4.4
JR常磐線,松戸,八丁堀,1,38,41,5.5
JR常磐線,北千住,八丁堀,0,23,26,7.2
JR常磐線,南千住,八丁堀,0,20,23,7.7
JR常磐線,三河島,八丁堀,1,28,31,7.5
JR常磐線,日暮里,八丁堀,1,24,27,7.5
JR常磐線,上野,八丁堀,0,12,15,8.1
JR常磐線各駅停車,綾瀬,八丁堀,1,33,36,5.9
JR常磐線各駅停車,亀有,八丁堀,1,37,40,6.0
JR常磐線各駅停車,金町,八丁堀,1,40,43,4.9
JR常磐線各駅停車,松戸,八丁堀,1,38,41,5.5
JR常磐線各駅停車,北松戸,八丁堀,1,48,51,4.9
JR常磐線各駅停車,馬橋,八丁堀,1,50,53,4.0
JR常磐線各駅停車,新松戸,八丁堀,0,49,52,4.0
JR常磐線各駅停車,北小金,八丁堀,1,54,57,4.2
JR常磐線各駅停車,南柏,八丁堀,1,57,60,4.0
JR常磐線各駅停車,柏,八丁堀,1,48,51,4.4
JR常磐線各駅停車,我孫子,八丁堀,1,52,55,4.1
JR東海道線,東京,八丁堀,0,2,5,9.6
JR東海道線,新橋,八丁堀,1,9,12,11.0
JR東海道線,品川,八丁堀,1,20,23,9.1
JR東海道線,川崎,八丁堀,1,35,38,6.5
JR東海道線,横浜,八丁堀,1,45,48,6.8
JR東海道線,戸塚,八丁堀,1,56,59,5.0
JR根岸線,横浜,八丁堀,1,45,48,6.8
JR横浜線,東神奈川,八丁堀,1,54,57,6.2
JR横須賀線,東京,八丁堀,0,2,5,9.6
JR横須賀線,新橋,八丁堀,1,9,12,11.0
JR横須賀線,品川,八丁堀,1,20,23,9.1
JR横須賀線,西大井,八丁堀,1,34,37,7.8
JR横須賀線,武蔵小杉,八丁堀,1,40,43,6.3
JR横須賀線,新川崎,八丁堀,1,43,46,6.6
JR横須賀線,横浜,八丁堀,1,45,48,6.8
JR横須賀線,保土ケ谷,八丁堀,1,57,60,4.8
JR横須賀線,戸塚,八丁堀,1,56,59,5.0
JR武蔵野線,南越谷,八丁堀,0,56,59,4.8
JR武蔵野線,新三郷,八丁堀,0,57,60,5.2
JR武蔵野線,南流山,八丁堀,0,52,55,5.0
JR武蔵野線,新松戸,八丁堀,0,49,52,4.0
JR武蔵野線,新八柱,八丁堀,0,45,48,4.8
JR武蔵野線,東松戸,八丁堀,0,42,45,5.8
JR武蔵野線,市川大野,八丁堀,0,35,38,4.7
JR武蔵野線,船橋法典,八丁堀,0,31,34,4.8
JR武蔵野線,西船橋,八丁堀,0,27,30,6.3
JR湘南新宿ライン（宇都宮線・横須賀線）,大宮,八丁堀,1,46,49,6.4
JR湘南新宿ライン（宇都宮線・横須賀線）,浦和,八丁堀,1,42,45,5.6
JR湘南新宿ライン（宇都宮線・横須賀線）,赤羽,八丁堀,1,33,36,6.7
JR湘南新宿ライン（宇都宮線・横須賀線）,池袋,八丁堀,1,30,33,7.4
JR湘南新宿ライン（宇都宮線・横須賀線）,新宿,八丁堀,1,29,32,8.2
JR湘南新宿ライン（宇都宮線・横須賀線）,渋谷,八丁堀,1,27,30,10.8
JR湘南新宿ライン（宇都宮線・横須賀線）,恵比寿,八丁堀,0,24,27,11.0
JR湘南新宿ライン（宇都宮線・横須賀線）,大崎,八丁堀,1,31,34,8.5
JR湘南新宿ライン（宇都宮線・横須賀線）,武蔵小杉,八丁堀,1,40,43,6.3
JR湘南新宿ライン（宇都宮線・横須賀線）,新川崎,八丁堀,1,43,46,6.6
JR湘南新宿ライン（宇都宮線・横須賀線）,横浜,八丁堀,1,45,48,6.8
JR湘南新宿ライン（高崎線・東海道線）,大宮,八丁堀,1,46,49,6.4
JR湘南新宿ライン（高崎線・東海道線）,浦和,八丁堀,1,42,45,5.6
JR湘南新宿ライン（高崎線・東海道線）,赤羽,八丁堀,1,33,36,6.7
JR湘南新宿ライン（高崎線・東海道線）,池袋,八丁堀,1,30,33,7.4
JR湘南新宿ライン（高崎線・東海道線）,新宿,八丁堀,1,29,32,8.2
JR湘南新宿ライン（高崎線・東海道線）,渋谷,八丁堀,1,27,30,10.8
JR湘南新宿ライン（高崎線・東海道線）,恵比寿,八丁堀,0,24,27,11.0
JR湘南新宿ライン（高崎線・東海道線）,大崎,八丁堀,1,31,34,8.5
JR湘南新宿ライン（高崎線・東海道線）,西大井,八丁堀,1,34,37,7.8
JR湘南新宿ライン（高崎線・東海道線）,武蔵小杉,八丁堀,1,40,43,6.3
JR湘南新宿ライン（高崎線・東海道線）,新川崎,八丁堀,1,43,46,6.6
JR湘南新宿ライン（高崎線・東海道線）,横浜,八丁堀,1,45,48,6.8
JR湘南新宿ライン（高崎線・東海道線）,保土ケ谷,八丁堀,1,57,60,4.8
JR湘南新宿ライン（高崎線・東海道線）,戸塚,八丁堀,1,56,59,5.0
JR相模線,入谷,八丁堀,0,15,18,7.5
JR総武本線,東京,八丁堀,0,2,5,9.6
JR総武本線,新日本橋,八丁堀,1,25,28,9.2
JR総武本線,馬喰町,八丁堀,1,15,18,8.5
JR総武本線,錦糸町,八丁堀,0,38,41,7.9
JR総武本線,新小岩,八丁堀,1,30,33,6.0
JR総武本線,市川,八丁堀,1,37,40,6.0
JR総武本線,船橋,八丁堀,1,37,40,6.2
JR総武本線,津田沼,八丁堀,1,42,45,5.0
JR総武本線,稲毛,八丁堀,1,57,60,4.9
JR総武本線,千葉,八丁堀,1,57,60,5.4
JR総武線快速,東京,八丁堀,0,2,5,9.6
JR総武線快速,新日本橋,八丁堀,1,25,28,9.2
JR総武線快速,馬喰町,八丁堀,1,15,18,8.5
JR総武線快速,錦糸町,八丁堀,0,38,41,7.9
JR総武線快速,新小岩,八丁堀,1,30,33,6.0
JR総武線快速,市川,八丁堀,1,37,40,6.0
JR総武線快速,船橋,八丁堀,1,37,40,6.2
JR総武線快速,津田沼,八丁堀,1,42,45,5.0
JR総武線快速,稲毛,八丁堀,1,57,60,4.9
JR総武線快速,千葉,八丁堀,1,57,60,5.4
JR高崎線,大宮,八丁堀,1,46,49,6.4
JR高崎線,さいたま新都心,八丁堀,1,47,50,6.4
JR高崎線,浦和,八丁堀,1,42,45,5.6
JR高崎線,赤羽,八丁堀,1,33,36,6.7
JR高崎線,尾久,八丁堀,1,27,30,6.6
JR高崎線,上野,八丁堀,0,12,15,8.1
JR鶴見線,鶴見,八丁堀,1,47,50,5.9
つくばエクスプレス,秋葉原,八丁堀,0,8,11,9.4
つくばエクスプレス,新御徒町,八丁堀,1,19,22,8.6
つくばエクスプレス,浅草,八丁堀,1,14,17,8.1
つくばエクスプレス,南千住,八丁堀,0,20,23,7.7
つくばエクスプレス,北千住,八丁堀,0,23,26,7.2
つくばエクスプレス,青井,八丁堀,1,33,36,5.9
つくばエクスプレス,六町,八丁堀,1,35,38,5.5
つくばエクスプレス,八潮,八丁堀,1,39,42,5.8
つくばエクスプレス,三郷中央,八丁堀,1,42,45,5.7
つくばエクスプレス,南流山,八丁堀,0,52,55,5.0
つくばエクスプレス,流山セントラルパーク,八丁堀,1,47,50,5.6
つくばエクスプレス,流山おおたかの森,八丁堀,1,51,54,5.6
つくばエクスプレス,柏の葉キャンパス,八丁堀,1,54,57,5.1
つくばエクスプレス,柏たなか,八丁堀,1,57,60,7.1
りんかい線,大崎,八丁堀,1,31,34,8.5
りんかい線,大井町,八丁堀,1,32,35,8.1
りんかい線,品川シーサイド,八丁堀,1,25,28,8.7
りんかい線,天王洲アイル,八丁堀,1,23,26,9.1
りんかい線,東京テレポート,八丁堀,1,19,22,11.9
りんかい線,国際展示場,八丁堀,1,17,20,9.5
りんかい線,新木場,八丁堀,0,7,10,9.1
京急大師線,京急川崎,八丁堀,1,38,41,6.7
京急本線,泉岳寺,八丁堀,1,17,20,9.7
京急本線,品川,八丁堀,1,20,23,9.1
京急本線,青物横丁,八丁堀,1,25,28,8.5
京急本線,立会川,八丁堀,1,25,28,7.5
京急本線,平和島,八丁堀,1,31,34,7.0
京急本線,京急蒲田,八丁堀,1,34,37,7.4
京急本線,京急川崎,八丁堀,1,38,41,6.7
京急本線,京急鶴見,八丁堀,1,52,55,6.0
京急本線,京急新子安,八丁堀,1,55,58,4.5
京急本線,神奈川新町,八丁堀,1,48,51,5.3
京急本線,横浜,八丁堀,1,45,48,6.8
京急空港線,京急蒲田,八丁堀,1,34,37,7.4
京急空港線,糀谷,八丁堀,1,35,38,7.3
京急空港線,大鳥居,八丁堀,1,38,41,7.2
京急空港線,穴守稲荷,八丁堀,1,40,43,7.3
京急空港線,天空橋,八丁堀,1,41,44,7.2
京成千葉線,京成津田沼,八丁堀,1,50,53,6.0
京成千葉線,京成幕張本郷,八丁堀,1,51,54,4.5
京成成田空港線,京成上野,八丁堀,0,20,23,7.7
京成成田空港線,日暮里,八丁堀,1,24,27,7.5
京成成田空港線,青砥,八丁堀,1,27,30,5.4
京成成田空港線,京成高砂,八丁堀,1,30,33,5.0
京成成田空港線,東松戸,八丁堀,0,42,45,5.8
京成成田空港線,千葉ニュータウン中央,八丁堀,1,50,53,4.4
京成成田空港線,印旛日本医大,八丁堀,1,55,58,4.0
京成押上線,京成曳舟,八丁堀,1,23,26,6.9
京成押上線,八広,八丁堀,1,25,28,6.5
京成押上線,四ツ木,八丁堀,1,28,31,5.8
京成押上線,京成立石,八丁堀,1,30,33,5.8
京成押上線,青砥,八丁堀,1,27,30,5.4
京成押上線,京成高砂,八丁堀,1,30,33,5.0
京成本線,京成津田沼,八丁堀,1,50,53,6.0
京成本線,谷津,八丁堀,1,53,56,5.3
京成本線,船橋競馬場,八丁堀,1,47,50,5.2
京成本線,大神宮下,八丁堀,1,46,49,5.4
京成本線,京成船橋,八丁堀,1,43,46,6.0
京成本線,海神,八丁堀,1,41,44,6.1
京成本線,京成西船,八丁堀,0,37,40,6.6
京成本線,東中山,八丁堀,1,45,48,5.4
京成本線,京成中山,八丁堀,1,55,58,5.5
京成本線,鬼越,八丁堀,1,56,59,5.5
京成本線,京成八幡,八丁堀,1,38,41,6.0
京成本線,京成小岩,八丁堀,1,52,55,5.9
京成本線,京成高砂,八丁堀,1,30,33,5.0
京成本線,青砥,八丁堀,1,27,30,5.4
京成本線,お花茶屋,八丁堀,1,43,46,5.5
京成本線,堀切菖蒲園,八丁堀,1,42,45,5.3
京成本線,京成関屋,八丁堀,1,31,34,7.4
京成本線,千住大橋,八丁堀,1,33,36,7.3
京成本線,町屋,八丁堀,1,31,34,6.5
京成本線,新三河島,八丁堀,1,29,32,7.0
京成本線,日暮里,八丁堀,1,24,27,7.5
京成本線,京成上野,八丁堀,0,20,23,7.7
京成金町線,京成高砂,八丁堀,1,30,33,5.0
京成金町線,京成金町,八丁堀,1,43,46,4.9
京王井の頭線,渋谷,八丁堀,1,27,30,10.8
京王井の頭線,下北沢,八丁堀,1,34,37,8.0
京王井の頭線,明大前,八丁堀,1,43,46,7.0
京王井の頭線,吉祥寺,八丁堀,1,43,46,6.3
京王線,初台,八丁堀,1,37,40,8.0
京王線,幡ヶ谷,八丁堀,1,39,42,7.8
京王線,新宿,八丁堀,1,29,32,8.2
京王線,笹塚,八丁堀,1,41,44,7.5
京王線,明大前,八丁堀,1,43,46,7.0
京王線,桜上水,八丁堀,1,47,50,6.2
京王線,千歳烏山,八丁堀,1,53,56,6.0
京王線,つつじヶ丘,八丁堀,1,57,60,5.8
北総鉄道北総線,京成高砂,八丁堀,1,30,33,5.0
北総鉄道北総線,新柴又,八丁堀,1,40,43,5.5
北総鉄道北総線,矢切,八丁堀,1,42,45,5.1
北総鉄道北総線,北国分,八丁堀,1,45,48,5.1
北総鉄道北総線,秋山,八丁堀,1,47,50,5.7
北総鉄道北総線,東松戸,八丁堀,0,42,45,5.8
北総鉄道北総線,松飛台,八丁堀,1,51,54,5.4
北総鉄道北総線,大町,八丁堀,1,52,55,4.8
北総鉄道北総線,西白井,八丁堀,1,48,51,3.3
北総鉄道北総線,白井,八丁堀,1,50,53,4.5
北総鉄道北総線,小室,八丁堀,1,52,55,3.7
北総鉄道北総線,千葉ニュータウン中央,八丁堀,1,50,53,4.4
北総鉄道北総線,印旛日本医大,八丁堀,1,55,58,4.0
千葉モノレール1号線,千葉みなと,八丁堀,0,47,50,5.6
千葉モノレール1号線,千葉,八丁堀,1,57,60,5.4
小田急小田原線,新宿,八丁堀,1,29,32,8.2
小田急小田原線,代々木上原,八丁堀,1,27,30,8.4
小田急小田原線,東北沢,八丁堀,1,32,35,8.1
小田急小田原線,下北沢,八丁堀,1,34,37,8.0
小田急小田原線,世田谷代田,八丁堀,1,36,39,7.5
小田急小田原線,梅ヶ丘,八丁堀,1,37,40,6.3
小田急小田原線,豪徳寺,八丁堀,1,39,42,6.3
小田急小田原線,経堂,八丁堀,1,39,42,6.4
小田急小田原線,千歳船橋,八丁堀,1,46,49,6.1
小田急小田原線,祖師ヶ谷大蔵,八丁堀,1,48,51,6.5
小田急小田原線,成城学園前,八丁堀,1,44,47,6.1
小田急小田原線,喜多見,八丁堀,1,55,58,5.8
小田急小田原線,狛江,八丁堀,1,57,60,5.7
小田急小田原線,和泉多摩川,八丁堀,1,57,60,5.9
小田急小田原線,登戸,八丁堀,1,47,50,5.5
小田急小田原線,向ヶ丘遊園,八丁堀,1,51,54,5.0
小田急小田原線,生田,八丁堀,1,54,57,4.5
小田急小田原線,読売ランド前,八丁堀,1,56,59,4.3
新京成線,京成津田沼,八丁堀,1,50,53,6.0
新京成線,新津田沼,八丁堀,1,49,52,5.5
新京成線,北習志野,八丁堀,1,46,49,3.5
新京成線,元山,八丁堀,1,57,60,4.1
新京成線,五香,八丁堀,1,55,58,3.7
新京成線,常盤平,八丁堀,1,53,56,3.8
新京成線,八柱,八丁堀,0,49,52,5.0
新京成線,みのり台,八丁堀,1,54,57,5.3
新京成線,松戸新田,八丁堀,1,55,58,5.7
新京成線,上本郷,八丁堀,1,56,59,4.9
新京成線,松戸,八丁堀,1,38,41,5.5
日暮里・舎人ライナー,熊野前,八丁堀,1,39,42,6.2
日暮里・舎人ライナー,西日暮里,八丁堀,1,25,28,7.0
日暮里・舎人ライナー,日暮里,八丁堀,1,24,27,7.5
東京モノレール,浜松町,八丁堀,1,21,24,10.4
東京モノレール,天王洲アイル,八丁堀,1,23,26,9.1
東京モノレール,天空橋,八丁堀,1,41,44,7.2
東急世田谷線,三軒茶屋,八丁堀,1,41,44,8.0
東急多摩川線,多摩川,八丁堀,1,43,46,6.3
東急多摩川線,蒲田,八丁堀,1,38,41,7.3
東急大井町線,大井町,八丁堀,1,32,35,8.1
東急大井町線,中延,八丁堀,1,27,30,7.9
東急大井町線,大岡山,八丁堀,1,42,45,7.8
東急大井町線,自由が丘,八丁堀,1,39,42,8.0
東急大井町線,二子玉川,八丁堀,1,53,56,6.8
東急大井町線,二子新地,八丁堀,1,55,58,6.6
東急新横浜線,日吉,八丁堀,1,51,54,6.1
東急東横線,渋谷,八丁堀,1,27,30,10.8
東急東横線,代官山,八丁堀,1,32,35,11.2
東急東横線,中目黒,八丁堀,0,27,30,9.2
東急東横線,祐天寺,八丁堀,1,33,36,8.4
東急東横線,学芸大学,八丁堀,1,35,38,8.3
東急東横線,都立大学,八丁堀,1,37,40,8.7
東急東横線,自由が丘,八丁堀,1,39,42,8.0
東急東横線,田園調布,八丁堀,1,41,44,6.7
東急東横線,多摩川,八丁堀,1,43,46,6.3
東急東横線,新丸子,八丁堀,1,47,50,6.2
東急東横線,武蔵小杉,八丁堀,1,40,43,6.3
東急東横線,元住吉,八丁堀,1,51,54,6.2
東急東横線,日吉,八丁堀,1,51,54,6.1
東急東横線,綱島,八丁堀,1,54,57,6.0
東急東横線,横浜,八丁堀,1,45,48,6.8
東急池上線,五反田,八丁堀,1,22,25,8.9
東急池上線,大崎広小路,八丁堀,1,57,60,8.9
東急池上線,戸越銀座,八丁堀,1,30,33,7.9
東急池上線,蒲田,八丁堀,1,38,41,7.3
東急田園都市線,渋谷,八丁堀,1,27,30,10.8
東急田園都市線,池尻大橋,八丁堀,1,38,41,8.7
東急田園都市線,三軒茶屋,八丁堀,1,41,44,8.0
東急田園都市線,駒沢大学,八丁堀,1,44,47,8.2
東急田園都市線,桜新町,八丁堀,1,47,50,7.8
東急田園都市線,用賀,八丁堀,1,50,53,7.2
東急田園都市線,二子玉川,八丁堀,1,53,56,6.8
東急田園都市線,二子新地,八丁堀,1,55,58,6.6
東急目黒線,目黒,八丁堀,1,28,31,9.9
東急目黒線,不動前,八丁堀,1,31,34,8.5
東急目黒線,武蔵小山,八丁堀,1,33,36,8.0
東急目黒線,西小山,八丁堀,1,38,41,7.9
東急目黒線,洗足,八丁堀,1,40,43,7.5
東急目黒線,大岡山,八丁堀,1,42,45,7.8
東急目黒線,奥沢,八丁堀,1,44,47,8.0
東急目黒線,田園調布,八丁堀,1,41,44,6.7
東急目黒線,多摩川,八丁堀,1,43,46,6.3
東急目黒線,新丸子,八丁堀,1,47,50,6.2
東急目黒線,武蔵小杉,八丁堀,1,40,43,6.3
東急目黒線,元住吉,八丁堀,1,51,54,6.2
東急目黒線,日吉,八丁堀,1,51,54,6.1
東武亀戸線,亀戸,八丁堀,0,42,45,7.5
東武亀戸線,小村井,八丁堀,1,51,54,7.0
東武亀戸線,曳舟,八丁堀,1,30,33,7.4
東武伊勢崎線,浅草,八丁堀,1,14,17,8.1
東武伊勢崎線,とうきょうスカイツリー,八丁堀,1,32,35,8.0
東武伊勢崎線,曳舟,八丁堀,1,30,33,7.4
東武伊勢崎線,東向島,八丁堀,1,34,37,6.7
東武伊勢崎線,鐘ヶ淵,八丁堀,1,32,35,6.8
東武伊勢崎線,堀切,八丁堀,1,30,33,6.0
東武伊勢崎線,北千住,八丁堀,0,23,26,7.2
東武伊勢崎線,小菅,八丁堀,0,27,30,6.5
東武伊勢崎線,五反野,八丁堀,0,29,32,6.2
東武伊勢崎線,梅島,八丁堀,0,31,34,6.0
東武伊勢崎線,西新井,八丁堀,0,33,36,6.1
東武伊勢崎線,竹ノ塚,八丁堀,0,37,40,5.9
東武伊勢崎線,谷塚,八丁堀,0,40,43,5.0
東武伊勢崎線,草加,八丁堀,0,43,46,4.5
東武伊勢崎線,新田,八丁堀,0,48,51,3.6
東武伊勢崎線,蒲生,八丁堀,0,49,52,4.5
東武伊勢崎線,新越谷,八丁堀,0,52,55,4.8
東武伊勢崎線,越谷,八丁堀,0,55,58,4.7
東武伊勢崎線,北越谷,八丁堀,0,57,60,4.1
東武伊勢崎線,春日部,八丁堀,1,48,51,4.8
東武大師線,西新井,八丁堀,0,33,36,6.1
東武大師線,大師前,八丁堀,1,40,43,6.0
東武東上線,小川町,八丁堀,1,20,23,4.4
東武東上線,霞ヶ関,八丁堀,0,10,13,3.0
東武東上線,池袋,八丁堀,1,30,33,7.4
東武野田線,大宮,八丁堀,1,46,49,6.4
東武野田線,春日部,八丁堀,1,48,51,4.8
東武野田線,流山おおたかの森,八丁堀,1,51,54,5.6
東武野田線,柏,八丁堀,1,48,51,4.4
東武野田線,馬込沢,八丁堀,1,50,53,4.5
東武野田線,船橋,八丁堀,1,37,40,6.2
東葉高速線,八千代中央,八丁堀,1,54,57,4.9
東葉高速線,八千代緑が丘,八丁堀,1,51,54,3.2
東葉高速線,船橋日大前,八丁堀,1,49,52,3.5
東葉高速線,北習志野,八丁堀,1,46,49,3.5
東葉高速線,飯山満,八丁堀,1,43,46,3.6
東葉高速線,東海神,八丁堀,1,39,42,6.3
東葉高速線,西船橋,八丁堀,0,27,30,6.3
相鉄本線,横浜,八丁堀,1,45,48,6.8
西武多摩川線,武蔵境,八丁堀,1,54,57,6.0
西武新宿線,西武新宿,八丁堀,1,39,42,7.8
西武新宿線,高田馬場,八丁堀,1,24,27,7.5
西武新宿線,中井,八丁堀,1,46,49,6.9
西武有楽町線,小竹向原,八丁堀,1,45,48,6.5
西武有楽町線,新桜台,八丁堀,1,46,49,6.5
西武有楽町線,練馬,八丁堀,1,54,57,6.3
西武池袋線,池袋,八丁堀,1,30,33,7.4
西武池袋線,練馬,八丁堀,1,54,57,6.3
西武池袋線,中村橋,八丁堀,1,52,55,6.0
西武池袋線,富士見台,八丁堀,1,53,56,6.5
西武池袋線,練馬高野台,八丁堀,1,56,59,6.8
西武池袋線,石神井公園,八丁堀,1,57,60,6.3
西武豊島線,練馬,八丁堀,1,54,57,6.3
都電荒川線,三ノ輪橋,八丁堀,0,24,27,7.7
都電荒川線,荒川一中前,八丁堀,1,26,29,7.7
都電荒川線,荒川区役所前,八丁堀,1,27,30,7.2
都電荒川線,荒川二丁目,八丁堀,1,31,34,6.9
都電荒川線,荒川七丁目,八丁堀,1,32,35,7.1
都電荒川線,町屋駅前,八丁堀,1,32,35,6.5
都電荒川線,町屋二丁目,八丁堀,1,37,40,6.6
都電荒川線,東尾久三丁目,八丁堀,1,38,41,6.0
都電荒川線,熊野前,八丁堀,1,39,42,6.2
都電荒川線,宮ノ前,八丁堀,1,44,47,6.2
都電荒川線,小台,八丁堀,1,45,48,6.0
都電荒川線,荒川遊園地前,八丁堀,1,47,50,6.2
都電荒川線,荒川車庫前,八丁堀,1,48,51,6.8
都電荒川線,梶原,八丁堀,1,52,55,6.5
都電荒川線,王子駅前,八丁堀,1,36,39,6.3
都電荒川線,新庚申塚,八丁堀,1,39,42,6.7
都電荒川線,大塚駅前,八丁堀,1,36,39,8.4
都電荒川線,東池袋四丁目,八丁堀,1,39,42,7.3
都電荒川線,鬼子母神前,八丁堀,1,56,59,7.5
みなとみらい線,横浜,八丁堀,1,45,48,6.8
埼玉高速鉄道線,赤羽岩淵,八丁堀,1,48,51,6.6
東京メトロ丸ノ内線,池袋,八丁堀,1,30,33,7.4
東京メトロ丸ノ内線,新大塚,八丁堀,1,27,30,7.6
東京メトロ丸ノ内線,茗荷谷,八丁堀,1,25,28,7.9
東京メトロ丸ノ内線,後楽園,八丁堀,1,22,25,8.7
東京メトロ丸ノ内線,本郷三丁目,八丁堀,1,20,23,8.5
東京メトロ丸ノ内線,御茶ノ水,八丁堀,1,16,19,9.4
東京メトロ丸ノ内線,淡路町,八丁堀,1,16,19,10.0
東京メトロ丸ノ内線,大手町,八丁堀,0,22,25,10.8
東京メトロ丸ノ内線,東京,八丁堀,0,2,5,9.6
東京メトロ丸ノ内線,銀座,八丁堀,0,6,9,10.9
東京メトロ丸ノ内線,霞ケ関,八丁堀,0,10,13,10.7
東京メトロ丸ノ内線,国会議事堂前,八丁堀,1,15,18,10.9
東京メトロ丸ノ内線,赤坂見附,八丁堀,1,17,20,13.2
東京メトロ丸ノ内線,四ツ谷,八丁堀,1,20,23,10.0
東京メトロ丸ノ内線,四谷三丁目,八丁堀,1,21,24,9.2
東京メトロ丸ノ内線,新宿御苑前,八丁堀,1,23,26,9.6
東京メトロ丸ノ内線,新宿三丁目,八丁堀,1,26,29,8.9
東京メトロ丸ノ内線,新宿,八丁堀,1,29,32,8.2
東京メトロ丸ノ内線,西新宿,八丁堀,1,30,33,7.5
東京メトロ丸ノ内線,中野坂上,八丁堀,1,32,35,7.0
東京メトロ丸ノ内線,新中野,八丁堀,1,34,37,7.0
東京メトロ丸ノ内線,東高円寺,八丁堀,1,36,39,6.8
東京メトロ丸ノ内線,新高円寺,八丁堀,1,38,41,6.9
東京メトロ丸ノ内線,南阿佐ケ谷,八丁堀,1,40,43,6.7
東京メトロ丸ノ内線,荻窪,八丁堀,1,38,41,6.7
東京メトロ副都心線,地下鉄成増,八丁堀,1,56,59,5.5
東京メトロ副都心線,地下鉄赤塚,八丁堀,1,53,56,6.9
東京メトロ副都心線,氷川台,八丁堀,1,47,50,5.7
東京メトロ副都心線,小竹向原,八丁堀,1,45,48,6.5
東京メトロ副都心線,千川,八丁堀,1,43,46,6.2
東京メトロ副都心線,要町,八丁堀,1,41,44,6.9
東京メトロ副都心線,池袋,八丁堀,1,30,33,7.4
東京メトロ副都心線,雑司が谷,八丁堀,1,52,55,7.3
東京メトロ副都心線,西早稲田,八丁堀,1,50,53,7.4
東京メトロ副都心線,東新宿,八丁堀,1,35,38,8.5
東京メトロ副都心線,新宿三丁目,八丁堀,1,26,29,8.9
東京メトロ副都心線,北参道,八丁堀,1,40,43,10.6
東京メトロ副都心線,渋谷,八丁堀,1,27,30,10.8
東京メトロ千代田線,北綾瀬,八丁堀,1,39,42,5.9
東京メトロ千代田線,綾瀬,八丁堀,1,33,36,5.9
東京メトロ千代田線,北千住,八丁堀,0,23,26,7.2
東京メトロ千代田線,町屋,八丁堀,1,31,34,6.5
東京メトロ千代田線,西日暮里,八丁堀,1,25,28,7.0
東京メトロ千代田線,千駄木,八丁堀,1,23,26,7.0
東京メトロ千代田線,根津,八丁堀,1,21,24,7.4
東京メトロ千代田線,湯島,八丁堀,1,19,22,9.1
東京メトロ千代田線,新御茶ノ水,八丁堀,1,16,19,9.0
東京メトロ千代田線,大手町,八丁堀,0,22,25,10.8
東京メトロ千代田線,日比谷,八丁堀,0,7,10,8.7
東京メトロ千代田線,霞ケ関,八丁堀,0,10,13,10.7
東京メトロ千代田線,国会議事堂前,八丁堀,1,15,18,10.9
東京メトロ千代田線,赤坂,八丁堀,1,15,18,12.0
東京メトロ千代田線,乃木坂,八丁堀,1,18,21,11.0
東京メトロ千代田線,表参道,八丁堀,1,23,26,12.1
東京メトロ千代田線,代々木公園,八丁堀,1,25,28,9.9
東京メトロ千代田線,代々木上原,八丁堀,1,27,30,8.4
東京メトロ半蔵門線,渋谷,八丁堀,1,27,30,10.8
東京メトロ半蔵門線,表参道,八丁堀,1,23,26,12.1
東京メトロ半蔵門線,青山一丁目,八丁堀,1,21,24,9.0
東京メトロ半蔵門線,永田町,八丁堀,1,20,23,12.3
東京メトロ半蔵門線,半蔵門,八丁堀,1,24,27,11.0
東京メトロ半蔵門線,九段下,八丁堀,1,13,16,10.0
東京メトロ半蔵門線,神保町,八丁堀,1,18,21,9.8
東京メトロ半蔵門線,大手町,八丁堀,0,22,25,10.8
東京メトロ半蔵門線,三越前,八丁堀,1,15,18,9.1
東京メトロ半蔵門線,水天宮前,八丁堀,0,10,13,9.3
東京メトロ半蔵門線,清澄白河,八丁堀,1,14,17,8.4
東京メトロ半蔵門線,錦糸町,八丁堀,0,38,41,7.9
東京メトロ南北線,赤羽岩淵,八丁堀,1,48,51,6.6
